Sentence,Entities
(107),"('107', 'CARDINAL')"
(15),"('15', 'CARDINAL')"
"(18)
Political heresy of Arnold of Brescia, A.D. 1140.","('Arnold', 'PERSON'), ('Brescia', 'GPE'), ('A.D. 1140', 'DATE')"
(19),"('19', 'CARDINAL')"
(31),"('31', 'CARDINAL')"
(41),"('41', 'CARDINAL')"
(53),"('53', 'CARDINAL')"
"A credulous
 devotion for the fables and oracles of the priesthood most
 powerfully acts on the mind of a Barbarian; yet such a mind
 is the least capable of preferring imagination to sense, of
 sacrificing to a distant motive, to an invisible, perhaps an
 ideal, object, the appetites and interests of the present
 world.","('Barbarian', 'NORP')"
A flight of a hundred steps led to the summit of the Tarpeian rock; and far steeper was the ascent before the declivities had been smoothed and the precipices filled by the ruins of fallen edifices.,"('hundred', 'CARDINAL'), ('Tarpeian', 'NORP')"
"A just anxiety for his
 reputation, a clear foresight of the difficulties of the
 task, had engaged him to refuse the honour of their choice:
 the statutes of Rome were suspended, and his office
 prolonged to the term of three years.","('Rome', 'GPE'), ('three years', 'DATE')"
"A majority of the clergy and people
 supported his cause: he reigned several years in the
 Vatican; and it is only the eloquence of St. Bernard, and
 the final triumph of Innocence the Second, that has branded
 Anacletus with the epithet of antipope.","('several years', 'DATE'), ('Vatican', 'FAC'), ('St. Bernard', 'GPE'), ('Innocence the Second', 'WORK_OF_ART'), ('Anacletus', 'PERSON')"
"A new channel
 was opened by the diligence of Boniface the Eighth, who
 reconciled the vices of ambition and avarice; and the pope
 had sufficient learning to recollect and revive the secular
 games which were celebrated in Rome at the conclusion of
 every century.","('Boniface the Eighth', 'PERSON'), ('Rome', 'GPE')"
"A new constitution was hastily framed by private
 ambition or popular enthusiasm; nor could Rome, in the
 twelfth century, produce an antiquary to explain, or a
 legislator to restore, the harmony and proportions of the
 ancient model.","('Rome', 'GPE'), ('the\r\n twelfth century', 'DATE')"
"A new jurisprudence had established in the Latin church the right and practice of appeals; (7) and from the North and West the bishops and
 abbots were invited or summoned to solicit, to complain, to
 accuse, or to justify, before the threshold of the apostles.","('Latin', 'NORP'), ('North', 'LOC'), ('West', 'LOC')"
"A peaceful and perpetual succession was
 ascertained by Alexander the Third, (68) who finally abolished the tumultuary votes of the clergy and people, and defined the right of election in the sole college of cardinals. (69)","('Alexander the Third', 'PERSON'), ('68', 'DATE'), ('69', 'CARDINAL')"
"A rare prodigy is once recorded, that two horses, belonging
 to the archbishops of Mentz and Cologne, repassed the Alps,
 yet laden with gold and silver: (8) but it was soon
 understood, that the success, both of the pilgrims and
 clients, depended much less on the justice of their cause
 than on the value of their offering.","('two', 'CARDINAL'), ('Mentz', 'ORG'), ('Cologne', 'GPE'), ('Alps', 'LOC'), ('8', 'CARDINAL')"
"A repetition (13) of such capricious brutality, without
 connection or design, would be tedious and disgusting; and I
 shall content myself with some events of the twelfth
 century, which represent the state of the popes and the
 city.","('13', 'CARDINAL'), ('the twelfth\r\n century', 'DATE')"
"A servant, in whom they possessed but a third share, was
 dismissed by the independent Romans: in his place they
 elected a patrician; but this title, which Charlemagne had
 not disdained, was too lofty for a citizen or a subject; A.D. 1198-1216. and, after the first fervour of rebellion, they consented without reluctance to the restoration of the praefect.","('third', 'ORDINAL'), ('Romans', 'NORP'), ('Charlemagne', 'PERSON'), ('1198-1216', 'CARDINAL'), ('first', 'ORDINAL')"
"A specious offer was made and accepted, that, in the term of
 forty days, they would elect one of the three candidates who
 should be named by their opponents.","('forty days', 'DATE'), ('one', 'CARDINAL'), ('three', 'CARDINAL')"
"A trifling
 oblation from each individual would accumulate a royal
 treasure; and two priests stood night and day, with rakes in
 their hands, to collect, without counting, the heaps of gold
 and silver that were poured on the altar of St. Paul. (86)","('two', 'CARDINAL'), ('St. Paul', 'GPE'), ('86', 'CARDINAL')"
"A vacancy of almost three years had preceded the elevation of George the Tenth, who resolved to prevent the future abuse;
 and his bull, after some opposition, has been consecrated in the code of the canon law. (70)","('almost three years', 'DATE'), ('George the Tenth', 'PERSON')"
A.D. 1086-1305.,"('A.D. 1086-1305', 'DATE')"
A.D. 1130-1143.,"('1130-1143', 'CARDINAL')"
"A.D. 1144,1145.","('A.D. 1144,1145', 'DATE')"
A.D. 1144-1154.,"('A.D. 1144-1154', 'DATE')"
A.D. 1144.,"('A.D. 1144', 'DATE')"
A.D. 1179.,"('A.D. 1179', 'DATE')"
A.D. 1281.,"('A.D. 1281', 'DATE')"
A.D. 1294-1303.,"('A.D. 1294-1303', 'DATE')"
A.D. 1328.,"('A.D. 1328', 'DATE')"
"About
 twelve years afterwards, he besieged Rome, to seat an
 antipope in the chair of St. Peter; and twelve Pisan galleys
 were introduced into the Tyber: but the senate and people
 were saved by the arts of negotiation and the progress of
 disease; nor did Frederic or his successors reiterate the
 hostile attempt.","('About\r\n twelve years afterwards', 'DATE'), ('Rome', 'GPE'), ('St. Peter', 'GPE'), ('twelve', 'CARDINAL'), ('Pisan', 'NORP'), ('Tyber', 'NORP'), ('Frederic', 'PERSON')"
"About fifty years after this event, Innocent the Third, the
 most ambitious, or at least the most fortunate, of the
 Pontiffs, delivered the Romans and himself from this badge
 of foreign dominion: he invested the praefect with a banner
 instead of a sword, and absolved him from all dependence of
 oaths or service to the German emperors. (42)","('About fifty years', 'DATE'), ('Third', 'ORDINAL'), ('Pontiffs', 'NORP'), ('Romans', 'NORP'), ('German', 'NORP'), ('42', 'CARDINAL')"
"About fifty years afterwards, the same title was granted to the emperor Lewis of Bavaria; and the liberty of Rome was acknowledged by her two sovereigns, who accepted a municipal office in the government of their own metropolis.","('About fifty years afterwards', 'DATE'), ('Lewis', 'PERSON'), ('Bavaria', 'GPE'), ('Rome', 'GPE'), ('two', 'CARDINAL')"
"About the end of the thirteenth century, the
 most powerful branch was composed of an uncle and six
 bothers, all conspicuous in arms, or in the honours of the
 church.","('About the end of the thirteenth century', 'DATE'), ('six', 'CARDINAL')"
Absence of the popes from Rome.,"('Rome', 'GPE')"
"According to their own and
 the public opinion, the primitive and remote source was
 derived from the banks of the Rhine; (99) and the sovereigns
 of Germany were not ashamed of a real or fabulous affinity
 with a noble race, which in the revolutions of seven hundred
 years has been often illustrated by merit and always by
 fortune. (100)","('Rhine', 'ORG'), ('99', 'CARDINAL'), ('Germany', 'GPE'), ('seven hundred\r\n years', 'DATE')"
Addresses of Rome to the emperors.,"('Rome', 'GPE')"
"Adrian
 the Fourth, (28) the only Englishman who has ascended the throne of St. Peter; and whose merit emerged from the mean condition of a monk, and almost a beggar, in the monastery
 of St. Albans.","('Adrian\r\n the Fourth', 'PERSON'), ('28', 'DATE'), ('Englishman', 'NORP'), ('St. Peter', 'GPE'), ('St. Albans', 'GPE')"
"After a
 dark series of revolutions, all records of pedigree were
 lost; the distinction of surnames was abolished; the blood
 of the nations was mingled in a thousand channels; and the
 Goths and Lombards, the Greeks and Franks, the Germans and
 Normans, had obtained the fairest possessions by royal
 bounty, or the prerogative of valour.","('a thousand', 'CARDINAL'), ('Goths', 'NORP'), ('Lombards', 'NORP'), ('Greeks', 'NORP'), ('Franks', 'PERSON'), ('Germans', 'NORP'), ('Normans', 'NORP')"
"After an abdication of eight hundred years, the Roman senate asserted this honourable and lucrative privilege; which was tacitly renounced by the popes, from Paschal the Second to the establishment of their residence beyond the Alps.","('eight hundred years', 'DATE'), ('Roman', 'NORP'), ('Paschal', 'PERSON'), ('Second', 'ORDINAL'), ('Alps', 'LOC')"
"After his decease, the tedious and equal suspense of the
 conclave was fixed by the dexterity of the French faction.","('French', 'NORP')"
"After his defeat
 and death, the posterity of Leo is no longer conspicuous;
 and none will be found of the modern nobles ambitious of
 descending from a Jewish stock.","('Leo', 'PERSON'), ('Jewish', 'NORP')"
