Sentence,Entities
(11),"('11', 'CARDINAL')"
(12),"('12', 'CARDINAL')"
(14),"('14', 'CARDINAL')"
(18),"('18', 'CARDINAL')"
(2),"('2', 'CARDINAL')"
(3),"('3', 'CARDINAL')"
(34),"('34', 'CARDINAL')"
(43),"('43', 'CARDINAL')"
(44),"('44', 'CARDINAL')"
(45),"('45', 'CARDINAL')"
(5),"('5', 'CARDINAL')"
2/.,"('2', 'CARDINAL')"
"3/. To appoint the proconsuls and presidents of the provinces, and to confer on all the magistrates their civil jurisdiction.","('3', 'CARDINAL')"
4/.,"('4', 'CARDINAL')"
"5/. To give force and validity, by their decrees, to such as they should approve of the emperor's edicts.","('5', 'CARDINAL')"
6/.,"('6', 'CARDINAL')"
"A behaviour so very opposite to that of his amiable 
 predecessor afforded no favourable presage of the new reign:
 and the Romans, deprived of power and freedom, asserted
 their privilege of licentious murmurs. (69)","('Romans', 'NORP')"
"A charge supported by such decisive proof was admitted without contradiction, and the legions, with repeated acclamations, acknowledged the justice and authority of the emperor Diocletian."" (107)
Defeat and death of Carinus.","('Diocletian', 'PERSON'), ('107', 'CARDINAL'), ('Carinus', 'PERSON')"
"A considerable number of elephants, taken in the
 defeat of the Carthaginian army, were driven through the
 circus by a few slaves, armed only with blunt javelins. (90)","('Carthaginian', 'NORP')"
"A considerable tribute of corn, cattle, and horses,
 the only wealth of barbarians, was reserved for the use of
 the garrisons which Probus established on the limits of
 their territory.","('Probus', 'PERSON')"
"A decree immediately passed, without a
 dissenting voice to ratify the election of the eastern
 armies, and to confer on their chief all the several
 branches of the Imperial dignity; the names of Caesar and
 Augustus, the title of Father of his country, the right of
 making in the same day three motions in the senate,(27) the 
 office of Pontifex Maximus, the tribunitian power, and the
 proconsular command; a mode of investiture which, though it
 seemed to multiply the authority of the emperor, expressed
 the constitution of the ancient republic.","('Imperial', 'NORP'), ('Caesar', 'PERSON'), ('Augustus', 'PERSON'), ('three', 'CARDINAL'), ('27', 'CARDINAL'), ('Pontifex Maximus', 'PERSON')"
"A fleet stationed
 in one of the harbours of the Euxine fell into the hands of
 the Franks; and they resolved, through unknown seas, to
 explore their way from the mouth of the Phasis to that of
 the Rhine.","('one', 'CARDINAL'), ('Euxine', 'PRODUCT'), ('Franks', 'NORP'), ('Phasis', 'PRODUCT'), ('Rhine', 'LOC')"
"A general assembly
 of the army was appointed to be held at Chalcedon, whither
 Aper was transported in chains, as a prisoner and a
 criminal.","('Chalcedon', 'GPE'), ('Aper', 'PERSON')"
"A tribune, whose wife he had seduced, seized the
 opportunity of revenge, and by a single blow extinguished
 civil discord in the blood of the adulterer. (109)","('109', 'CARDINAL')"
"A vacant tribunal was erected in the midst of the
 camp, and the generals and tribunes formed a great military
 Council.","('Council', 'ORG')"
A.D. 275.,"('275', 'CARDINAL')"
A.D. 276.,"('A.D. 276', 'DATE')"
"About the reign of Hadrian, when that mode of
 defence began to be practised, these garrisons were
 connected and covered by a strong entrenchment of trees and
 palisades.","('Hadrian', 'PERSON')"
"Above twenty years 
 before, the emperor Valerian, with his usual penetration,
 had discovered the rising merit of the young soldier, on
 whom he conferred the rank of tribune long before the age
 prescribed by the military regulations.","('twenty years \r\n before', 'DATE'), ('Valerian', 'PERSON')"
"Africa and
 Pontus, the Rhine, the Danube, the Euphrates, and the Nile,
 by turns afforded him the most splendid occasions of
 displaying his personal prowess and his conduct in war.","('Africa', 'LOC'), ('Pontus', 'LOC'), ('Rhine', 'LOC'), ('Danube', 'LOC'), ('Euphrates', 'LOC'), ('Nile', 'LOC')"
"Against the
 remainder, who refused peace, the Roman emperor waged, in
 person, a successful war.","('Roman', 'NORP')"
"All that had yet passed at Rome was no more than a
 theatrical representation, unless it was ratified by the
 more substantial power of the legions.","('Rome', 'GPE')"
"Among the useful conditions of peace imposed by Probus on
 the vanquished nations of Germany was the obligation of
 supplying the Roman army with sixteen thousand recruits, the
 bravest and most robust of their youth.","('Probus', 'PERSON'), ('Germany', 'GPE'), ('Roman', 'NORP'), ('sixteen thousand', 'CARDINAL')"
"Among the various multitude 
 of those fierce invaders, we may distinguish, with some
 degree of clearness, three great armies, or rather nations,
 successively vanquished by the valour of Probus.","('three', 'CARDINAL'), ('Probus', 'ORG')"
"An 
 oracle was remembered which marked the river Tigris as the
 fatal boundary of the Roman arms.","('Tigris', 'LOC'), ('Roman', 'NORP')"
"An army thus employed constituted perhaps the
 most useful as well as the bravest portion of Roman
 subjects.","('Roman', 'NORP')"
"An event somewhat similar but much less authentic is supposed to have happened after the death of Romulus, who, in his life and character, bore some affinity with Aurelian.","('Romulus', 'PERSON'), ('Aurelian', 'PERSON')"
