Sentence,Entities
(33),"('33', 'CARDINAL')"
(37),"('37', 'CARDINAL')"
(43),"('43', 'CARDINAL')"
(51),"('51', 'CARDINAL')"
"A
 double pay was promised to the victorious troops: Such various and potent motives diffused among the Turks a general ardour, regardless of life and impatient for action: the camp re-echoed with the Moslem shouts of ""God is God: there is but one God, and Mahomet is the apostle of God;""  (54) and the sea and land, from Galata to the seven towers, were illuminated by the blaze of their nocturnal fires.","('Turks', 'NORP'), ('Moslem', 'NORP'), ('one', 'CARDINAL'), ('Mahomet', 'PERSON'), ('54', 'CARDINAL'), ('Galata', 'GPE'), ('seven', 'CARDINAL')"
"A
 similar stratagem had been repeatedly practised by the
 ancients; (49) the Ottoman galleys (I must again repeat)
 should be considered as large boats; and, if we compare the
 magnitude and the distance, the obstacles and the means, the
 boasted miracle (50) has perhaps been equalled by the
 industry of our own times.","('49', 'CARDINAL'), ('Ottoman', 'NORP'), ('50', 'CARDINAL')"
"A Turkish cannon, more enormous than that of Mahomet, still guards the entrance of the Dardanelles; and if the use be inconvenient, it has been found on a late trial that the effect was far from contemptible.","('Turkish', 'NORP'), ('Mahomet', 'PERSON'), ('Dardanelles', 'NORP')"
"A Venetian vessel, refusing obedience to the new lords of the Bosphorus, was sunk with a single bullet.","('Venetian', 'NORP'), ('Bosphorus', 'PRODUCT')"
"A circumstance that distinguishes the siege of Constantinople, is the re-union of the ancient and modern artillery.","('Constantinople', 'GPE')"
"A deed thus inhuman cannot surely be expiated by
 the taste and liberality with which he released a Grecian
 matron and her two daughters, on receiving a Latin ode from
 Philelphus, who had chosen a wife in that noble family.(67)","('Grecian', 'NORP'), ('two', 'CARDINAL'), ('Latin', 'NORP'), ('Philelphus', 'PERSON')"
"A founder of cannon, a Dane or Hungarian, who had been almost starved in the Greek service, deserted to the Moslems, and was liberally entertained by the Turkish sultan.","('Dane', 'NORP'), ('Hungarian', 'NORP'), ('Greek', 'NORP'), ('Moslems', 'NORP'), ('Turkish', 'NORP')"
"A lively philosopher (25) derides on this occasion the credulity of the Greeks, and observes, with much reason, that we should always distrust the exaggerations of a vanquished people.","('25', 'DATE'), ('Greeks', 'NORP')"
"A melancholy reflection on
 the vicissitudes of human greatness forced itself on his
 mind, and he repeated an elegant distich of Persian poetry: His behaviour to the Greeks.","('Persian', 'NORP'), ('Greeks', 'NORP')"
A more enlarged view of their interest would have taught them to maintain a defensive and naval war against the common enemy; and the support of Scanderbeg and his brave Albanians might have prevented the subsequent invasion of the kingdom of Naples.,"('Scanderbeg', 'PERSON'), ('Albanians', 'NORP'), ('Naples', 'GPE')"
"A plebeian crowd, and some Byzantine nobles basely withdrew from the danger of their country; and the avarice of the rich denied the emperor, and reserved for the Turks, the secret treasures which might have raised in their defence whole armies of mercenaries. (28)","('Byzantine', 'NORP'), ('Turks', 'NORP'), ('28', 'CARDINAL')"
"A sense of honour, and the fear of universal reproach, forbade Palaeologus to resign the city into the hands of the Ottomans; and he determined to abide the last extremities of war.","('Palaeologus', 'PERSON'), ('Ottomans', 'NORP')"
"A sentiment
 so unworthy of Christians and patriots was familiar and
 fatal to the Greeks: the emperor was deprived of the
 affection and support of his subjects; and their native
 cowardice was sanctified by resignation to the divine
 decree, or the visionary hope of a miraculous deliverance.","('Christians', 'NORP'), ('Greeks', 'NORP')"
"A spirit of discord impaired the remnant of the Christian strength; the Genoese and Venetian auxiliaries asserted the pre-eminence of their respective service; and Justiniani and the great duke, whose ambition was not extinguished by the common danger, accused each other of treachery and cowardice.","('Christian', 'NORP'), ('Genoese', 'NORP'), ('Venetian', 'NORP'), ('Justiniani', 'PERSON')"
"A stone bullet of eleven hundred pounds' weight was once discharged with three hundred and thirty pounds of powder: at the distance of six hundred yards it shivered into three rocky
 fragments; traversed the strait; and leaving the waters in a foam, again rose and bounded against the opposite hill. (26)","(""eleven hundred pounds'"", 'QUANTITY'), ('three hundred and thirty pounds', 'QUANTITY'), ('six hundred yards', 'QUANTITY'), ('three', 'CARDINAL'), ('26', 'CARDINAL')"
"A strong chain was drawn across the mouth of the harbour: it was supported by some Greek and Italian vessels of war and merchandise; and the ships of every Christian nation, that successively arrived from Candia and the Black Sea, were detained for the public service.","('Greek', 'NORP'), ('Italian', 'NORP'), ('Christian', 'NORP'), ('Candia', 'GPE'), ('the Black Sea', 'LOC')"
A title was his sole inheritance; and that inheritance he successively sold to the kings of France and Arragon. (91),"('France', 'GPE'), ('Arragon', 'ORG'), ('91', 'CARDINAL')"
"A vacant place before the new palace was chosen for the first experiment; but to prevent the sudden and mischievous effects of astonishment and fear, a proclamation was issued, that the cannon would be discharged the ensuing day.","('first', 'ORDINAL'), ('the ensuing day', 'DATE')"
"A wooden turret of the largest size was advanced on rollers: this portable magazine of ammunition and fascines was protected by a threefold covering of bulls hides; incessant vollies were securely discharged from the loop-holes; in the front, three doors were contrived for the alternate sally and retreat of the soldiers and workmen.","('three', 'CARDINAL')"
"A.D. 1453, January 17.","('A.D. 1453', 'DATE'), ('January 17', 'DATE')"
"A.D. 1481, May 3, or July 2.","('A.D. 1481', 'DATE'), ('May 3', 'DATE'), ('July 2', 'DATE')"
"Above
 sixty thousand of this devoted people were transported from
 the city to the camp and fleet, exchanged or sold according
 to the caprice or interest of their masters, and dispersed
 in remote servitude through the provinces of the Ottoman
 empire.","('sixty thousand', 'CARDINAL'), ('Ottoman', 'NORP')"
"According to the advice of Gennadius, the religious virgins, as pure as angels, and as proud as daemons, rejected the act of union, and abjured all
 communion with the present and future associates of the
 Latins; and their example was applauded and imitated by the
 greatest part of the clergy and people.","('Gennadius', 'PERSON'), ('Latins', 'NORP')"
"After a siege of forty days, the fate of Constantinople could no longer be averted.","('forty days', 'DATE'), ('Constantinople', 'GPE')"
"After a tedious delay, a gentle breeze, and, on the second
 day, a strong gale from the south, carried them through the
 Hellespont and the Propontis: but the city was already
 invested by sea and land; and the Turkish fleet, at the
 entrance of the Bosphorus, was stretched from shore to
 shore, in the form of a crescent, to intercept, or at least
 to repel, these bold auxiliaries.","('the second\r\n day', 'DATE'), ('Hellespont', 'PRODUCT'), ('Propontis', 'PRODUCT'), ('Turkish', 'NORP'), ('Bosphorus', 'LOC')"
"After his death, resistance and order were no more: the Greeks fled towards the city; and many were pressed and stifled in the narrow pass of the gate of St. Romanus.","('Greeks', 'NORP'), ('St. Romanus', 'LOC')"
"After his decease Lucas Notaras, great duke (79) and first minister of the empire, was the most important prisoner.","('Lucas Notaras', 'PERSON'), ('79', 'DATE'), ('first', 'ORDINAL')"
"After suffering four months the hardships of
 slavery, he recovered his freedom: in the ensuing winter he
 ventured to Adrianople, and ransomed his wife from the mir
 bashi, or master of the horse; but his two children, in the
 flower of youth and beauty, had been seized for the use of
 Mohammed himself.","('four months', 'DATE'), ('Adrianople', 'GPE'), ('two', 'CARDINAL'), ('Mohammed', 'PERSON')"
