Sentence,Entities
"""Wheresoever the Roman conquers, he inhabits,"" (30)  is a very just observation of Seneca, confirmed by history and experience.","('Roman', 'NORP'), ('30', 'CARDINAL'), ('Seneca', 'PERSON')"
(14),"('14', 'CARDINAL')"
(16),"('16', 'CARDINAL')"
"(19)
Freedom of Rome.","('19', 'CARDINAL'), ('Freedom of Rome', 'ORG')"
"(3) Fear, 
 gratitude, and curiosity, a dream or an omen, a singular
 disorder, or a distant journey, perpetually disposed him to
 multiply the articles of his belief, and to enlarge the list
 of his protectors.","('3', 'CARDINAL')"
(34),"('34', 'CARDINAL')"
(43),"('43', 'CARDINAL')"
(45),"('45', 'CARDINAL')"
(5),"('5', 'CARDINAL')"
(53),"('53', 'CARDINAL')"
(55),"('55', 'CARDINAL')"
"1. Almost all the flowers, the Introduction of fruits etc. herbs, and the fruits, that grow in our European gardens, are of foreign extraction, which, in many cases, is betrayed even by their names: the apple was a native of Italy, and when the Romans had tasted the richer flavour of the apricot, the peach, the pomegranate, the citron, and the orange, they contented themselves with applying to all these new fruits the common denomination of apple, discriminating them from each other by the additional epithet of their
 country.","('1', 'CARDINAL'), ('European', 'NORP'), ('Italy', 'GPE'), ('Romans', 'NORP')"
"2. In the time of Homer, the vine grew wild in the  The vine.","('2', 'CARDINAL'), ('Homer', 'PERSON')"
"A freedman, under the reign 
 of Augustus, though his fortune had suffered great losses in
 the civil wars, left behind him three thousand six hundred
 yoke of oxen, two hundred and fifty thousand head of smaller
 cattle, and, what was almost included in the description of
 cattle, four thousand one hundred and sixteen slaves. (61)","('Augustus', 'PERSON'), ('three thousand six hundred', 'CARDINAL'), ('two hundred and fifty thousand', 'CARDINAL'), ('four thousand one hundred and sixteen', 'CARDINAL')"
"A nation
 of Romans was gradually formed in the provinces, by the
 double expedient of introducing colonies, and of admitting
 the most faithful and deserving of the provincials to the
 freedom of Rome.","('Romans', 'NORP'), ('Rome', 'GPE')"
"A republic of gods of such opposite tempers and
 interest required, in every system, the moderating hand of a
 supreme magistrate, who, by the progress of knowledge and
 flattery, was gradually invested with the sublime
 perfections of an Eternal Parent, and an Omnipotent Monarch.
 (4)","('Omnipotent Monarch', 'ORG'), ('4', 'CARDINAL')"
"A thousand years afterwards, Italy could boast, that of the fourscore most generous and celebrated wines, more than two-thirds were produced from her soil.","('A thousand years afterwards', 'DATE'), ('Italy', 'GPE'), ('more than two-thirds', 'CARDINAL')"
"According to the rigour of law, the emperor might
 have asserted his claim, and the prudent Atticus prevented,
 by a rank confession, the officiousness of informers.","('Atticus', 'PERSON')"
"Against such internal enemies, whose desperate
 insurrections had more than once reduced the republic to the
 brink of destruction, (47) the most severe regulations, (48) and 
 the most cruel treatment, seemed almost justified by the
 great law of self-preservation.","('47', 'CARDINAL')"
"Against such unworthy adversaries, Cicero
 condescended to employ the arms of reason and eloquence; but
 the satire of Lucian was a much more adequate, as well as
 more efficacious weapon.","('Cicero', 'PERSON'), ('Lucian', 'PERSON')"
"All these cities were connected with each other, and with
 the capital, by the public highways, which issuing from the
 Forum of Rome, traversed Italy, pervaded the provinces, and
 were terminated only by the frontiers of the empire.","('the\r\n Forum of Rome', 'ORG'), ('Italy', 'GPE')"
"Almost every 
 profession, either liberal (57) or mechanical, might be found 
 in the household of an opulent senator.","('57', 'CARDINAL')"
"Amber was
 brought over land from the shores of the Baltic to the
 Danube; and the barbarians were astonished at the price
 which they received in exchange for so useless a commodity.
 (101)","('Amber', 'PERSON'), ('Baltic', 'LOC'), ('Danube', 'LOC')"
"Among a crowd of these private
 benefactors, we may select Herodes Atticus, an Athenian
 citizen, who lived in the age of the Antonines.","('Herodes Atticus', 'PERSON'), ('Athenian', 'NORP'), ('Antonines', 'NORP')"
"Among the innumerable monuments of architecture constructed
 by the Romans, how many have escaped the notice of history,
 how few have resisted the ravages of time and barbarism!","('Romans', 'NORP')"
Ancient Italy is said to have contained eleven hundred and In Italy.,"('Italy', 'GPE'), ('eleven hundred', 'CARDINAL'), ('Italy', 'GPE')"
"And
 yet even the majestic ruins that are still scattered over
 Italy and the provinces, would be sufficient to prove that
 those countries were once the seat of a polite and powerful
 empire.","('Italy', 'GPE')"
"And
 yet, if we compare the proportion between gold and silver,
 as it stood in the time of Pliny, and as it was fixed in the
 reign of Constantine, we shall discover within that period a
 very considerable increase. (108)","('Constantine', 'PERSON'), ('108', 'CARDINAL')"
"As the natives of Arabia and India were
Gold and silver  contented with the productions and manufactures of their own
 country, silver, on the side of the Romans, was the
 principal, if not the only instrument of commerce.","('Arabia', 'GPE'), ('India', 'GPE'), ('Romans', 'NORP')"
"Asia was covered with Greek cities, and the long reign of
 the Macedonian kings had introduced a silent revolution into
 Syria and Egypt.","('Asia', 'LOC'), ('Greek', 'NORP'), ('Macedonian', 'NORP'), ('Syria', 'GPE'), ('Egypt', 'GPE')"
At Rome.,"('Rome', 'GPE')"
"At a small distance from
 thence was situated the Forum of Trajan.","('the Forum of Trajan', 'FAC')"
"Augustus was accustomed to boast that he had
 found his capital of brick, and that he had left it of
 marble.","('Augustus', 'PERSON')"
"Avarice and taste very frequently despoiled the vanquished nations of the elegant statues of their gods, and  the rich ornaments of their temples; (10) but, in the exercise of the religion which they derived from their ancestors,
 they uniformly experienced the indulgence, and even
 protection, of the Roman conquerors.","('10', 'CARDINAL'), ('Roman', 'NORP')"
"But
 the equitable Nerva, who then filled the throne, refused to
 accept any part of it, and commanded him to use, without
 scruple, the present of fortune.","('Nerva', 'ORG')"
"But if
 the emperors were the first, they were not the only
 architects of their dominions.","('first', 'ORDINAL')"
"But in the execution
 of the work the charge amounted to more than double the
 estimate, and the officers of the revenue began to murmur,
 till the generous Atticus silenced their complaints, by
 requesting that he might be permitted to take upon himself
 the whole additional expense. (68)","('more than double', 'CARDINAL'), ('Atticus', 'PERSON')"
"But the elegant amusements
 of the Romans were not suffered to interfere with their
 sound maxims of policy.","('Romans', 'NORP')"
But the firm  edifice of Roman power was raised and preserved by the wisdom of ages.,"('Roman', 'NORP')"
"But the obedience of the Roman world
 was uniform, voluntary, and permanent.","('Roman', 'NORP')"
"But the priests 
 themselves, their gods and their altars, subsisted in
 peaceful obscurity till the final destruction of Paganism.
 (12)","('Paganism', 'NORP'), ('12', 'CARDINAL')"
"But the provincials of
 Rome, trained by a uniform artificial foreign education,
 were engaged in a very unequal competition with those bold
 ancients, who, by expressing their genuine feelings in their
 native tongue, had already occupied every place of honour.","('Rome', 'GPE')"
"But the same salutary maxims
 of government, which had secured the peace and obedience of
 Italy, were extended to the most distant conquests.","('Italy', 'GPE')"
"But when the popular assemblies had been
 suppressed by the administration of the emperors, the
 conquerors were distinguished from the vanquished nations,
 only as the first and most honourable order of subjects; and
 their increase, however rapid, was no longer exposed to the
 same dangers.","('first', 'ORDINAL')"
"But when the principal
 nations of Europe, Asia, and Africa, were united under the
 laws of one sovereign, the source of foreign supplies flowed
 with much less abundance, and the Romans were reduced to the
 milder but more tedious method of propagation.","('Europe', 'LOC'), ('Asia', 'LOC'), ('Africa', 'LOC'), ('one', 'CARDINAL'), ('Romans', 'NORP')"
"But, after weighing with attention every
 circumstance which could influence the balance, it seems
 probable that there existed, in the time of Claudius, about
 twice as many provincials as there were citizens, of either
 sex, and of every age; and that the slaves were at least
 equal in number to the free inhabitants of the Roman world.","('Claudius', 'PERSON'), ('Roman', 'NORP')"
"By the
 periodical assistance of the Monsoons, they traversed the
 ocean in about forty days.","('Monsoons', 'NORP'), ('about forty days', 'DATE')"
"Carthage itself rose with new splendour from its ashes; and that capital, as well as
 Capua and Corinth, soon recovered all the advantages which
 can be separated from independent sovereignty.","('Carthage', 'GPE'), ('Capua', 'GPE'), ('Corinth', 'GPE')"
Degeneracy,"('Degeneracy', 'PERSON')"
Division of the Latin and Greek provinces.,"('Latin', 'NORP'), ('Greek', 'NORP')"
"Domestic peace and union were the natural consequences of
 the moderate and comprehensive policy embraced by the
 Romans.","('Romans', 'NORP')"
"During 
 the most flourishing era of the Athenian commonwealth, the
 number of citizens gradually decreased from about thirty (21) 
 to twenty-one thousand. (22)","('Athenian', 'NORP'), ('about thirty (21', 'CARDINAL'), ('twenty-one thousand', 'CARDINAL')"
"Eleven cities
 of Asia had once disputed the honour of dedicating a temple
 to Tiberius, and their respective merits were examined by
 the senate. (80)","('Eleven', 'CARDINAL'), ('Asia', 'LOC'), ('Tiberius', 'GPE')"
"Every city in the 
 empire was justified in maintaining the purity of its
 ancient ceremonies; and the Roman senate, using the common
 privilege, sometimes interposed, to check this inundation of
 foreign rites.","('Roman', 'NORP')"
"Every year, about the time of the summer
 solstice, a fleet of a hundred and twenty vessels sailed
 from Myoshormos, a port of Egypt, on the Red Sea.","('summer', 'DATE'), ('a hundred and twenty', 'CARDINAL'), ('Myoshormos', 'GPE'), ('Egypt', 'GPE'), ('the Red Sea', 'LOC')"
Example of Herodes Atticus.,"('Herodes Atticus', 'ORG')"
"Exhausted by the abuse of her
 strength, by America, and by superstition, her pride might
 possibly be confounded, if we required such a list of three
 hundred and sixty cities, as Pliny has exhibited under the
 reign of Vespasian. (77) III.","('America', 'GPE'), ('three\r\n hundred and sixty', 'CARDINAL'), ('Pliny', 'PERSON'), ('Vespasian', 'PERSON'), ('77', 'CARDINAL')"
"Four of them were immediately rejected as unequal to the burden; and among these was Laodicea, whose
 splendour is still displayed in its ruins. (81)","('Four', 'CARDINAL'), ('Laodicea', 'ORG'), ('81', 'CARDINAL')"
"From the foot
 of the Alps to the extremity of Calabria, all the natives of
 Italy were born citizens of Rome.","('Alps', 'LOC'), ('Calabria', 'LOC'), ('Italy', 'GPE'), ('Rome', 'GPE')"
"From this port, 
 which was only sixteen miles from the capital, a favourable
 breeze frequently carried vessels in seven days to the
 columns of Hercules.","('sixteen miles', 'QUANTITY'), ('seven days', 'DATE'), ('Hercules', 'PRODUCT')"
Gaul could Gaul and Spain.,"('Gaul', 'PERSON'), ('Gaul', 'PERSON'), ('Spain', 'GPE')"
"General felicity 
 Notwithstanding the propensity of mankind to exalt the past  and to depreciate the present, the tranquil and prosperous state of the empire was warmly felt, and honestly confessed, by the provincials as well as Romans.","('Romans', 'NORP')"
"Had she always confined the distinction of Romans to
 the ancient families within the walls of the city, that
 immortal name would have been deprived of some of its
 noblest ornaments.","('Romans', 'NORP')"
"He had obtained for his son Herod the prefecture of
 the free cities of Asia; and the young magistrate, observing
 that the town of Troas was indifferently supplied with
 water, obtained from the munificence of Hadrian three
 hundred myriads of drachms (about a hundred thousand pounds)
 for the construction of a new aqueduct.","('Herod', 'PERSON'), ('Asia', 'LOC'), ('Troas', 'GPE'), ('three\r\n hundred myriads', 'QUANTITY'), ('about a hundred thousand pounds)', 'QUANTITY')"
"He was honoured with the consulship at Rome; but the
 greatest part of his life was spent in a philosophic
 retirement at Athens, and his adjacent villas; perpetually
 surrounded by sophists, who acknowledged, without
 reluctance, the superiority of a rich and generous rival. (69)","('Rome', 'GPE'), ('Athens', 'GPE')"
"Herod restored its ancient beauty and
 magnificence.","('Herod', 'PERSON')"
"His grandfather had suffered by the hands of justice,
 and Julius Atticus, his father, must have ended his life in
 poverty and contempt, had he not discovered an immense
 treasure buried under an old house, the last remains of his
 patrimony.","('Julius Atticus', 'PERSON')"
"Hope, the best comfort of our imperfect condition, was not
 denied to the Roman slave; and if he had any opportunity of
 rendering himself either useful or agreeable, he might very
 naturally expect that the diligence and fidelity of a few
 years would be rewarded with the inestimable gift of
 freedom.","('Roman', 'NORP'), ('a few\r\n years', 'DATE')"
"Houses were everywhere erected at the distance only of five
 or six miles; each of them was constantly provided with
 forty horses, and by the help of these relays it was easy to
 travel an hundred miles in a day along the Roman roads. (89)","('five\r\n or six miles', 'QUANTITY'), ('forty', 'CARDINAL'), ('an hundred miles', 'QUANTITY'), ('Roman', 'NORP')"
"IT is not alone by the rapidity, or extent of conquest, that we should estimate the greatness of Rome.","('Rome', 'GPE')"
"If such was the poverty of Laodicea, what must 
 have been the wealth of those cities, whose claim appeared
 preferable, and particularly of Pergamus, of Smyrna, and of
 Ephesus, who so long disputed with each other over the
 titular primacy of Asia. (83)","('Laodicea', 'GPE'), ('Pergamus', 'PERSON'), ('Smyrna', 'GPE'), ('Ephesus', 'GPE'), ('Asia', 'LOC'), ('83', 'CARDINAL')"
"If we
 carefully trace the distance from the wall of Antoninus to
 Rome, and from thence to Jerusalem, it will be found that
 the great chain of communication, from the north-west to the
 south-east point of the empire, was drawn out to the length
 of four thousand and eighty Roman miles. (85)","('Antoninus', 'GPE'), ('Rome', 'GPE'), ('Jerusalem', 'GPE'), ('four thousand and eighty Roman miles', 'QUANTITY'), ('85', 'CARDINAL')"
"If we turn our eyes towards the monarchies of Asia,
 we shall behold despotism in the centre, and weakness in the
 extremities; the collection of the revenue, or the
 administration of justice, enforced by the presence of an
 army - hostile barbarians established in the heart of the
 country, hereditary satraps usurping the dominion of the
 provinces, and subjects inclined to rebellion, though
 incapable of freedom.","('Asia', 'LOC')"
"If, on the contrary, we study the 
 growth of the Roman republic, we may discover, that,
 notwithstanding the incessant demands of wars and colonies,
 the citizens, who, in the first census of Servius Tullius,
 amounted to no more than eighty-three thousand, were
 multiplied, before the commencement of the social war, to
 the number of four hundred and sixty-three thousand men,
 able to bear arms in the service of their country. (23)","('Roman', 'NORP'), ('first', 'ORDINAL'), ('Servius Tullius', 'PERSON'), ('no more than eighty-three thousand', 'CARDINAL'), ('four hundred and sixty-three thousand', 'CARDINAL'), ('23', 'CARDINAL')"
"In Etruria, in Greece, (28) and in 
 Gaul, (29) it was the first care of the senate to dissolve 
 those dangerous confederacies, which taught mankind, that as
 the Roman arts prevailed by division, they might be resisted
 by union.","('Etruria', 'GPE'), ('Greece', 'GPE'), ('28', 'CARDINAL'), ('Gaul', 'PERSON'), ('29', 'CARDINAL'), ('first', 'ORDINAL'), ('Roman', 'NORP')"
"In the commonwealths of Athens and Rome, the modest
 simplicity of private houses announced the equal condition
 of freedom; whilst the sovereignty of the people was
 represented in the majestic edifices destined to the public
 use; (71) nor was this republican spirit totally extinguished 
 by the introduction of wealth and monarchy.","('Athens', 'GPE'), ('Rome', 'GPE'), ('71', 'CARDINAL'), ('republican', 'NORP')"
"In the more remote ages of
 antiquity, the world was unequally divided.","('the more remote ages of\r\n antiquity', 'DATE')"
"In the purest ages of the commonwealth, Cybele
 and Aesculapius had been invited by solemn embassies; (17) and 
 it was customary to tempt the protectors of besieged cities,
 by the promise of more distinguished honours than they
 possessed in their native country. (18)","('Cybele', 'PERSON'), ('Aesculapius', 'PERSON'), ('17', 'CARDINAL'), ('18', 'CARDINAL')"
"In the seventh summer after his passage of the Hellespont, Alexander erected the Macedonian trophies on the banks of the Hyphasis. (1) Within less than a century, the irresistible Zingis, and the Mogul princes of his race, spread their cruel devastations and transient empire from the sea of China to the confines of Egypt and Germany. (2)","('the seventh summer', 'DATE'), ('Hellespont', 'EVENT'), ('Alexander', 'PERSON'), ('Macedonian', 'NORP'), ('Hyphasis', 'ORG'), ('1', 'CARDINAL'), ('less than a century', 'DATE'), ('Zingis', 'PERSON'), ('Mogul', 'PERSON'), ('China', 'GPE'), ('Egypt', 'GPE'), ('Germany', 'GPE'), ('2', 'CARDINAL')"
"In their manners and internal policy, the colonies formed a perfect representation of their great parent; and as they were soon endeared to the natives by the ties of friendship and alliances they effectually diffused a reverence for the Roman name, and a desire, which was seldom disappointed, of sharing, in due time, its honours and advantages. (32)","('Roman', 'NORP'), ('32', 'CARDINAL')"
"In their pompous courts those princes
 united the elegance of Athens with the luxury of the East,
 and the example of the court was imitated, at an humble
 distance, by the higher ranks of their subjects.","('Athens', 'GPE'), ('East', 'LOC')"
"In this state of general security, the 
 leisure as well as opulence both of the prince and people
 were devoted to improve and to adorn the Roman empire.","('Roman', 'NORP')"
"It is a just though trite observation, that victorious Rome
 was herself subdued by the arts of Greece.","('Rome', 'GPE'), ('Greece', 'GPE')"
"It is natural to suppose that the greatest number, as well
 as the most considerable of the Roman edifices, were raised
 by the emperors who possessed so unbounded a command both of
 men and money.","('Roman', 'NORP')"
"It is not easy to conceive from what motives a spirit of
 persecution could introduce itself into the Roman councils.","('Roman', 'NORP')"
"It may not be unpleasing to
 collect a few scattered instances relative to that subject,
 without forgetting, however, that from the vanity of nations
 and the poverty of language, the vague appellation of city
 has been indifferently bestowed on Rome and upon Laurentum.","('Rome', 'GPE'), ('Laurentum', 'PERSON')"
"It was a
 complaint worthy of the gravity of the senate, that in the
 purchase of female ornaments, the wealth of the state was
 irrevocably given away to foreign and hostile nations. (106)","('106', 'CARDINAL')"
"It was by such institutions that the nations of the empire
 insensibly melted away into the Roman name and people.","('Roman', 'NORP')"
"It was diffused over the whole extent of their
 empire; the most northern tribes of Britons had acquired a
 taste for rhetoric; Homer as well as Virgil were transcribed
 and studied on the banks of the Rhine and Danube; and the
 most liberal rewards sought out the faintest glimmerings of
 literary merit. (110)","('Britons', 'NORP'), ('Homer', 'PERSON'), ('Virgil', 'PERSON'), ('Rhine', 'LOC'), ('Danube', 'LOC'), ('110', 'CARDINAL')"
"It was discovered, on a very melancholy occasion,
 that four hundred slaves were maintained in a single palace
 of Rome. (59)","('four hundred', 'CARDINAL'), ('Rome', 'GPE')"
"It was indifferent to them what shape the
 folly of the multitude might choose to assume; and they
 approached, with the same inward contempt, and the same
 external reverence, the altars of the Libyan, the Olympian,
 or the Capitoline Jupiter. (8)","('Libyan', 'NORP'), ('Olympian', 'NORP'), ('the Capitoline Jupiter', 'PRODUCT'), ('8', 'CARDINAL')"
"It was six hundred feet in
 length, built entirely of white marble, capable of admitting
 the whole body of the people, and finished in four years,
 whilst Herod was president of the Athenian games.","('six hundred feet', 'QUANTITY'), ('four years', 'DATE'), ('Herod', 'PERSON'), ('Athenian', 'NORP')"
"It was surrounded
 with a lofty portico, in the form of a quadrangle, into
 which four triumphal arches opened a noble and spacious
 entrance: in the centre arose a column of marble, whose
 height, of one hundred and ten feet, denoted the elevation
 of the hill that had been cut away.","('four', 'CARDINAL'), ('one hundred and ten feet', 'QUANTITY')"
"It was the duty of the Proconsul to supply their
 deficiencies, to direct their taste, and sometimes to
 moderate their emulation. (66)","('Proconsul', 'PRODUCT')"
"It would be
 almost impossible to enumerate all the articles, either of
 the animal or the vegetable reign, which were successively
 imported into Europe, from Asia and Egypt; (93) but it will not be unworthy of the dignity, and much less of the utility, of an historical work, slightly to touch on a few of the principal heads.","('Europe', 'LOC'), ('Asia', 'LOC'), ('Egypt', 'GPE'), ('93', 'CARDINAL')"
"Italy claimed the birth, or
 at least the residence, of the emperors and the senate. (26)","('Italy', 'GPE'), ('26', 'CARDINAL')"
"Laodicea 
 collected a very considerable revenue from its flocks of
 sheep, celebrated for the fineness of their wool, and had
 received, a little before the contest, a legacy of above
 four hundred thousand pounds by the testament of a generous
 citizen. (82)","('Laodicea', 'ORG'), ('above\r\n four hundred thousand pounds', 'QUANTITY')"
"Many were the 
 cities of Gaul, Marseilles, Aries, Nismes, Narbonne,
 Thoulouse, Bourdeaux, Autun, Vienna, Lyons, Langres, and
 Treves, whose ancient condition might sustain an equal, and
 perhaps advantageous comparison with their present state.","('Gaul', 'GPE'), ('Marseilles', 'GPE'), ('Aries', 'GPE'), ('Nismes', 'GPE'), ('Narbonne', 'GPE'), ('Thoulouse', 'GPE'), ('Bourdeaux', 'GPE'), ('Autun', 'GPE'), ('Vienna', 'GPE'), ('Lyons', 'GPE'), ('Langres', 'NORP'), ('Treves', 'NORP')"
"Many will be of opinion that Atticus 
 literally obeyed the emperor's last instructions; since he
 expended the greatest part of his fortune, which was much
 increased by an advantageous marriage, in the service of the
 Public.","('Atticus', 'PERSON'), ('Public', 'ORG')"
"Most of the Roman monuments for public use; temples, theatres aqueducts etc.","('Roman', 'NORP')"
"Mountains were perforated, and bold arches thrown over the
 broadest and most rapid streams. (86)","('86', 'CARDINAL')"
"Nor was the 
 influence of the Grecian language and sentiments confined to
 the narrow limits of that once celebrated country.","('Grecian', 'NORP')"
"Nor was the  Navigation  communication of the Roman empire less free and open by sea
 than it was by land.","('Roman', 'NORP')"
"Nor was the liberality of that illustrious
 citizen confined to the walls of Athens.","('Athens', 'GPE')"
"Notwithstanding the fashionable irreligion which prevailed
 in the age of the Antonines, both the interests of the
 priests and the credulity of the people were sufficiently
 respected.","('Antonines', 'PERSON')"
"Notwithstanding the repairs bestowed
 on that ancient edifice by a king of Cappadocia, it was
 again fallen to decay.","('Cappadocia', 'GPE')"
Of the Union and Internal Prosperity of the Roman Empire in the Age of the Antonines Principles of government.,"('Union', 'ORG'), ('the Roman Empire', 'GPE'), ('the Antonines Principles', 'LAW')"
"Of the four most celebrated schools, the Stoics and the Platonists endeavoured to reconcile the
 jarring interests of reason and piety.","('four', 'CARDINAL'), ('Stoics', 'PERSON'), ('Platonists', 'NORP')"
Populousness of the Roman empire.,"('Roman', 'NORP')"
Roman Roads.,"('Roman Roads', 'LOC')"
Roman monuments.,"('Roman', 'NORP')"
"Rome gradually became 
 the common temple of her subjects and the freedom of the
 city was bestowed on all the gods of mankind.","('Rome', 'GPE')"
"Rome, the capital of a great monarchy, was incessantly
 filled with subjects and strangers from every part of the
 world, (13) who all introduced and enjoyed the favourite 
 superstitions of their native country.","('Rome', 'GPE'), ('13', 'CARDINAL')"
"Scarcely had
 the proud structure of the Coliseum been dedicated at Rome,
 before the edifices of a smaller scale indeed, but of the
 same design and materials, were erected for the use and at
 the expense, of the cities of Capua and Verona. (65)","('Coliseum', 'FAC'), ('Rome', 'GPE'), ('Capua', 'GPE'), ('Verona', 'GPE'), ('65', 'CARDINAL')"
"So sensible were the Romans of the influence of language
 over national manners, that it was their most serious care
 to extend, with the progress of their arms, the use of the
 Latin tongue. (37)","('Romans', 'NORP'), ('Latin', 'NORP'), ('37', 'CARDINAL')"
"Still preserving
 the prejudices after they had lost the virtues of their
 ancestors, they affected to despise the unpolished manners
 of the Roman conquerors, whilst they were compelled to
 respect their superior wisdom and power. (41)","('Roman', 'NORP')"
"Such was
 the general division of the Roman empire into the Latin and
 Greek languages.","('Roman', 'NORP'), ('Latin', 'LANGUAGE'), ('Greek', 'LANGUAGE')"
"Such was the solid 
 construction of the Roman highways, whose firmness has not
 entirely yielded to the effort of fifteen centuries.","('Roman', 'NORP'), ('fifteen centuries', 'DATE')"
"The
 coasts of Italy are, in general, destitute of safe harbours;
 but human industry had corrected the deficiencies of nature;
 and the artificial port of Ostia, in particular, situate at
 the mouth of the Tyber, and formed by the emperor Claudius,
 was a useful monument of Roman greatness. (91)","('Italy', 'GPE'), ('Ostia', 'GPE'), ('Tyber', 'NORP'), ('Claudius', 'PERSON'), ('Roman', 'NORP'), ('91', 'CARDINAL')"
"The
 deities of a thousand groves and a thousand streams
 possessed, in peace, their local and respective influence;
 nor could the Roman who deprecated the wrath of the Tiber,
 deride the Egyptian who presented his offering to the
 beneficent genius of the Nile.","('a thousand', 'CARDINAL'), ('a thousand', 'CARDINAL'), ('Roman', 'NORP'), ('Tiber', 'PERSON'), ('Egyptian', 'NORP'), ('Nile', 'LOC')"
"The
 exiles returned, the proselytes multiplied, the temples were
 restored with increasing splendour, and Isis and Serapis at
 length assumed their place among the Roman deities.","('Isis', 'PERSON'), ('Serapis', 'PERSON'), ('Roman', 'NORP')"
"The
 forests of Scythia afforded some valuable furs.","('Scythia', 'GPE')"
"The
 golden palace of Nero excited a just indignation, but the
 vast extent of ground which had been usurped by his selfish
 luxury, was more nobly filled under the succeeding reigns by
 the Coliseum, the baths of Titus, the Claudian portico, and
 the temples dedicated to the goddess of Peace, and to the
 genius of Rome. (72)","('Nero', 'PERSON'), ('Coliseum', 'FAC'), ('Titus', 'PERSON'), ('Claudian', 'NORP'), ('Peace', 'LOC'), ('Rome', 'GPE'), ('72', 'CARDINAL')"
"The
 labour and risk of the voyage was rewarded with almost
 incredible profit; but the profit was made upon Roman
 subjects, and a few individuals were enriched at the expense
 of the Public.","('Roman', 'NORP'), ('Public', 'ORG')"
"The
 patriot family of the Catos emerged from Tusculum; and the
 little town of Arpinum claimed the double honour of
 producing Marius and Cicero, the former of whom deserved,
 after Romulus and Camillus, to be styled the Third Founder
 of Rome; and the latter, after saving his country from the
 designs of Catiline, enabled her to contend with Athens for
 the palm of eloquence. (27)","('Catos', 'PERSON'), ('Tusculum', 'GPE'), ('Arpinum', 'GPE'), ('Marius', 'PERSON'), ('Cicero', 'PERSON'), ('Romulus', 'PERSON'), ('Camillus', 'PERSON'), ('Third', 'ORDINAL'), ('Rome', 'GPE'), ('Catiline', 'WORK_OF_ART'), ('Athens', 'GPE')"
"The
 spirit of improvement had passed the Alps, and been felt
 even in the woods of Britain, which were gradually cleared
 away to open a free space for convenient and elegant
 habitations.","('Alps', 'LOC'), ('Britain', 'GPE')"
"The 
 cultivation of Flax was transported from Egypt to Gaul, and flax enriched the whole country, however it might impoverish the  particular lands on which it was sown. (99) 3. The use of artificial grasses artificial grasses became familiar to the farmers both of Italy and the provinces, particularly the Lucerne, which derived its name and origin from Media. (100)","('Egypt', 'GPE'), ('Gaul', 'GPE'), ('99', 'CARDINAL'), ('3', 'CARDINAL'), ('Italy', 'GPE'), ('Lucerne', 'ORG'), ('100', 'CARDINAL')"
"The 
 inscription of the stupendous bridge of Alcantara attests
 that it was thrown over the Tagus by the contribution of a
 few Lusitanian communities.","('Alcantara', 'PERSON'), ('Tagus', 'PRODUCT'), ('Lusitanian', 'NORP')"
"The  municipal cities insensibly equalled the rank and splendour of the colonies; and in the reign of Hadrian, it was disputed which was the preferable condition, of those
 societies which had issued from, or those which had been received into the bosom of Rome. (33)","('Hadrian', 'PERSON'), ('Rome', 'GPE')"
The Asia.,"('Asia', 'LOC')"
"The Egyptian superstition, of all the most
 contemptible and abject, was frequently prohibited; the
 temples of Serapis and Isis demolished and their worshippers
 banished from Rome and Italy. (15)","('Egyptian', 'NORP'), ('Serapis', 'NORP'), ('Rome', 'GPE'), ('Italy', 'GPE'), ('15', 'CARDINAL')"
"The Greek, the
 Roman, and the Barbarian, as they met before their
 respective altars, easily persuaded themselves, that under
 various names, and with various ceremonies, they adored the
 same deities.","('Greek', 'NORP'), ('Roman', 'NORP'), ('Barbarian', 'NORP')"
"The Odeum, designed by Pericles for musical performances,
 and the rehearsal of new tragedies, had been a trophy of the
 victory of the arts over Barbaric greatness, as the timbers
 employed in the construction consisted chiefly of the masts
 of the Persian vessels.","('Odeum', 'PRODUCT'), ('Pericles', 'PERSON'), ('Barbaric', 'GPE'), ('Persian', 'NORP')"
"The Olive in the western world, The olive, followed the progress of peace, of which it was considered as the symbol.","('The Olive', 'PERSON')"
"The Samnites and the Lucanians
 paid the severe penalty of their rashness; but the rest of
 the Italian states, as they successively returned to their
 duty, were admitted into the bosom of the republic, (24) and 
 soon contributed to the ruin of public freedom.","('Samnites', 'PERSON'), ('Lucanians', 'NORP'), ('Italian', 'NORP'), ('24', 'CARDINAL')"
"The ablest preceptors of Greece and Asia had been invited by
 liberal rewards to direct the education of young Herod.","('Greece', 'GPE'), ('Asia', 'LOC'), ('Herod', 'PERSON')"
"The ancient dialects of Italy, the Sabine, 
 the Etruscan, and the Venetian, sunk into oblivion; but in
 the provinces, the east was less docile than the west, to
 the voice of its victorious preceptors.","('Italy', 'GPE'), ('Sabine', 'LOC'), ('Etruscan', 'NORP'), ('Venetian', 'NORP')"
