Sentence,Entities
(11),"('11', 'CARDINAL')"
(110),"('110', 'CARDINAL')"
(111),"('111', 'CARDINAL')"
(112),"('112', 'CARDINAL')"
(113) Re-union of the empire.,"('113', 'CARDINAL')"
(15),"('15', 'CARDINAL')"
(17),"('17', 'CARDINAL')"
(18),"('18', 'CARDINAL')"
(19),"('19', 'CARDINAL')"
(3),"('3', 'CARDINAL')"
(31),"('31', 'CARDINAL')"
(4),"('4', 'CARDINAL')"
(43),"('43', 'CARDINAL')"
(45),"('45', 'CARDINAL')"
(53),"('53', 'CARDINAL')"
"(7)
Ambition of Galerius disappointed by two revolutions 
 But, within less than eighteen months, two unexpected
 revolutions overturned the ambitious schemes of Galerius.","('Galerius', 'PERSON'), ('two', 'CARDINAL'), ('less than eighteen months', 'DATE'), ('two', 'CARDINAL'), ('Galerius', 'ORG')"
"1. The horrid practice, so familiar to the
 ancients, of exposing or murdering their newborn infants,
 was becoming every day more frequent in the provinces, and
 especially in Italy.","('1', 'CARDINAL'), ('Italy', 'GPE')"
31st March,"('31st March', 'DATE')"
"A
 general act of oblivion quieted the minds and settled the
 property of the people both in Italy and in Africa. (72)","('Italy', 'GPE'), ('Africa', 'LOC')"
"A
 large body of Moors deserted to the enemy, allured by the
 promise of a large donative ; and, if it be true that they
 had been levied by Maximian in his African war, preferring
 the natural feelings of gratitude to the artificial ties of
 allegiance.","('Moors', 'NORP'), ('Maximian', 'NORP'), ('his African war', 'EVENT')"
"A considerable
 part of his victorious army was transported over the
 Bosphorus in small vessels, and the decisive engagement was
 fought soon after their landing on the heights of
 Chrysopolis, or, as it is now called, of Scutari.","('Bosphorus', 'LOC'), ('Chrysopolis', 'GPE'), ('Scutari', 'PERSON')"
"A contemporary writer assigns two other
 causes for the failure of the expedition; but they are both
 of such a nature that a cautious historian will scarcely
 venture to adopt them.","('two', 'CARDINAL')"
"A formidable army of sycophants
 and delators invaded Africa; the rich and the noble were
 easily convicted of a connection with the rebels, and those
 among them who experienced the emperor's clemency were only
 punished by the confiscation of their estates.","('Africa', 'LOC')"
"A secret but irrevocable
 sentence of death was pronounced against the usurper he
 obtained only the same favour which he had indulged to
 Severus, and it was published to the world that, oppressed
 by the remorse of his repeated crimes, he strangled himself
 with his own hands.","('Severus', 'PERSON')"
"A very minute survey
 appears to have been taken of their real estates; and,
 wherever there was the slightest suspicion of concealment,
 torture was very freely employed to obtain a sincere
 declaration of their personal wealth.  (21)","('very minute', 'TIME')"
"A.D. 274
 I.","('A.D. 274', 'DATE')"
"A.D. 306 28th October  
 Maxentius was the son of the emperor Maximian, and he had
 married the daughter of Galerius.","('A.D. 306 28th', 'DATE'), ('Maxentius', 'PERSON'), ('Maximian', 'PERSON'), ('Galerius', 'PERSON')"
A.D. 306 July 25.,"('A.D. 306', 'DATE'), ('July 25', 'DATE')"
A.D. 306-312,"('A.D. 306-312', 'DATE')"
A.D. 307.,"('307', 'CARDINAL')"
A.D. 308six emperors.,"('A.D. 308six', 'DATE')"
A.D. 310.,"('310', 'CARDINAL')"
A.D. 311.,"('311', 'CARDINAL')"
A.D. 312.,"('312', 'CARDINAL')"
"A.D. 313
Maximin had
 been the secret ally of Maxentius, and, without being
 discouraged by his fate, he resolved to try the fortune of a
 civil war.","('A.D. 313', 'DATE'), ('Maximin', 'PERSON'), ('Maxentius', 'PERSON')"
A.D. 313.,"('313', 'CARDINAL')"
A.D. 314,"('A.D. 314', 'DATE')"
A.D. 315. 8th Oct,"('A.D. 315', 'DATE'), ('8th Oct', 'DATE')"
A.D. 322,"('A.D. 322', 'DATE')"
A.D. 323,"('A.D. 323', 'DATE')"
A.D. 323.,"('323', 'CARDINAL')"
A.D. 324,"('A.D. 324', 'DATE')"
"About
 forty miles from thence a more severe contest awaited him.","('About\r\n forty miles', 'QUANTITY')"
"About that time the avarice of Galerius, or perhaps
 the exigencies of the state, had induced him to make a very
 strict and rigorous inquisition into the property of his
 subjects for the purpose of a general taxation, both on
 their lands and on their persons.","('Galerius', 'PERSON')"
"According to the forms of 
 the constitution, Severus acknowledged the supremacy of the
 western emperor; but he was absolutely devoted to the
 commands of his benefactor Galerius, who, reserving to
 himself the intermediate countries from the confines of
 Italy to those of Syria, firmly established his power over
 three-fourths of the monarchy.","('Severus', 'PERSON'), ('Galerius', 'PERSON'), ('Italy', 'GPE'), ('Syria', 'GPE'), ('over\r\n three-fourths', 'CARDINAL')"
"According to the system of
 government instituted by Diocletian, Italy, and perhaps
 Africa, were designed for his department in the empire.","('Diocletian', 'PERSON'), ('Italy', 'GPE'), ('Africa', 'LOC')"
"After a fruitless
 negotiation, in which the two princes attempted to seduce
 the fidelity of each other's adherents, they had recourse to
 arms.","('two', 'CARDINAL')"
"After a signal victory over the Franks
 and Alemanni, several of their princes were exposed by his
 order to the wild beasts in the amphitheatre of Treves, and
 the people seem to have enjoyed the spectacle, without
 discovering, in such a treatment of royal captives, anything
 that was repugnant to the laws of nations or of humanity. (41)
Tyranny of Maxentius in Italy and Africa.","('Franks', 'PERSON'), ('Alemanni', 'PERSON'), ('Treves', 'LOC'), ('Maxentius', 'GPE'), ('Italy', 'GPE'), ('Africa', 'LOC')"
"After he had lost the assistance, and
 disdained the moderate counsels, of Diocletian, the second
 period of his active life was a series of public calamities
 and personal mortifications, which were terminated, in about
 three years, by an ignominious death.","('Diocletian', 'PERSON'), ('second', 'ORDINAL'), ('about\r\n three years', 'DATE')"
"After the death of Galerius, her ample
 possessions provoked the avarice, and her personal
 attractions excited the desires, of his successor, Maximin.
  (81)","('Galerius', 'PERSON'), ('Maximin', 'PERSON')"
"After the death of Maximian, his titles 
 according to the established custom, had been erased, and
 his statues thrown down with ignominy.","('Maximian', 'PERSON')"
"After the defeat of Maxentius the victorious emperor passed
 no more than two or three months in Rome, which he visited
 twice during the remainder of his life to celebrate the
 solemn festivals of the tenth and of the twentieth years of
 his reign.","('Maxentius', 'PERSON'), ('two', 'CARDINAL'), ('three months', 'DATE'), ('Rome', 'GPE'), ('the tenth and of the twentieth years', 'DATE')"
"Among so many crimes and misfortunes, occasioned by the
 passions of the Roman princes, there is some pleasure in
 discovering a single action which may be ascribed to their
 virtue.","('Roman', 'NORP')"
"An hundred
 and thirty of these were furnished by Egypt and the adjacent
 coast of Africa.","('An hundred\r\n and thirty', 'CARDINAL'), ('Egypt', 'GPE'), ('Africa', 'LOC')"
"An hundred and ten sailed from the ports of
 Phoenicia and the isle of Cyprus; and the maritime countries
 of Bithynia, Ionia, and Caria were likewise obliged to
 provide an hundred and ten galleys.","('An hundred and ten', 'CARDINAL'), ('Phoenicia', 'GPE'), ('Cyprus', 'GPE'), ('Bithynia', 'GPE'), ('Ionia', 'GPE'), ('Caria', 'GPE'), ('an hundred and ten', 'CARDINAL')"
"An hundred and thirty vessels were
 destroyed, five thousand men were slain, and Amandus, the
 admiral of the Asiatic fleet, escaped with the utmost
 difficulty to the shores of Chalcedon.","('An hundred and thirty', 'CARDINAL'), ('five thousand', 'CARDINAL'), ('Amandus', 'PERSON'), ('Asiatic', 'NORP'), ('Chalcedon', 'GPE')"
