Sentence,Entities
(118),"('118', 'CARDINAL')"
"(13) 
 For the truth of this prodigy he appeals to the public
 monuments of the city; and censures, with some acrimony, the
 sickly and affected taste of those men who impertinently
 derided the sacred traditions of their ancestors.(14)
The allegories","('13', 'CARDINAL')"
"(15) The 
 philosophers of the Platonic school,(16) Plotinus, Porphyry, 
 and the divine Iamblichus, were admired as the most skilful
 masters of this allegorical science, which laboured to
 soften and harmonise the deformed features of Paganism.","('Platonic', 'NORP'), ('16', 'CARDINAL'), ('Plotinus', 'WORK_OF_ART'), ('Porphyry', 'PERSON'), ('Iamblichus', 'PERSON'), ('Paganism', 'NORP')"
(17),"('17', 'CARDINAL')"
(3),"('3', 'CARDINAL')"
"A
 magnificent church was erected over his remains; a portion
 of the sacred lands was usurped for the maintenance of the
 clergy, and for the burial of the Christians of Antioch, who
 were ambitious of lying at the feet of their bishop; and the
 priests of Apollo retired, with their affrighted and
 indignant votaries.","('Christians', 'NORP'), ('Antioch', 'GPE'), ('Apollo', 'ORG')"
"A
 more accurate view of the character and conduct of Julian
 will remove this favourable prepossession for a prince who
 did not escape the general contagion of the times.","('Julian', 'PERSON')"
"A
 thousand streams of the purest water, issuing from every
 hill, preserved the verdure of the earth and the temperature
 of the air; the senses were gratified with harmonious sounds
 and aromatic odours; and the peaceful grove was consecrated
 to health and joy, to luxury and love.","('A\r\n thousand', 'CARDINAL')"
"A 
 magnificent temple rose in honour of the god of light; and
 his colossal figure (105) almost filled the capacious 
 sanctuary, which was enriched with gold and gems, and
 adorned by the skill of the Grecian artists.","('105', 'CARDINAL'), ('Grecian', 'NORP')"
"A devout and sincere
 attachment for the gods of Athens and Rome constituted the
 ruling passion of Julian; (1) the powers of an enlightened understanding were betrayed and corrupted by the influence of superstitious prejudice; and the phantoms which existed
 only in the mind of the emperor had a real and pernicious
 effect on the government of the empire.","('Athens', 'GPE'), ('Rome', 'GPE'), ('Julian', 'PERSON'), ('1', 'CARDINAL')"
"A just and severe censure has been inflicted on the law
 which prohibited the Christians from teaching the arts of
 grammar and rhetoric. (89)","('Christians', 'NORP')"
"A magnificent church was erected on that
 mystic ground by the first Christian emperor, and the
 effects of his pious munificence were extended to every spot
 which had been consecrated by the footsteps of patriarchs,
 of prophets, and of the Son of God.(62)
Pilgrimages","('first', 'ORDINAL'), ('Christian', 'NORP'), ('the Son of God', 'PERSON'), ('62', 'CARDINAL')"
"A stream of prophecy, which
 rivalled the truth and reputation of the Delphic oracle,
 flowed from the  Castalian fountain of Daphne.(106)","('Delphic', 'NORP'), ('Castalian', 'NORP'), ('Daphne', 'GPE'), ('106', 'CARDINAL')"
"A.D. 361, November 30.","('A.D. 361', 'DATE'), ('November 30', 'DATE')"
"About the same time that Julian was informed of the tumult
 of Alexandria he received intelligence from Edessa that the
 proud and wealthy faction of the Arians had insulted the
 weakness of the Valentinians, and committed such disorders
 as ought not to be suffered with impunity in a
 well-regulated state.","('Julian', 'PERSON'), ('Alexandria', 'GPE'), ('Edessa', 'PERSON'), ('Arians', 'NORP'), ('Valentinians', 'NORP')"
"According to a principle pregnant with mischief 
 and oppression, the emperor transferred to the pontiffs of
 his own religion the management of the liberal allowances
 from the public revenue which had been granted to the church
 by the piety of Constantine and his sons.","('Constantine', 'PERSON')"
"Actuated by these
 motives, and apprehensive of disturbing the repose of an
 unsettled reign, Julian surprised the world by an edict
 which was not unworthy of a statesman or a philosopher.","('Julian', 'PERSON')"
"After
 the final destruction of the temple by the arms of Titus and
 Hadrian, a ploughshare was drawn over the consecrated
 ground, as a sign of perpetual interdiction.","('Titus', 'PERSON'), ('Hadrian', 'PERSON')"
"After 
 the ground was cleared, the restitution of those stately
 structures which had been levelled with the dust, and of the
 precious ornaments which had been converted to Christian
 uses, swelled into a very large account of damages and debt.","('Christian', 'NORP')"
