Sentence,Entities
"(11) Seville and Carthagena became 
 the reward, or rather the prey, of the ferocious conquerors;
 and the vessels which they found in the harbour of
 Carthagena might easily transport them to the isles of
 Majorca and Minorca, where the Spanish fugitives, as in a
 secure recess, had vainly concealed their families and their
 fortunes.","('Seville', 'GPE'), ('Carthagena', 'GPE'), ('Carthagena', 'GPE'), ('Majorca', 'LOC'), ('Minorca', 'LOC'), ('Spanish', 'NORP')"
(31),"('31', 'CARDINAL')"
"A
 female attendant, transported in the same ship, and sold in
 the same family, still continued to respect a mistress whom
 fortune had reduced to the common level of servitude; and
 the daughter of Eudaemon received from her grateful
 affection the domestic services which she had once required
 from her obedience.","('Eudaemon', 'PERSON')"
"A
 shepherd, whom the popular credulity transformed into an
 angel, guided the Eastern cavalry, by a secret, and, it was
 thought, an impassable road, through the morasses of the Po:
 the gates of Ravenna, after a short struggle, were thrown
 open; and the defenceless tyrant was delivered to the mercy,
 or rather to the cruelty, of the conquerors.","('Eastern', 'NORP'), ('Po', 'PERSON'), ('Ravenna', 'GPE')"
"A peasant, who
 complained of the criminal intimacy between his wife and a
 Gothic soldier, was directed to attend his tribunal the
 following day: in the evening the count, who had diligently
 informed himself of the time and place of the assignation,
 mounted his horse, rode ten miles into the country,
 surprised the guilty couple, punished the soldier with
 instant death, and silenced the complaints of the husband,
 by presenting him, the next morning, with the head of the
 adulterer.","('Gothic', 'NORP'), ('the\r\n following day', 'DATE'), ('ten miles', 'QUANTITY'), ('the next morning', 'TIME')"
"A regular scale of fines, from ten to two
 hundred pounds of silver, was curiously ascertained,
 according to the distinctions of rank and fortune, to punish
 the crime of assisting at a schismatic conventicle; and if
 the fine had been levied five times without subduing the
 obstinacy of the offender, his future punishment was
 referred to the discretion of the Imperial court.(18) By 
 these severities, which obtained the warmest approbation of
 St. Augustin,(19) great numbers of Donatists were reconciled 
 to the Catholic church; but the fanatics who still
 persevered in their opposition were provoked to madness and
 despair; the distracted country was filled with tumult and
 bloodshed; the armed troops of Circumcellions alternately
 pointed their rage against themselves or against their
 adversaries; and the calendar of martyrs received on both
 sides a considerable augmentation. (20)","('ten to two\r\n hundred pounds', 'QUANTITY'), ('five', 'CARDINAL'), ('Imperial', 'ORG'), ('18', 'CARDINAL'), ('St. Augustin', 'GPE'), ('19', 'CARDINAL'), ('Donatists', 'NORP'), ('Catholic', 'NORP'), ('Circumcellions', 'NORP'), ('20', 'CARDINAL')"
"A regular subordination of
 civil honours gradually ascended from the procurators of the
 streets and quarters of the city to the tribunal of the
 supreme magistrate, who, with the title of proconsul,
 represented the state and dignity of a consul of ancient
 Rome.","('Rome', 'GPE')"
"A simple reflection will impress every
 thinking mind with the clearest idea of fertility and
 cultivation: the country was extremely populous; the
 inhabitants reserved a liberal subsistence for their own
 use; and the annual exportation, particularly of wheat, was
 so regular and plentiful, that Africa deserved the name of
 the common granary of Rome and of mankind.","('Africa', 'LOC'), ('Rome', 'GPE')"
"A temperate
 inquiry into the real motives of Boniface would have
 restored a faithful servant to his duty and to the republic;
 but the arts of Aetius still continued to betray and to
 inflame, and the count was urged by persecution to embrace
 the most desperate counsels.","('Boniface', 'PERSON'), ('Aetius', 'ORG')"
"According to the judgment of the most impartial critics, 
 the superficial learning of Augustin was confined to the
 Latin language;(28) and his style, though sometimes animated 
 by the eloquence of passion, is usually clouded by false and
 affected rhetoric.","('Augustin', 'PERSON'), ('Latin', 'LANGUAGE'), ('28', 'CARDINAL')"
Aetius and Boniface.—,"('Aetius', 'ORG'), ('Boniface', 'PERSON')"
"After a
 slumber, as they thought of a few hours, they were pressed
 by the calls of hunger; and resolved that Jamblichus, one of
 their number, should secretly return to the city to purchase
 bread for the use of his companions.","('a few hours', 'TIME'), ('Jamblichus', 'PERSON'), ('one', 'CARDINAL')"
"After her
 return from Spain to Italy, Placidia experienced a new
 persecution in the bosom of her family.","('Spain', 'GPE'), ('Italy', 'GPE'), ('Placidia', 'PERSON')"
"After some hesitation,
 the last struggles of prudence and loyalty, Boniface
 despatched a trusty friend to the court, or rather to the
 camp, of Gonderic, king of the Vandals, with the proposal of
 a strict alliance, and the offer of an advantageous and
 perpetual settlement.","('Boniface', 'PERSON'), ('Gonderic', 'PERSON'), ('Vandals', 'NORP')"
"After the loss of a battle he retired to Hippo Regius, where
 he was immediately besieged by an enemy who considered him
 as the real bulwark of Africa.","('Hippo Regius', 'PERSON'), ('Africa', 'LOC')"
"Almost in the moment of his departure he was informed that Hermanric, king of the Suevi, had presumed to ravage the Spanish territories which he was resolved to abandon.","('Hermanric', 'PERSON'), ('Suevi', 'PERSON'), ('Spanish', 'NORP')"
"Amidst the decay of
 military spirit, her armies were commanded by two generals, Her two generals Aetius (8) and Boniface, (9) who may be deservedly named as the last of the Romans.","('two', 'CARDINAL'), ('two', 'CARDINAL'), ('Aetius', 'PERSON'), ('8', 'CARDINAL'), ('Boniface', 'PERSON'), ('9', 'CARDINAL'), ('Romans', 'NORP')"
