Sentence,Entities
(3),"('3', 'CARDINAL')"
"(31)
Character and elevation of Majorian, A.D. 457.","('31', 'CARDINAL'), ('457', 'CARDINAL')"
"(4) Whatever abilities Maximus might have 
 shown in a subordinate station, he was found incapable of
 administering an empire: and though he might easily have
 been informed of the naval preparations which were made on
 the opposite shores of Africa, he expected with supine
 indifference the approach of the enemy, without adopting any
 measures of defence, of negotiation, or of a timely retreat.","('Maximus', 'PERSON'), ('Africa', 'LOC')"
"(5)
Sack of Rome, A.D. 455, June15-29.","('Rome', 'GPE'), ('455', 'CARDINAL'), ('June15-29', 'DATE')"
"A brave and numerous army was attached to his standard and though he was prevented by
 the arts of Ricimer and the arms of the Visigoths from
 marching to the gates of Rome, he maintained his independent
 sovereignty beyond the Alps and rendered the name of
 Aegidius respectable both in peace and war.","('Ricimer', 'PERSON'), ('Visigoths', 'NORP'), ('Rome', 'GPE'), ('Alps', 'LOC'), ('Aegidius', 'PERSON')"
"A copious
 stream, issuing from the mountain, and falling headlong in
 many a loud and foaming cascade, discharged its waters into
 a lake about two miles in length, and the villa was
 pleasantly seated on the margin of the lake.","('about two miles', 'QUANTITY')"
"A decent respect was still
 observed for the Praefectorian rank; and on his arrival at
 Rome Arvandus was committed to the hospitality, rather than
 to the custody, of Flavius Asellus, the count of the sacred
 largesses, who resided in the Capitol. (98)","('Praefectorian', 'NORP'), ('Rome', 'GPE'), ('Arvandus', 'PERSON'), ('Flavius Asellus', 'PERSON'), ('Capitol', 'FAC')"
"A fleet of Vandals and Moors landed
 at the mouth of the Liris or Garigliano; but the Imperial
 troops surprised and attacked the disorderly barbarians, who
 were encumbered with the spoils of Campania, they were
 chased with slaughter to their ships, and their leader, the
 king's brother-in-law, was found in the number of the slain.
 (45)","('Vandals', 'PRODUCT'), ('Moors', 'PRODUCT'), ('Liris', 'PRODUCT'), ('Garigliano', 'PRODUCT'), ('Imperial', 'NORP'), ('Campania', 'GPE')"
"A patriot would have hesitated before he plunged himself and
 his country into those inevitable calamities which must
 follow the extinction of the royal house of Theodosius.","('Theodosius', 'PERSON')"
"A tradition that,
 in the same place, Romulus and Remus were suckled by the
 wolf, rendered it still more sacred and venerable in the
 eyes of the Romans; and this sylvan spot was gradually
 surrounded by the stately edifices of the Forum.(81) After 
 the conversion of the Imperial city, the Christians still
 continued, in the month of February, the annual celebration
 of the Lupercalia; to which they ascribed a secret and
 mysterious influence on the genial powers of the animal and
 vegetable world.","('Romulus', 'PERSON'), ('Remus', 'PERSON'), ('Romans', 'NORP'), ('Forum', 'ORG'), ('Imperial', 'NORP'), ('Christians', 'NORP'), ('the month of February', 'DATE'), ('Lupercalia', 'EVENT')"
