Sentence,Entities
(15),"('15', 'CARDINAL')"
(19),"('19', 'CARDINAL')"
"(3) Fifteen PONTIFFs exercised their supreme jurisdiction over all things and persons that were consecrated to the service of the gods; and the various
 questions which perpetually arose in a loose and traditionary system were submitted to the judgment of their holy tribunal.","('3', 'CARDINAL'), ('Fifteen', 'CARDINAL')"
"(4) Seven EPULOS prepared the table of the gods, conducted the solemn procession, and regulated the ceremonies of the annual festival.","('4', 'CARDINAL'), ('Seven', 'CARDINAL')"
"(51) After the fall of Serapis, some 
 hopes were still entertained by the Pagans that the Nile
 would refuse his annual supply to the pious masters of
 Egypt; and the extraordinary delay of the inundation seemed
 to announce the displeasure of the river-god.","('Serapis', 'PERSON'), ('Pagans', 'NORP'), ('Nile', 'LOC'), ('annual', 'DATE'), ('Egypt', 'GPE')"
1 Fabulous martyrs and relics.,"('1', 'CARDINAL')"
"1. The satisfactory experience that the relics of saints
 were more valuable than gold or precious stones (75) 
 stimulated the clergy to multiply the treasures of the
 church.","('1', 'CARDINAL'), ('75', 'CARDINAL')"
"2 Miracles
2.","('2', 'CARDINAL'), ('2', 'CARDINAL')"
3 Revival of polytheism.,"('3', 'CARDINAL')"
"3. The innumerable miracles, of which the tombs of the
 martyrs were the perpetual theatre, revealed to the pious
 believer the actual state and constitution of the invisible
 world; and his religious speculations appeared to be founded
 on the firm basis of fact and experience.","('3', 'CARDINAL')"
"4. As the objects of religion were gradually reduced to the
 standard of the imagination, the rites and ceremonies were
 introduced that seemed most powerfully to affect the senses
 of the vulgar.","('4', 'CARDINAL')"
"A special commission was granted to Cynegius,
 the Praetorian praefect of the East, and afterwards to the
 counts Jovius and Gaudentius, two officers of distinguished
 rank in the West, by which they were directed to shut the
 temples, to seize or destroy the instruments of idolatry, to
 abolish the privileges of the priests, and to confiscate the
 consecrated property for the benefit of the emperor, of the
 church, or of the army. (27)","('Cynegius', 'GPE'), ('Praetorian', 'NORP'), ('East', 'LOC'), ('Jovius', 'PERSON'), ('Gaudentius', 'PERSON'), ('two', 'CARDINAL'), ('West', 'LOC'), ('27', 'CARDINAL')"
"A venerable figure stood before him, in the
 silence of the night, with a long beard, a white robe, and a
 gold rod; announced himself by the name of Gamaliel; and
 revealed to the astonished presbyter, that his own corpse,
 with the bodies of his son Abibas, his friend Nicodemus, and
 the illustrious Stephen, the first martyr of the Christian
 faith, were secretly buried in the adjacent field.","('Gamaliel', 'PERSON'), ('Abibas', 'PERSON'), ('Nicodemus', 'PERSON'), ('Stephen', 'PERSON'), ('first', 'ORDINAL'), ('Christian', 'NORP')"
A.D. 384,"('A.D. 384', 'DATE')"
"After the edicts of Theodosius had 
 severely prohibited the sacrifices of the Pagans, they were
 still tolerated in the city and temple of Serapis; and this
 singular indulgence was imprudently ascribed to the
 superstitious terrors of the Christians themselves: as if
 they had feared to abolish those ancient rites which could
 alone secure the inundations of the Nile, the harvests of
 Egypt, and the subsistence of Constantinople.(42)","('Theodosius', 'GPE'), ('Pagans', 'NORP'), ('Serapis', 'GPE'), ('Christians', 'NORP'), ('Nile', 'LOC'), ('Egypt', 'GPE'), ('Constantinople', 'GPE'), ('42', 'CARDINAL')"
"Alexandria, which claimed his peculiar protection,
 gloried in the name of the city of Serapis.","('Alexandria', 'GPE'), ('Serapis', 'GPE')"
"An intrepid
 soldier, animated by zeal, and armed with a weighty
 battle-axe, ascended the ladder; and even the Christian
 multitude expected with some anxiety the event of the
 combat.(50)","('Christian', 'NORP'), ('50', 'CARDINAL')"
"And yet the
 bishop enumerates above seventy miracles, of which three
 were resurrections from the dead, in the space of two years,
 and within the limits of his own diocese.(80)","('seventy', 'CARDINAL'), ('three', 'CARDINAL'), ('two years', 'DATE')"
"Arguments like these, 
 when they were suggested by a favourite bishop, had power to
 prevent the restoration of the altar of Victory; but the
 same arguments fell with much more energy and effect from
 the mouth of a conqueror, and the gods of antiquity were
 dragged in triumph at the chariot-wheels of Theodosius.(18) 
 In a full meeting of the senate the emperor proposed,
 according to the forms of the republic, the important
 question, whether the worship of Jupiter or that of Christ
 should be the religion of the Romans?","('Theodosius', 'PERSON'), ('Jupiter', 'LOC'), ('Christ', 'PERSON'), ('Romans', 'NORP')"
"As soon as the doors of the church were thrown open, they
 must have been offended by the smoke of incense, the perfume
 of flowers, and the glare of lamps and tapers, which
 diffused, at noon-day, a gaudy, superfluous, and, in their
 opinion, a sacrilegious light.","('noon-day', 'DATE')"
"As the service of the altar was not incompatible
 with the command of armies, the Romans, after their
 consulships and triumphs, aspired to the place of pontiff or
 of augur; the seats of Cicero(5) and Pompey were filled, in 
 the fourth century, by the most illustrious members of the
 senate; and the dignity of their birth reflected additional
 splendour on their sacerdotal character.","('Romans', 'NORP'), ('Cicero', 'PERSON'), ('5', 'CARDINAL'), ('Pompey', 'PERSON'), ('the fourth century', 'DATE')"
"At that time (43) the archiepiscopal throne of Alexandria was 
 filled by Theophilus, (44) the perpetual enemy of peace and 
 virtue; a bold, bad man, whose hands were alternately
 polluted with gold and with blood.","('43', 'CARDINAL'), ('Alexandria', 'GPE'), ('Theophilus', 'PERSON'), ('44', 'CARDINAL')"
"Augustin solemnly declares that he has
 selected those miracles only which were publicly certified
 by the persons who were either the objects, or the
 spectators, of the power of the martyr.","('Augustin', 'PERSON')"
"But
 the vain hopes of the Pagans were soon annihilated by the
 defeat of Eugenius; and they were left exposed to the
 resentment of the conqueror, who laboured to deserve the
 favour of Heaven by the extirpation of idolatry.(60)
and finally extinguished, A.D. 390-420 etc","('Pagans', 'NORP'), ('Eugenius', 'PERSON')"
