Sentence,Entities
"(1) After a preamble filled with passion and  reproach, Constantine absolutely prohibits the assemblies of the heretics, and confiscates their public property to the use either of the revenue or of the Catholic church.","('Constantine', 'PERSON'), ('Catholic', 'NORP')"
(131),"('131', 'CARDINAL')"
(135),"('135', 'CARDINAL')"
(15),"('15', 'CARDINAL')"
(165),"('165', 'CARDINAL')"
(172),"('172', 'CARDINAL')"
(3),"('3', 'CARDINAL')"
(45),"('45', 'CARDINAL')"
"(5)
African Controversy, A.D. 312.","('312', 'CARDINAL')"
"1/.
 If they were asked whether the Son was like unto the Father,
 the question was resolutely answered in the negative by the
 heretics who adhered to the principles of Arius, or indeed
 to those of philosophy, which seem to establish an infinite
 difference between the Creator and the most excellent of his
 creatures.","('1', 'CARDINAL'), ('Son', 'PERSON'), ('Arius', 'PERSON')"
2/.,"('2', 'CARDINAL')"
"3/. The sect
 which asserted the doctrine of a similar substance was the
 most numerous, at least in the provinces of Asia; and when
 the leaders of both parties were assembled in the council of
 Seleucia, (70) their opinion would have prevailed by a majority of one hundred and five to forty-three bishops.","('3', 'CARDINAL'), ('Asia', 'LOC'), ('Seleucia', 'ORG'), ('70', 'CARDINAL'), ('one hundred and five', 'CARDINAL'), ('forty-three', 'CARDINAL')"
"A
 fourth part of the Donatist bishops followed the independent
 standard of the Maximianists.","('fourth', 'ORDINAL'), ('Donatist', 'ORG'), ('Maximianists', 'NORP')"
"A formulary of consent was transmitted by
 the messengers of state to the absent bishops: and all those
 who refused to submit their private opinion to the public
 and inspired wisdom of the councils of Arles and Milan were
 immediately banished by the emperor, who affected to execute
 the decrees of the catholic church.","('Arles', 'GPE'), ('Milan', 'GPE')"
"A large majority
 of the bishops of Asia appeared to support or favour his
 cause; and their measures were conducted by Eusebius of
 Caesarea, the most learned of the Christian prelates; and by
 Eusebius of Nicomedia, who had acquired the reputation of a
 statesman without forfeiting that of a saint.","('Asia', 'LOC'), ('Eusebius', 'PERSON'), ('Caesarea', 'GPE'), ('Christian', 'NORP'), ('Eusebius', 'PERSON'), ('Nicomedia', 'PERSON')"
"A letter was publicly read and ignominiously
 torn, in which their patron, Eusebius of Nicomedia,
 ingenuously confessed that the admission of the HOMOOUSION, or Consubstantial, a word already familiar to the Platonists, was incompatible with the principles of their
 theological system.","('Eusebius', 'PERSON'), ('Nicomedia', 'PERSON'), ('Consubstantial', 'WORK_OF_ART'), ('Platonists', 'NORP')"
"A metaphysical argument
 became the cause or pretence of political contests; the
 subtleties of the Platonic school were used as the badges of
 popular factions, and the distance which separated their
 respective tenets was enlarged or magnified by the acrimony
 of dispute.","('Platonic', 'NORP')"
"A modern writer, who, with a just confidence, has prefixed
 to his own history the honourable epithets of political and
 philosophical, (163) accuses the timid prudence of 
 Montesquieu, for neglecting to enumerate, among the causes
 of the decline of the empire, a law of Constantine, by which
 the exercise of the Pagan worship was absolutely suppressed,
 and a considerable part of his subjects was left destitute
 of priests, temples, and of any public religion.","('Montesquieu', 'GPE'), ('Constantine', 'PERSON'), ('Pagan', 'NORP')"
"A numerous colony of Jews had been invited, by the favour 
 of the Ptolemies, to settle in their new capital.(14) While 
 the bulk of the nation practised the legal ceremonies, and
 pursued the lucrative occupations of commerce, a few Hebrews
 of a more liberal spirit devoted their lives to religious
 and philosophical contemplation.","('Jews', 'NORP'), ('Ptolemies', 'NORP'), ('14', 'CARDINAL'), ('Hebrews', 'NORP')"
"A prophet, or apostle, inspired by
 the Deity, can alone exercise a lawful dominion over the
 faith of mankind: and the theology of Plato might have been
 for ever confounded with the philosophical visions of the
 Academy, the Porch, and the Lyccum, if the name and divine
 attributes of the Logos had not been confirmed by the
 celestial pen of the last and most sublime of the
 Evangelists. (20)","('Deity', 'PERSON'), ('Plato', 'PERSON'), ('the\r\n Academy, the Porch', 'WORK_OF_ART'), ('Lyccum', 'WORK_OF_ART'), ('Logos', 'ORG'), ('Evangelists', 'NORP'), ('20', 'CARDINAL')"
"A report
 that the ceremonies of Paganism were suppressed is formally
 contradicted by the emperor himself, who wisely assigns, as
 the principle of his moderation, the invincible force of
 habit, of prejudice, and of superstition.","('Paganism', 'NORP')"
"A secret chain of swift and trusty messengers
 informed him of the vicissitudes of the battle; and while
 the courtiers stood trembling round their affrighted master,
 Valens assured him that the Gallic legions gave way; and
 insinuated, with some presence of mind, that the glorious
 event had been revealed to him by an angel.","('Valens', 'PERSON'), ('Gallic', 'NORP')"
"A severe
 inquisition, which was taken by the praetorian vicar and the
 proconsul of Africa, the report of two episcopal visitors
 who had been sent to Carthage, the decrees of the councils
 of Rome and of Arles, and the supreme judgment of
 Constantine himself in his sacred consistories were all
 favourable to the cause of Caecilian; and he was unanimously
 acknowledged by the civil and ecclesiastical powers as the
 true and lawful primate of Africa.","('Africa', 'LOC'), ('two', 'CARDINAL'), ('Carthage', 'GPE'), ('Rome', 'GPE'), ('Arles', 'GPE'), ('Constantine', 'PERSON'), ('Caecilian', 'PERSON'), ('Africa', 'LOC')"
"A similar union of the Mosaic faith 
 and the Grecian philosophy distinguishes the works of Philo,
 which were composed, for the most part, under the reign of
 Augustus.(17)","('Mosaic', 'NORP'), ('Grecian', 'NORP'), ('Philo', 'PERSON'), ('Augustus', 'PERSON'), ('17', 'CARDINAL')"
"A vessel, which
 lay ready at the garden stairs, immediately hoisted sail,
 and, while the people were still ignorant of the meditated
 sacrilege, their bishop was already embarked on his voyage
 to Thessalonica.","('Thessalonica', 'GPE')"
A.D. 325,"('A.D. 325', 'DATE')"
"About fifty years
 afterwards, the Ebionites, whose errors are mentioned by
 Justin Martyr, with less severity than they seem to deserve,
 (25) formed a very inconsiderable portion of the Christian 
 name.","('About fifty years\r\n afterwards', 'DATE'), ('Ebionites', 'PERSON'), ('Justin Martyr', 'PERSON'), ('25', 'DATE'), ('Christian', 'NORP')"
"About four years after the supposed date of his bloody edict, Constantius visited the temples of Rome; and the decency of his behaviour is recommended by a Pagan orator as an example worthy of the imitation of succeeding princes.","('About four years', 'DATE'), ('Constantius', 'PERSON'), ('Rome', 'GPE'), ('Pagan', 'NORP')"
