Sentence,Entities
"""In the full confidence of valour and victory, I once aspired (said Adolphus) to change the face of the universe; to obliterate the name of Rome; to erect on its ruins the dominion of the Goths; and to acquire, like Augustus, the immortal fame of the founder of a new empire.","('Adolphus', 'PERSON'), ('Rome', 'GPE'), ('Goths', 'NORP'), ('Augustus', 'PERSON')"
"""The irruption of these nations was followed by the most dreadful calamities: as the barbarians exercised their indiscriminate cruelty on the fortunes of the Romans and the Spaniards, and ravaged with equal fury the cities and the open country.","('Romans', 'NORP'), ('Spaniards', 'NORP')"
"""The marbles of the Anician palace,""   were used as a proverbial expression of opulence and splendour;(23) but the nobles and senators of Rome aspired in due gradation to imitate that illustrious family.","('Anician', 'NORP'), ('23', 'CARDINAL'), ('Rome', 'GPE')"
(111),"('111', 'CARDINAL')"
(114),"('114', 'CARDINAL')"
(151),"('151', 'CARDINAL')"
(3),"('3', 'CARDINAL')"
(31),"('31', 'CARDINAL')"
(75),"('75', 'CARDINAL')"
"A
 solemn treaty was stipulated and observed: Placidia was
 honourably restored to her brother; six hundred thousand
 measures of wheat were delivered to the hungry Goths;(164) 
 and Wallia engaged to draw his sword in the service of the
 empire.","('Placidia', 'PERSON'), ('six hundred thousand', 'CARDINAL'), ('Goths', 'NORP'), ('164', 'CARDINAL'), ('Wallia', 'PERSON')"
"A bloody war was instantly excited among the
 barbarians of Spain; and the contending princes are said to
 have addressed their letters, their ambassadors, and their
 hostages, to the throne of the Western emperor, exhorting
 him to remain a tranquil spectator of their contest, the
 events of which must be favourable to the Romans by the
 mutual slaughter of their common enemies.(165)","('Spain', 'GPE'), ('Western', 'NORP'), ('Romans', 'NORP'), ('165', 'CARDINAL')"
"A considerable mass of treasure must 
 always have existed at Rome, either in the current coin of
 the empire, or in the form of gold and silver plate; and
 there were many sideboards in the time of Pliny which
 contained more solid silver than had been transported by
 Scipio from vanquished Carthage.(32)","('Rome', 'GPE'), ('Scipio', 'PERSON'), ('Carthage', 'GPE')"
"A dark suspicion
 was entertained that some desperate wretches fed on the
 bodies of their fellow-creatures whom they had secretly
 murdered; and even mothers (such was the horrid conflict of
 the two most powerful instincts implanted by nature in the
 human breast), even mothers are said to have tasted the
 flesh of their slaughtered infants!(76)Plague.","('two', 'CARDINAL'), ('76', 'CARDINAL')"
"A decent and respectful
 attention was paid to the restoration of the capital; the
 citizens were encouraged to rebuild the edifices which had
 been destroyed or damaged by hostile fire; and extraordinary
 supplies of corn were imported from the coast of Africa.","('Africa', 'LOC')"
"A fine of three, or even five, pounds of gold was
 imposed on the absent representatives, who seem to have
 declined this imaginary gift of a free constitution, as the
 last and most cruel insult of their oppressors.","('three', 'CARDINAL'), ('five, pounds', 'QUANTITY')"
"A master of that sublime science, who in a supper or assembly is placed below a magistrate, displays in his countenance the surprise and indignation which Cato might be supposed to feel when he was refused the praetorship by the votes of a capricious people.","('Cato', 'PERSON')"
"A more rational
 method of inquiry might not have been undeserving of the
 attention of the wisest princes, who could easily have
 resolved a question so important for the Roman government
 and so interesting to succeeding ages.","('Roman', 'NORP')"
