Sentence,Entities
"""Remember that Maurice is still alive,""  resounded from the opposite side; and the indiscreet clamour of the blues admonished and stimulated the cruelty of the tyrant.","('Maurice', 'PERSON')"
"""Wilt thou govern better?"" were the last words of the
 despair of Phocas.","('Wilt', 'PERSON'), ('Phocas', 'PERSON')"
(11),"('11', 'CARDINAL')"
(13),"('13', 'CARDINAL')"
(14),"('14', 'CARDINAL')"
(35),"('35', 'CARDINAL')"
(51),"('51', 'CARDINAL')"
(54),"('54', 'CARDINAL')"
(55),"('55', 'CARDINAL')"
(75),"('75', 'CARDINAL')"
"A
 general pardon might have diffused comfort and tranquillity
 through a country which had been shaken by the late
 revolutions; yet, before the sanguinary temper of Chosroes
 is blamed, we should learn whether the Persians had not been
 accustomed either to dread the rigour, or to despise the
 weakness, of their sovereign.","('Chosroes', 'PERSON'), ('Persians', 'NORP')"
"A Scythian chief, who commanded their right
 wing, suddenly turned the flank of the enemy, attacked their
 rear-guard in the presence of Chosroes, penetrated to the
 midst of the camp, pillaged the royal tent, profaned the
 eternal fire, loaded a train of camels with the spoils of
 Asia, cut his way through the Persian host, and returned
 with songs of victory to his friends, who had consumed the
 day in single combats, or ineffectual skirmishes.","('Scythian', 'NORP'), ('Chosroes', 'NORP'), ('Asia', 'LOC'), ('Persian', 'NORP'), ('the\r\n day', 'DATE')"
"A band of a thousand Romans, who continued to
 guard the person of Chosroes, proclaimed his confidence in
 the fidelity of the strangers; his growing strength enabled
 him to dismiss this unpopular aid, but he steadily professed
 the same gratitude and reverence to his adopted father; and
 till the death of Maurice, the peace and alliance of the two
 empires were faithfully maintained.","('a thousand', 'CARDINAL'), ('Romans', 'NORP'), ('Chosroes', 'PERSON'), ('Maurice', 'PERSON'), ('two', 'CARDINAL')"
"A daughter of Phocas, his only child, was given in marriage
 to the patrician Crispus, (52) and the royal images of the bride and bridegroom were indiscreetly placed in the circus,
 by the side of the emperor.","('Phocas', 'PERSON'), ('Crispus', 'PERSON'), ('52', 'DATE')"
"A faint rumour of their
 undertaking was conveyed to the ears of Phocas, and the wife
 and mother of the younger Heraclius were secured as the
 hostages of his faith: but the treacherous heart of Crispus
 extenuated the distant peril, the means of defence were
 neglected or delayed, and the tyrant supinely slept till the
 African navy cast anchor in the Hellespont.","('Phocas', 'PERSON'), ('Heraclius', 'PERSON'), ('Crispus', 'PERSON'), ('African', 'NORP'), ('Hellespont', 'PRODUCT')"
"A fanatic monk ran
 through the streets with a drawn sword, denouncing against
 him the wrath and the sentence of God; and a vile plebeian,
 who represented his countenance and apparel, was seated on
 an ass, and pursued by the imprecations of the multitude.
 (43)","('43', 'CARDINAL')"
