Sentence,Entities
(15),"('15', 'CARDINAL')"
(2),"('2', 'CARDINAL')"
(41),"('41', 'CARDINAL')"
(43),"('43', 'CARDINAL')"
(48),"('48', 'CARDINAL')"
(6),"('6', 'CARDINAL')"
"A considerable portion of his oriental spoils
 was consecrated to the gods of Rome; the Capitol, and every
 other temple, glittered with the offerings of his
 ostentatious piety; and the temple of the Sun alone received
 above fifteen thousand pounds of gold.","('Rome', 'GPE'), ('Capitol', 'FAC'), ('Sun', 'LOC'), ('fifteen thousand pounds', 'QUANTITY')"
"A conspiracy was formed by
 Heraclianus, the Praetorian praefect, by Marcian, a general
 of rank and reputation, and by Cecrops, who commanded a
 numerous body of Dalmatian guards.","('Heraclianus', 'PERSON'), ('Praetorian', 'NORP'), ('Marcian', 'PERSON'), ('Cecrops', 'PERSON'), ('Dalmatian', 'NORP')"
"A fertile territory, which the
 repetition of barbarous inroads had changed into a desert,
 was yielded to their industry, and a new province of Dacia
 still preserved the memory of Trajan's conquests.","('Dacia', 'GPE'), ('Trajan', 'PERSON')"
"A few days afterwards the
 emperor himself marched to the relief of Italy, at the head
 of a chosen body of auxiliaries (among whom were the
 hostages and cavalry of the Vandals), and of all the
 Praetorian guards who had served in the wars on the Danube.
  (33)
and are at last vanquished by Aurelian","('A few days', 'DATE'), ('Italy', 'GPE'), ('Vandals', 'NORP'), ('Praetorian', 'NORP'), ('Danube', 'LOC'), ('Aurelian', 'PERSON')"
"A hasty spirit of
 revenge urged the bloody prosecution, and it proved fatal to
 one of the nephews of the emperor.","('one', 'CARDINAL')"
"A large detachment, rising out of the
 secret and difficult passes of the mountains, which by his
 order they had occupied, suddenly assailed the rear of the
 victorious Goths.","('Goths', 'NORP')"
"A place possessed of such singular advantages,
 and situated at a convenient distance (68) between the Gulf of 
 Persia and the Mediterranean, was soon frequented by the
 caravans which conveyed to the nations of Europe a
 considerable part of the rich commodities of India.","('68', 'CARDINAL'), ('the Gulf of \r\n Persia', 'LOC'), ('Mediterranean', 'LOC'), ('Europe', 'LOC'), ('India', 'GPE')"
"A select body of the
 Gothic youth was received among the Imperial troops; the
 remainder was sold into servitude; and so considerable was
 the number of female captives that every soldier obtained as
 his share two or three women.","('Gothic', 'NORP'), ('Imperial', 'NORP'), ('two', 'CARDINAL'), ('three', 'CARDINAL')"
"A sense of interest
 attached these more settled barbarians to the alliance of
 Rome, and a permanent interest very frequently ripens into
 sincere and useful friendship.","('Rome', 'GPE')"
"A single  instance will serve to display the rigour, and even cruelty,
 of Aurelian.","('Aurelian', 'PERSON')"
"A spirit of discouragement and division arose in
 the fleet, and some of their chiefs sailed away towards the
 islands of Crete and Cyprus; but the main body, pursuing a
 more steady course, anchored at length near the foot of
 Mount Athos, and assaulted the city of Thessalonica, the
 wealthy capital of all the Macedonian provinces.","('Crete', 'LOC'), ('Cyprus', 'GPE'), ('Mount Athos', 'LOC'), ('Thessalonica', 'GPE'), ('Macedonian', 'NORP')"
"A vast circle of Roman
 posts, distributed with skill, supported with firmness, and
 gradually closing towards a common centre, forced the
 barbarians into the most inaccessible parts of Mount Haemus,
 where they found a safe refuge, but a very scanty
 subsistence.","('Roman', 'NORP'), ('Mount Haemus', 'LOC')"
"Advancing at the head of his legions, he accepted the
 submission of Ancyra, and was admitted into Tyana, after an
 obstinate siege, by the help of a perfidious citizen.","('Ancyra', 'PERSON'), ('Tyana', 'GPE')"
"After
 a short but glorious reign of two years, Claudius expired at
 Sirmium, amidst the tears and acclamations of his subjects.","('two years', 'DATE'), ('Claudius', 'PERSON'), ('Sirmium', 'ORG')"
"After a siege of seven months they stormed and
 plundered that unfortunate city, already wasted by famine.
  (52)","('seven months', 'DATE')"
"After a successful expedition against the Gothic plunderers
 of Asia, the Palmyrenian prince returned to the city of
 Emesian Syria.","('Gothic', 'NORP'), ('Asia', 'LOC'), ('Palmyrenian', 'NORP'), ('Emesian', 'GPE'), ('Syria', 'GPE')"
"After suppressing a
 competitor who had assumed the purple at Mentz, he refused
 to gratify his troops with the plunder of the rebellious
 city; and, in the seventh year of his reign, became the
 victim of their disappointed avarice.  (46)","('Mentz', 'PERSON'), ('the seventh year', 'DATE')"
"After the 
 defeat of Emesa, Zenobia found it impossible to collect a
 third army.","('Emesa', 'PERSON'), ('Zenobia', 'PERSON'), ('third', 'ORDINAL')"
"After the murder of so many
 valiant princes, it is somewhat remarkable that a female for
 a long time controlled the fierce legions of Gaul, and still
 more singular that she was the mother of the unfortunate
 Victorinus.","('Gaul', 'PERSON'), ('Victorinus', 'NORP')"
"An intercourse of commerce and language was
 gradually established between the opposite banks of the
 Danube; and, after Dacia became an independent state, it
 often proved the firmest barrier of the empire against the
 invasions of the savages of the North.","('Danube', 'LOC'), ('Dacia', 'GPE'), ('North', 'LOC')"
"Antioch was alarmed by his rapid
 approach and the helpless city of Palmyra felt the
 irresistible weight of his resentment.","('Antioch', 'GPE'), ('Palmyra', 'GPE')"
"Antioch was deserted on his 
 approach, till the emperor, by his salutary edicts, recalled
 the fugitives, and granted a general pardon to all who, from
 necessity rather than choice, had been engaged in the
 service of the Palmyrenian queen.","('Antioch', 'GPE'), ('Palmyrenian', 'NORP')"
"As a monarch, and as a sportsman,
 Odenathus was provoked, took away his horse, a mark of
 ignominy among the barbarians, and chastised the rash youth
 by a short confinement.","('Odenathus', 'PERSON')"
"As early as the reign of Claudius the city of Autun, alone
 and unassisted, had ventured to declare against the legions
 of Gaul.","('Claudius', 'PERSON'), ('Autun', 'GPE'), ('Gaul', 'PERSON')"
"As far as the frontier of Egypt, the nations
 subject to her empire had joined the standard of the
 conqueror, who detached Probus, the bravest of his generals,
 to possess himself of the Egyptian provinces.","('Egypt', 'GPE'), ('Probus', 'PERSON'), ('Egyptian', 'NORP')"
"As soon as
 he was informed that the great army of the Danube had
 invested the well known valour of Aurelian with Imperial
 power, he sunk under the fame and merit of his rival; and,
 ordering his veins to be opened, prudently withdrew himself
 from the unequal contest. (16)
Origin and services of Aurelian","('Danube', 'LOC'), ('Aurelian', 'PERSON'), ('Imperial', 'ORG'), ('Aurelian', 'PERSON')"
"As the light troops of the Alemanni had spread themselves
 from the Alps to the Apennine, the incessant vigilance of
 Aurelian and his officers was exercised in the discovery,
 the attack, and the pursuit of the numerous detachments.","('Alemanni', 'NORP'), ('Alps', 'LOC'), ('Apennine', 'PRODUCT'), ('Aurelian', 'PERSON')"
"At a late hour of the
 night, but while the emperor still protracted the pleasures
 of the table, an alarm was suddenly given that Aureolus, at
 the head of all his forces, had made a desperate sally from
 the town;","('a late hour of the\r\n night', 'TIME'), ('Aureolus', 'PERSON')"
"At last, indeed, he received from the conspirators the bloody purple of Gallienus; but he had been absent from their camp and
 counsels; and however he might applaud the deed, we may candidly presume that he was innocent of the knowledge of it.","('Gallienus', 'PERSON')"
"At length a
 considerable army, stationed on the Upper Danube, invested
 with the Imperial purple their leader Aureolus, who,
 disdaining a confined and barren reign over the mountains of
 Rhaetia, passed the Alps, occupied Milan, threatened Rome,
 and challenged Gallienus to dispute in the field the
 sovereignty of Italy.","('the Upper Danube', 'LOC'), ('Imperial', 'NORP'), ('Aureolus', 'PERSON'), ('Rhaetia', 'GPE'), ('Alps', 'LOC'), ('Milan', 'GPE'), ('Rome', 'GPE'), ('Gallienus', 'PERSON'), ('Italy', 'GPE')"
"At the head of an army, less formidable by
 its numbers than by its discipline and valour, the emperor
 advanced as far as the Straits which divide Europe from
 Asia.","('Straits', 'LOC'), ('Europe', 'LOC'), ('Asia', 'LOC')"
"At the recommendation of Valerian, a senator
 of the highest rank and merit, Ulpius Crinitus, whose blood
 was derived from the same source as that of Trajan, adopted
 the Pannonian peasant, gave him his daughter in marriage,
 and relieved with his ample fortune the honourable poverty
 which Aurelian had preserved inviolate. (18)
Aurelian's successful reign","('Valerian', 'PERSON'), ('Ulpius Crinitus', 'PERSON'), ('Trajan', 'PERSON'), ('Pannonian', 'NORP'), ('Aurelian', 'PERSON'), ('Aurelian', 'PERSON')"
"At the same time the lucky,
 though accidental, resemblance of the name of Getae infused
 among the credulous Goths a vain persuasion that, in a
 remote age, their own ancestors, already seated in the
 Dacian provinces, had received the instructions of Zamolxis,
 and checked the victorious arms of Sesostris and Darius. (24)","('Getae', 'PERSON'), ('Goths', 'NORP'), ('Dacian', 'NORP'), ('Zamolxis', 'PERSON'), ('Sesostris', 'PERSON'), ('Darius', 'PERSON'), ('24', 'CARDINAL')"
"Aurelian
 expected that his soldiers should be modest, frugal, and
 laborious; that their armour should be constantly kept
 bright, their weapons sharp, their clothing and horses ready
 for immediate service; that they should live in their
 quarters with chastity and sobriety, without damaging the
 cornfields, without stealing even a sheep, a fowl, or a
 bunch of grapes, without exacting from their landlords
 either salt, or oil, or wood.","('Aurelian', 'PERSON')"
"Aurelian had chosen these veteran troops who were
 usually stationed on the Upper Danube, and whose valour had
 been severely tried in the Alemannic war.  (67)","('Aurelian', 'PERSON'), ('the Upper Danube', 'LOC'), ('the Alemannic war', 'EVENT'), ('67', 'CARDINAL')"
"Aurelian indulged the
 fatal security of the barbarians, and permitted about half
 their forces to pass the river without disturbance and
 without precaution.","('Aurelian', 'PERSON'), ('about half', 'CARDINAL')"
"Aurelian might now 
 congratulate the senate, the people, and himself, that, in
 little more than three years, he had restored universal
 peace and order to the Roman world.","('Aurelian', 'PERSON'), ('little more than three years', 'DATE'), ('Roman', 'NORP')"
"Aurelian received their
 ambassadors at the head of his camp, and with every
 circumstance of martial pomp that could display the
 greatness and discipline of Rome.","('Aurelian', 'PERSON'), ('Rome', 'GPE')"
"Aurelian supresses the rebellion of Firmus in Egypt
 Another and a last labour still awaited the indefatigable
 Aurelian; to suppress a dangerous though obscure rebel, who,
 during the revolt of Palmyra, had arisen on the banks of the
 Nile.","('Aurelian', 'PERSON'), ('Firmus', 'ORG'), ('Egypt', 'GPE'), ('Aurelian', 'NORP'), ('Palmyra', 'GPE'), ('Nile', 'LOC')"
"Aureolus invades Italy, is defeated and besieged at Milan","('Aureolus', 'PERSON'), ('Italy', 'GPE'), ('Milan', 'GPE')"
"Before he expired, a patriotic sentiment rising in the
 mind of Gallienus induced him to name a deserving successor,
 and it was his last request that the Imperial ornaments
 should be delivered to Claudius, who then commanded a
 detached army in the neighbourhood of Pavia.","('Gallienus', 'PERSON'), ('Imperial', 'NORP'), ('Claudius', 'PERSON'), ('Pavia', 'GPE')"
Behaviour of Zenobia,"('Behaviour of Zenobia', 'PERSON')"
"Behind the throne the consecrated images of the emperor and
 his predecessors, (29) the golden eagles, and the various 
 titles of the legions, engraved in letters of gold, were
 exalted in the air on lofty pikes covered with silver.","('29', 'CARDINAL')"
"But
 Aurelian, who, watchful for the safety of Rome, still hung
 on their rear, found in this place the decisive moment of
 giving them a total and irretrievable defeat. (37)","('Aurelian', 'PERSON'), ('Rome', 'GPE'), ('37', 'CARDINAL')"
"But Maeonius obtained only the
 pleasure of revenge by this bloody deed.","('Maeonius', 'PERSON')"
"But every eye, disregarding the crowd of captives, 
 was fixed on the emperor Tetricus and the queen of the East.","('Tetricus', 'PERSON'), ('East', 'LOC')"
"But fortune and
 the perseverance of Aurelian overcame every obstacle.","('Aurelian', 'PERSON')"
"But however, in the treatment of his unfortunate rivals
 Aurelian might indulge his pride, he behaved towards them
 with a generous clemency which was seldom exercised by the
 ancient conquerors.","('Aurelian', 'PERSON')"
"But if we attentively reflect how much swifter is the
 progress of corruption than its cure, and if we remember
 that the years abandoned to public disorders exceeded the
 months allotted to the martial reign of Aurelian, we must
 confess that a few short intervals of peace were
 insufficient for the arduous work of reformation.","('the\r\n months', 'DATE'), ('Aurelian', 'GPE')"
"But if we except the doubtful
 achievements of Semiramis, Zenobia is perhaps the only
 female whose superior genius broke through the servile
 indolence imposed on her sex by the climate and manners of
 Asia. (54) her beauty and learning","('Semiramis', 'PERSON'), ('Zenobia', 'PERSON'), ('Asia', 'LOC')"
"But it was necessary to secure an ample extent
 of pasture and arable land against the frequent and sudden
 incursions of the tribes of Latium, the perpetual enemies of
 the republic.","('Latium', 'NORP')"
