Sentence,Entities
"""Let him be beaten with clubs till he expires;"" (57) and his most favoured ministers soon understood that, by a rash attempt to dispute or suspend the execution of his sanguinary commands; they might involve themselves in the guilt and punishment of disobedience.","('57', 'DATE')"
(113),"('113', 'CARDINAL')"
(117),"('117', 'CARDINAL')"
(119),"('119', 'CARDINAL')"
(131),"('131', 'CARDINAL')"
(3),"('3', 'CARDINAL')"
(31),"('31', 'CARDINAL')"
"(5) As soon as he had gained the confidence and 
 secured the faith of the Christian emperor, he returned in
 triumph to his diocese, and continued, with mature counsels
 and undiminished vigour, to direct, ten years longer,(6) the 
 ecclesiastical government of Alexandria, Egypt, and the
 Catholic church.","('Christian', 'NORP'), ('ten years longer', 'DATE'), ('6', 'CARDINAL'), ('Alexandria', 'GPE'), ('Egypt', 'GPE'), ('Catholic', 'NORP')"
"1. The silence of 
 Valentinian may suggest a probable argument that the partial
 severities which were exercised in the name and provinces of
 his colleague amounted only to some obscure and
 inconsiderable deviations from the established system of
 religious toleration; and the judicious historian, who has
 praised the equal temper of the elder brother, has not
 thought himself obliged to contrast the tranquillity of the
 West with the cruel persecution of the East.(70)","('1', 'CARDINAL'), ('Valentinian', 'NORP'), ('West', 'LOC'), ('East', 'LOC'), ('70', 'CARDINAL')"
"2. Whatever 
 credit may be allowed to vague and distant reports, the
 character, or at least the behaviour, of Valens may be most
 distinctly seen in his personal transactions with the
 eloquent Basil, archbishop of Gaesarea, who had succeeded
 Athanasius in the management of the Trinitarian cause.(71)","('2', 'CARDINAL'), ('Valens', 'PERSON'), ('Basil', 'PERSON'), ('Gaesarea', 'PERSON'), ('Athanasius', 'PERSON'), ('Trinitarian', 'NORP'), ('71', 'CARDINAL')"
"A
 dark conspiracy was detected by the penetration of
 Theodosius, and he satisfied, without much reluctance, the
 public indignation which he had secretly excited.","('Theodosius', 'PERSON')"
"A
 separate view of the five great theatres of war—","('five', 'CARDINAL')"
"A bloody sentence was pronounced, without hesitation, by the
 rash and headstrong cruelty of Valentinian.","('Valentinian', 'NORP')"
"A bridge of boats was established upon
 the Danube, the presence of Valens animated his troops, and
 his ignorance of the art of war was compensated by personal
 bravery, and a wise deference to the advice of Victor and
 Arintheus, his masters-general of the cavalry and infantry.","('Danube', 'LOC'), ('Valens', 'PERSON'), ('Victor', 'PERSON'), ('Arintheus', 'PERSON')"
"A chain of posts and fortifications,
 skilfully disposed by Valens, or the generals of Valens,
 resisted their march, prevented their retreat, and
 intercepted their subsistence.","('Valens', 'PERSON'), ('Valens', 'PERSON')"
"A dark and
 almost impervious path securely conveyed the Armenian troops
 through the thicket; and Para had left behind him the count
 and the tribune, while they patiently expected his approach
 along the public highways.","('Armenian', 'NORP'), ('Para', 'PERSON')"
"A detachment
 of cavalry and infantry, consisting of three thousand men, marched from Alexandria into the adjacent desert of Nitria, (75) which was peopled by five thousand monks.","('three thousand', 'CARDINAL'), ('Alexandria', 'GPE'), ('Nitria', 'GPE'), ('75', 'CARDINAL'), ('five thousand', 'CARDINAL')"
"A legion was
 ordered to pursue the royal fugitive; but the pursuit of
 infantry could not be very alarming to a body of light
 cavalry; and upon the first cloud of arrows that was
 discharged into the air, they retreated with precipitation
 to the gates of Tarsus.","('first', 'ORDINAL'), ('Tarsus', 'GPE')"
"A military
 confederation was gradually moulded into a national body by
 the gentle operation of marriage and consanguinity; and the
 adjacent tribes, who solicited the alliance, accepted the
 name and laws of the Saxons.","('Saxons', 'NORP')"
"A numerous and active party acknowledged
 Para, the son of Tiranus, as the lawful sovereign of
 Armenia, and his title to the throne was deeply rooted in
 the hereditary succession of five hundred years.","('Para', 'PERSON'), ('Tiranus', 'PERSON'), ('Armenia', 'GPE'), ('five hundred years', 'DATE')"
"A powerful army, under
 the command of Count Trajan, and of Vadomair king of the
 Alemanni, fixed their camp on the confines of Armenia.","('Trajan', 'PERSON'), ('Vadomair', 'PERSON'), ('Alemanni', 'PERSON'), ('Armenia', 'GPE')"
"A robust and desperate barbarian instantly rushed on the
 king of Armenia, and though he bravely defended his life
 with the first weapon that chance offered to  A.D. 374.his hand, the
 table of the Imperial general was stained with the royal
 blood of a guest and an ally.","('Armenia', 'GPE'), ('first', 'ORDINAL'), ('A.D. 374.his', 'DATE'), ('Imperial', 'NORP')"
"A.D. 363, October","('A.D. 363', 'DATE'), ('October', 'DATE')"
A.D. 364-375.,"('364-375', 'CARDINAL')"
A.D. 364.,"('A.D. 364', 'DATE')"
A.D. 365.,"('A.D. 365', 'DATE')"
A.D. 366-384.,"('A.D. 366-384', 'DATE')"
A.D. 366.,"('A.D. 366', 'DATE')"
A.D. 367-378.,"('A.D. 367-378', 'DATE')"
A.D. 370.,"('370', 'CARDINAL')"
A.D. 371,"('A.D. 371', 'DATE')"
A.D. 372,"('A.D. 372', 'DATE')"
"A.D. 373 that the great Theodosius, with a small band of
 veterans, had landed near Igilgilis, or Gigeri, on the
 African coast, and the timid usurper sunk under the
 ascendant of virtue and military genius.","('A.D. 373', 'DATE'), ('Theodosius', 'GPE'), ('Igilgilis', 'GPE'), ('Gigeri', 'GPE'), ('African', 'NORP')"
A.D. 380,"('A.D. 380', 'DATE')"
"About
 the same time the restorer of Britain and Africa, on a vague
 suspicion that his name and services were superior to the
 rank of a subject, was ignominiously beheaded at Carthage.","('Britain', 'GPE'), ('Africa', 'LOC'), ('Carthage', 'GPE')"
"About the
 middle of the fourth century, the countries, perhaps of
 Lusace and Thuringia, on either side of the Elbe, were
 occupied by the vague dominion of the BURGUNDIANS, a warlike
 and numerous people of the Vandal race,(96) whose obscure 
 name insensibly swelled into a powerful kingdom, and has
 finally settled on a flourishing province.","('About the\r\n middle of the fourth century', 'DATE'), ('Lusace', 'GPE'), ('Thuringia', 'GPE'), ('Elbe', 'LOC'), ('BURGUNDIANS', 'NORP'), ('Vandal', 'NORP'), ('96', 'CARDINAL')"
"According
 to others, he was suffocated in his sleep by the vapour of
 charcoal, which extracted from the walls of the apartment
 the unwholesome moisture of the fresh plaster.(16) But the 
 want of a regular inquiry into the death of a prince whose
 reign and person were soon forgotten appears to have been
 the only circumstance which countenanced the malicious
 whispers of poison and domestic guilt.(17)","('17', 'CARDINAL')"
Africa IV.,"('Africa', 'LOC')"
"After
 his return to his native kingdom, Para still continued to
 profess himself the friend and ally of the Romans: but the
 Romans had injured him too deeply ever to forgive, and the
 secret sentence of his death was signed in the council of
 Valens.","('Para', 'PERSON'), ('Romans', 'NORP'), ('Romans', 'NORP'), ('Valens', 'PERSON')"
"After an honourable defence the city and
 island of Cyzicus yielded to his power, the renowned legions
 of the Jovians and Herculians embraced the cause of the
 usurper whom they were ordered to crush, and, as the
 veterans were continually augmented with new levies, he soon
 appeared at the head of an army whose valour, as well as
 numbers, were not unequal to the greatness of the contest.","('Cyzicus', 'GPE'), ('Jovians', 'NORP'), ('Herculians', 'NORP')"
"After an incessant march of two days
 and two nights, Para and his Armenians reached the banks of
 the Euphrates; but the passage of the river, which they were
 obliged to swim, was attended with some delay and some loss.","('two days', 'DATE'), ('two nights', 'DATE'), ('Para', 'PERSON'), ('Armenians', 'NORP'), ('Euphrates', 'LOC')"
"After indulging himself with a plentiful, perhaps an
 intemperate supper, he retired to rest, and the next morning
 the emperor Jovian was found dead in his bed.","('the next morning', 'TIME'), ('Jovian', 'PERSON')"
"After the death of Jovian the throne of the Roman world
 remained ten days (19) without a master.","('Jovian', 'PERSON'), ('Roman', 'NORP'), ('ten days', 'DATE'), ('19', 'DATE')"
"After the ratification of the treaty, and the delivery of
 hostages, Valens returned in triumph to Constantinople, and
 the Goths remained in a state of tranquillity about six
 years, till they were violently impelled against the Roman
 empire by an innumerable host of Scythians, who appeared to
 issue from the frozen regions of the North.(149)","('Valens', 'PERSON'), ('Constantinople', 'GPE'), ('Goths', 'NORP'), ('about six\r\n years', 'DATE'), ('Roman', 'NORP'), ('Scythians', 'NORP'), ('North', 'LOC'), ('149', 'CARDINAL')"
"After the submission of the Venedi,
 the conqueror advanced, without resistance, as far as the
 confines of the Aestii,(142) an ancient people, whose name is 
 still preserved in the province of Esthonia.","('Venedi', 'NORP'), ('Aestii', 'NORP'), ('142', 'CARDINAL'), ('Esthonia', 'GPE')"
"After they had 
 acquired an accurate knowledge of the maritime provinces of
 the West they extended the scene of their depredations, and
 the most sequestered places had no reason to presume on
 their security.","('West', 'LOC')"
"After this signal victory Valentinian returned to his winter
 quarters at Treves, where he indulged the public joy by the
 exhibition of splendid and triumphal games.(93)","('Valentinian', 'NORP'), ('Treves', 'ORG'), ('93', 'CARDINAL')"
"After wandering some time among the woods and mountains of
 Phrygia, he was betrayed by his desponding followers,
 conducted to the Imperial camp, and immediately beheaded.","('Phrygia', 'GPE'), ('Imperial', 'NORP')"
"All ranks of subjects who had
 been injured or oppressed under the reign of Julian were
 invited to support their public accusations.","('Julian', 'PERSON')"
"Amidst the boundless plains of Gaetulia and the innumerable
 valleys of Mount Atlas, it was impossible to prevent the
 escape of Firmus; and if the usurper could have tired the
 patience of his antagonist, he would have secured his person
 in the depth of some remote solitude, and expected the hopes
 of a future revolution.","('Gaetulia', 'LOC'), ('Mount Atlas', 'LOC'), ('Firmus', 'ORG')"
