Sentence,Entities
(1),"('1', 'CARDINAL')"
(12),"('12', 'CARDINAL')"
(15),"('15', 'CARDINAL')"
(4),"('4', 'CARDINAL')"
"(76)under the Persians, before Christ, 500;","('Persians', 'NORP'), ('500', 'CARDINAL')"
"A
 battering-ram was invented, of light construction and
 powerful effect: it was transported and worked by the hands
 of forty soldiers; and as the stones were loosened by its
 repeated strokes, they were torn with long iron hooks from
 the wall.","('forty', 'CARDINAL')"
"A Spartan would have praised and pitied the virtue of these heroic
 slaves; but the tedious warfare and alternate success of the
 Roman and Persian arms cannot detain the attention of
 posterity at the foot of Mount Caucasus.","('Spartan', 'NORP'), ('Roman', 'NORP'), ('Persian', 'NORP'), ('Mount Caucasus', 'LOC')"
"A judge of senatorial rank was commissioned to
 inquire into the conduct and death of the king of the Lazi.","('Lazi', 'PERSON')"
"A prisoner in
 the hands of his subjects, an exile among the enemies of
 Persia, he recovered his liberty by prostituting the honour
 of his wife, and regained his kingdom with the dangerous and
 mercenary aid of the Barbarians, who had slain his father.","('Persia', 'GPE'), ('Barbarians', 'NORP')"
"A tacit or formal agreement between
 the two sovereigns protected the tranquillity of the Eastern
 frontier; and the arms of Chosroes were confined to the
 Colchian or Lazic war, which has been too minutely described
 by the historians of the times. (64)
 Description of Colchos, Lazica, or Mingrelia.","('two', 'CARDINAL'), ('Eastern', 'NORP'), ('Chosroes', 'NORP'), ('the\r\n Colchian or Lazic war', 'EVENT'), ('Description of Colchos', 'WORK_OF_ART'), ('Lazica', 'PERSON'), ('Mingrelia', 'ORG')"
"A third pavilion was
 supported by columns of gilt wood; a bed of pure and massy
 gold was raised on four peacocks of the same metal: and
 before the entrance of the tent, dishes, basins, and statues
 of solid silver, and admirable art, were ostentatiously
 piled in wagons, the monuments of valour rather than of
 industry.","('third', 'ORDINAL'), ('four', 'CARDINAL')"
A.D. 540-561.,"('A.D. 540-561', 'DATE')"
A.D. 543 etc.,"('A.D. 543', 'DATE')"
"About the time of Augustus and Trajan, a ray of historic light breaks on the
 darkness of their antiquities, and they are discovered, for the first time, between the Elbe and the Oder.","('Augustus', 'PERSON'), ('Trajan', 'PERSON'), ('first', 'ORDINAL'), ('Elbe', 'LOC'), ('Oder', 'NORP')"
"Abrahah,  the slave of a Roman merchant of Adulis, assumed the sceptre of the Homerites; the troops of Africa were seduced by the luxury of the climate; and Justinian solicited the friendship of the usurper, who honoured with a slight tribute the supremacy of his prince.","('Abrahah', 'PERSON'), ('Roman', 'NORP'), ('Adulis', 'PERSON'), ('Homerites', 'NORP'), ('Africa', 'LOC'), ('Justinian', 'PERSON')"
