Sentence,Entities
(13),"('13', 'CARDINAL')"
(14),"('14', 'CARDINAL')"
(3),"('3', 'CARDINAL')"
(30),"('30', 'CARDINAL')"
(33),"('33', 'CARDINAL')"
(38),"('38', 'CARDINAL')"
(5),"('5', 'CARDINAL')"
(6),"('6', 'CARDINAL')"
"A cruel tax had been imposed on the corn of
 the husbandman: one third was retrenched from the salaries
 of the public officers; and the standard of the coin was so
 shamefully debased, that of the four-and-twenty parts only
 five were of pure gold. (49)","('one third', 'CARDINAL'), ('the four-and-twenty', 'CARDINAL'), ('only\r\n five', 'CARDINAL')"
"A crusade, with plenary
 indulgence, was preached by his command against the
 schismatic Greeks: he excommunicated their allies and
 adherents; solicited Louis the Ninth in favour of his
 kinsman; and demanded a tenth of the ecclesiastical revenues
 of France and England for the service of the holy war. (29)","('Greeks', 'NORP'), ('Louis', 'PERSON'), ('Ninth', 'ORDINAL'), ('a tenth', 'CARDINAL'), ('France', 'GPE'), ('England', 'GPE'), ('29', 'CARDINAL')"
"A distant day was appointed
 for assembling this mighty force in the harbour of Brindisi;
 and a previous attempt was risked with a detachment of three
 hundred knights, who invaded Albania, and besieged the
 fortress of Belgrade.","('A distant day', 'DATE'), ('Brindisi', 'GPE'), ('three\r\n hundred', 'CARDINAL'), ('Albania', 'GPE'), ('Belgrade', 'GPE')"
"A few days before his death, the emperor Michael rejoiced in
 the fall of an enemy whom he hated and esteemed; and perhaps
 he might be content with the popular judgment, that had they
 not been matched with each other, Constantinople and Italy
 must speedily have obeyed the same master. (45)","('A few days', 'DATE'), ('Michael', 'PERSON'), ('Constantinople', 'GPE'), ('Italy', 'GPE')"
"A full harvest of
 honours and employments was distributed among his friends by
 the grateful Palaeologus.","('Palaeologus', 'PERSON')"
"A matron of the family of the
 Palaeologi had provoked his anger by refusing to bestow her
 beauteous daughter on the vile plebeian who was recommended
 by his caprice.","('Palaeologi', 'PERSON')"
"A palace was allotted for his reception,
 and a niece of the emperor was given in marriage to the
 valiant stranger, who was immediately created great duke or
 admiral of Romania.","('Romania', 'GPE')"
"A philosophic age may excuse a single vice, which
 was redeemed by a crowd of virtues; and in the review of his
 faults, and the more intemperate passions of Lascaris, the
 judgment of their contemporaries was softened by gratitude
 to the second founders of the empire.","('Lascaris', 'PERSON'), ('second', 'ORDINAL')"
"A portion of this vacant property was occupied and improved by the command, and for the benefit, of the emperor: a powerful hand and a vigilant eye supplied and surpassed, by a skilful management, the minute diligence of a private farmer: the royal domain became the garden and granary of Asia; and without impoverishing the people, the sovereign acquired a fund of innocent and productive wealth.","('Asia', 'LOC')"
"A second respite was obtained by the last crusade of St. Louis to the African coast; and the double motive of interest and duty urged the king of Naples to assist, with his powers and his presence, the holy
 enterprise.","('second', 'ORDINAL'), ('St. Louis', 'GPE'), ('African', 'NORP'), ('Naples', 'GPE')"
"A treaty and a marriage united his interest with the house of Courtenay; his daughter Beatrice was promised to Philip, son and heir of the emperor Baldwin; a pension of six hundred ounces of gold was allowed for his maintenance; and his
 generous father distributed among his aliens the kingdoms
 and provinces of the East, reserving only Constantinople,
 and one day's journey round the city for the imperial
 domain.","('Courtenay', 'PERSON'), ('Beatrice', 'PERSON'), ('Philip', 'PERSON'), ('Baldwin', 'PERSON'), ('six hundred ounces', 'QUANTITY'), ('East', 'LOC'), ('Constantinople', 'GPE'), (""one day's"", 'DATE')"
A victorious reign of eighteen years expanded the principality of Nice to the magnitude of an empire.,"('eighteen years', 'DATE'), ('Nice', 'GPE')"
A.D. 1204-1456.,"('A.D. 1204-1456', 'DATE')"
"A.D. 1266, February 26.","('A.D. 1266', 'DATE'), ('February 26', 'DATE')"
"About the middle of the last
 century, the Athenians chose for their protector the Kislar
 Aga, or chief black eunuch of the seraglio.","('About the middle of the last\r\n century', 'DATE'), ('Athenians', 'NORP'), ('the Kislar\r\n Aga', 'PERSON')"
"After
 their separation from the Turks, the remains of the great
 company pursued their march through Macedonia and Thessaly,
 to seek a new establishment in the heart of Greece. (50)
Revolutions of Athens.","('Turks', 'NORP'), ('Macedonia', 'GPE'), ('Thessaly', 'GPE'), ('Greece', 'GPE'), ('50', 'CARDINAL'), ('Athens', 'GPE')"
"After
 viewing the temper of the prince and people, they were
 enjoined to absolve the schismatic clergy, who should
 subscribe and swear their abjuration and obedience; to
 establish in all the churches the use of the perfect creed;
 to prepare the entrance of a cardinal legate, with the full
 powers and dignity of his office; and to instruct the
 emperor in the advantages which he might derive from the
 temporal protection of the Roman pontiff.","('Roman', 'NORP')"
