Sentence,Entities
"""I am alone, like the youngest of the Horatii,""  the confidence of an intrepid stranger: ""I live disconsolate,""  a weeping
 widower: ""I burn under the ashes,""  a discreet lover: ""I adore Lavinia, or Lucretia,""  the ambiguous declaration of a modern passion: ""My faith is as pure,""  the motto of a white livery: ""Who is stronger than myself?""  of a lion's hide: ""If am drowned in blood, what a pleasant death!""  the wish of ferocious courage.","('Horatii', 'NORP'), ('Lavinia', 'PERSON'), ('Lucretia', 'PERSON')"
(2),"('2', 'CARDINAL')"
(72),"('72', 'CARDINAL')"
"1. Two hundred years before the eloquent complaint
 of Poggius, an anonymous writer composed a description of
 Rome. (6)","('1', 'CARDINAL'), ('Two hundred years', 'DATE'), ('Poggius', 'PERSON'), ('Rome', 'GPE')"
"2. Eleven temples were
 visible in some degree, from the perfect form of the
 Pantheon, to the three arches and a marble column of the
 temple of Peace, which Vespasian erected after the civil
 wars and the Jewish triumph.","('2', 'CARDINAL'), ('Eleven', 'CARDINAL'), ('Pantheon', 'FAC'), ('three', 'CARDINAL'), ('Peace', 'FAC'), ('Vespasian', 'NORP'), ('Jewish', 'NORP')"
"2. The same reflection must be
 applied to the three last ages; and we should vainly seek
 the Septizonium of Severus; (8) which is celebrated by
 Petrarch and the antiquarians of the sixteenth century.","('2', 'CARDINAL'), ('three', 'CARDINAL'), ('the Septizonium of Severus', 'WORK_OF_ART'), ('8', 'CARDINAL'), ('Petrarch', 'PERSON'), ('the sixteenth century', 'DATE')"
"3. Of the number, which he
 rashly defines, of seven thermae, or public baths, none were
 sufficiently entire to represent the use and distribution of
 the several parts: but those of Diocletian and Antoninus
 Caracalla still retained the titles of the founders, and
 astonished the curious spectator, who, in observing their
 solidity and extent, the variety of marbles, the size and
 multitude of the columns, compared the labor and expense
 with the use and importance.","('3', 'CARDINAL'), ('seven', 'CARDINAL'), ('Diocletian', 'PERSON'), ('Antoninus\r\n Caracalla', 'PERSON')"
"4. The triumphal arches of Titus,
 Severus, and Constantine, were entire, both the structure
 and the inscriptions; a falling fragment was honoured with
 the name of Trajan; and two arches, then extant, in the
 Flaminian way, have been ascribed to the baser memory of
 Faustina and Gallienus.","('4', 'CARDINAL'), ('Titus', 'PERSON'), ('Severus', 'PERSON'), ('Constantine', 'PERSON'), ('Trajan', 'PERSON'), ('two', 'CARDINAL'), ('Flaminian', 'NORP'), ('Faustina', 'PERSON'), ('Gallienus', 'PERSON')"
"5. After the wonder of the Coliseum, Poggius might have overlooked small amphitheatre of brick, most probably for the use of the praetorian camp: the theatres of Marcellus and Pompey were occupied in a great measure by public and private buildings; and in the
 Circus, Agonalis and Maximus, little more than the situation
 and the form could be investigated.","('5', 'CARDINAL'), ('Coliseum', 'FAC'), ('Poggius', 'PERSON'), ('Marcellus', 'PERSON'), ('Pompey', 'PERSON'), ('Circus', 'FAC'), ('Agonalis', 'PERSON'), ('Maximus', 'PERSON')"
6. The columns of Trajan and Antonine were still erect; but the Egyptian obelisks were broken or buried.,"('6', 'CARDINAL'), ('Trajan', 'PERSON'), ('Antonine', 'PERSON'), ('Egyptian', 'NORP')"
"7. The two mausoleums or sepulchres of Augustus and Hadrian
 could not totally be lost: but the former was only visible
 as a mound of earth; and the latter, the castle of St.
 Angelo, had acquired the name and appearance of a modern
 fortress.","('7', 'CARDINAL'), ('two', 'CARDINAL'), ('Augustus', 'PERSON'), ('Hadrian', 'PERSON'), ('St.\r\n Angelo', 'GPE')"
"A bull-feast in the Coliseum, (A.D. 1332, September 3.)","('Coliseum', 'FAC'), ('A.D. 1332', 'DATE'), ('September 3', 'DATE')"
"A convenient order of benches was  restored; and a general proclamation, as far as Rimini and Ravenna, invited the nobles to exercise their skill and courage in this perilous adventure.","('Rimini', 'GPE'), ('Ravenna', 'PERSON')"
"A long period of distress and anarchy, in
 which empire, and arts, and riches had migrated from the
 banks of the Tyber, was incapable of restoring or adorning
 the city; and, as all that is human must retrograde if it do
 not advance, every successive age must have hastened the
 ruin of the works of antiquity.","('Tyber', 'LOC')"
"A people of gods and heroes, the workmanship of art, was reduced to one equestrian figure of gilt brass, and to five marble statues, of which the most
 conspicuous were the two horses of Phidias and Praxiteles.","('one', 'CARDINAL'), ('five', 'CARDINAL'), ('two', 'CARDINAL'), ('Phidias', 'NORP'), ('Praxiteles', 'NORP')"
"A second and more artificial cause of the growth
 of a metropolis is the residence of a monarch, the expense
 of a luxurious court, and the tributes of dependent
 provinces.","('second', 'ORDINAL')"
"A second example, of less importance, though of equal absurdity, may be drawn from the two marble horses, led by two naked youths, who have since been transported from the baths of Constantine to the Quirinal hill.","('second', 'ORDINAL'), ('two', 'CARDINAL'), ('two', 'CARDINAL'), ('Constantine', 'PERSON'), ('the Quirinal hill', 'LOC')"
"A similar reproach is applied to the Barberini; and the repetition of injury might be dreaded from every reign, till the Coliseum was placed under the safeguard of religion by the most liberal of the pontiffs, Benedict the Fourteenth, who consecrated a spot which persecution and fable had stained with the blood of so many Christian martyrs. (64)","('Barberini', 'NORP'), ('Coliseum', 'ORG'), ('Benedict the Fourteenth', 'PERSON'), ('Christian', 'NORP'), ('64', 'CARDINAL')"
"A tribute on the Jews supplied the annual expense; (57) and the races, on foot, on horseback, or in  chariots, were ennobled by a tilt and tournament of seventy-two of the Roman youth.","('Jews', 'NORP'), ('annual', 'DATE'), ('57', 'CARDINAL'), ('seventy-two', 'CARDINAL'), ('Roman', 'NORP')"
"After a diligent inquiry, I can discern four principal causes of the ruin of Rome, which continued to operate in a period of more than a thousand years.","('four', 'CARDINAL'), ('Rome', 'GPE'), ('more than a thousand years', 'DATE')"
"Amidst the crowd, our annalist has selected the names, colours, and devices, of twenty of the most conspicuous knights.","('twenty', 'CARDINAL')"
"But the clouds of barbarism were gradually dispelled; and
 the peaceful authority of Martin the Fifth and his
 successors restored the ornaments of the city as well as the
 order of the ecclesiastical state.","('Martin the Fifth', 'PERSON')"
"But the greater part of the Campagna of Rome is
 reduced to a dreary and desolate wilderness: the overgrown
 estates of the princes and the clergy are cultivated by the
 lazy hands of indigent and hopeless vassals; and the scanty
 harvests are confined or exported for the benefit of a
 monopoly.","('Campagna', 'GPE'), ('Rome', 'GPE')"
Conclusion of the Whole Work.,"('the Whole Work', 'WORK_OF_ART')"
"Doubtless it was not in such conflicts that the blood of the Romans should have been shed; yet, in blaming their rashness, we are compelled to applaud their gallantry; and the noble volunteers, who display their magnificence, and risk their lives, under the balconies of the fair, excite a more generous sympathy than the thousands of captives and malefactors who were
 reluctantly dragged to the scene of slaughter. (59)","('Romans', 'NORP'), ('thousands', 'CARDINAL')"
"Every champion successively encountered a wild bull; and the victory may be ascribed to the quadrupeds, since no more than eleven were left on the field, with the loss of nine wounded and eighteen killed on the side of their adversaries.","('no more than eleven', 'CARDINAL'), ('nine', 'CARDINAL'), ('eighteen', 'CARDINAL')"
Example of the Coliseum.,"('Coliseum', 'FAC')"
Four Causes of Decay and Destruction.,"('Four', 'CARDINAL')"
Four causes of destruction:,"('Four', 'CARDINAL')"
Games of Rome.,"('Rome', 'GPE')"
Gradual decay of Rome.,"('Rome', 'GPE')"
"Ignorance and barbarism of the Romans 
 When Petrarch first gratified his eyes with a view of those monuments, whose scattered fragments so far surpass the most eloquent descriptions, he was astonished at the supine indifference (65) of the Romans themselves; (66) he was humbled rather than elated by the discovery, that, except his friend Rienzi, and one of the Colonna, a stranger of the Rhone was more conversant with these antiquities than the nobles and natives of the metropolis. (67)","('Romans', 'NORP'), ('Petrarch', 'PERSON'), ('first', 'ORDINAL'), ('65', 'CARDINAL'), ('Romans', 'NORP'), ('66', 'DATE'), ('Rienzi', 'PERSON'), ('one', 'CARDINAL'), ('Colonna', 'NORP'), ('Rhone', 'LOC')"
"In the fourteenth century, a
 scandalous act of concord secured to both factions the
 privilege of extracting stones from the free and common
 quarry of the Coliseum; (60) and Poggius laments, that the
 greater part of these stones had been burnt to lime by the
 folly of the Romans. (61)","('the fourteenth century', 'DATE'), ('Coliseum', 'FAC'), ('60', 'CARDINAL'), ('Poggius', 'PERSON'), ('Romans', 'NORP'), ('61', 'CARDINAL')"
"In the last days of Pope Eugenius the Fourth, two of his servants, the learned Poggius (1) and a friend, ascended the Capitoline hill; reposed themselves among the ruins of columns and temples; and viewed from that commanding spot the wide and various prospect of desolation.","('the last days', 'DATE'), ('Pope Eugenius', 'PERSON'), ('Fourth', 'ORDINAL'), ('two', 'CARDINAL'), ('Poggius', 'PERSON'), ('1', 'CARDINAL'), ('Capitoline', 'NORP')"
"In the massy stones of the Coliseum, many holes
 are discerned; and the two most probable conjectures
 represent the various accidents of its decay.","('Coliseum', 'FAC'), ('two', 'CARDINAL')"
"In the modern system of war, a situation commanded by three hills would not be chosen for a fortress; but the strength of the walls and arches could resist the engines of assault; a numerous garrison might be lodged in the enclosure; and while one faction occupied the Vatican and the Capitol, the other was entrenched in the Lateran and the Coliseum. (53)","('three', 'CARDINAL'), ('one', 'CARDINAL'), ('Vatican', 'FAC'), ('Capitol', 'FAC'), ('Lateran', 'LOC'), ('Coliseum', 'FAC'), ('53', 'CARDINAL')"
"In the year one thousand three hundred and thirty-two, a bull-feast, after the  fashion of the Moors and Spaniards, was celebrated in the  Coliseum itself; and the living manners are painted in a diary of the times. (58)","('the year one thousand three', 'DATE'), ('hundred and thirty-two', 'CARDINAL'), ('Moors', 'NORP'), ('Spaniards', 'NORP'), ('Coliseum', 'FAC'), ('58', 'CARDINAL')"
"It had been found
 under a partition wall: the equitable judge had pronounced,
 that the head should be separated from the body to satisfy
 the claims of the contiguous owners; and the sentence would
 have been executed, if the intercession of a cardinal, and
 the liberality of a pope, had not rescued the Roman hero
 from the hands of his barbarous countrymen. (73)","('Roman', 'NORP')"
"It is apparent, that many
 stately monuments of antiquity survived till a late period,
 (7) and that the principles of destruction acted with
 vigorous and increasing energy in the thirteenth and
 fourteenth centuries.","('the thirteenth and\r\n fourteenth centuries', 'DATE')"
"It was among the ruins of the Capitol that I first conceived the idea of a work which has amused and exercised near twenty years of my life, and which, however inadequate to my own wishes, I finally delivered to the curiosity and candour of the public.","('Capitol', 'ORG'), ('first', 'ORDINAL'), ('twenty years', 'DATE')"
"LAUSANNE, 
June 27 1787","('June 27 1787', 'DATE')"
"Of the baths of Constantine,
 of Alexander, of Domitian, or rather of Titus, some vestige
 might yet be found.","('Constantine', 'PERSON'), ('Alexander', 'GPE'), ('Domitian', 'GPE'), ('Titus', 'PERSON')"
"Of the present ruin, the nephews of Paul the Third are the guilty agents; and consecration of the Coliseum  and every traveller who views the Farnese palace may curse the sacrilege and luxury of these upstart princes. (63)","('Paul', 'PERSON'), ('Third', 'ORDINAL'), ('Coliseum', 'ORG'), ('Farnese', 'PERSON')"
