Sentence,Entities
(1),"('1', 'CARDINAL')"
(12),"('12', 'CARDINAL')"
(14),"('14', 'CARDINAL')"
(6),"('6', 'CARDINAL')"
(The Azymites were those who celebrated the communion with unleavened bread; and I must retract or qualify the praise which I have bestowed on the growing philosophy of the times.),"('Azymites', 'PERSON')"
"A Walachian chief, who joined the royal
 standard with his vassals, presumed to remark that their
 numbers did not exceed the hunting retinue that sometimes
 attended the sultan; and the gift of two horses of matchless
 speed might admonish Ladislaus of his secret foresight of
 the event.","('Walachian', 'NORP'), ('two', 'CARDINAL'), ('Ladislaus', 'PERSON')"
"A colony of Albanian fugitives
 obtained a settlement in Calabria, and they preserve at this
 day the language and manners of their ancestors. (46)","('Albanian', 'NORP'), ('Calabria', 'GPE')"
"A copy of the treaty, the monument
 of Christian perfidy, had been displayed in the front of
 battle; and it is said, that the sultan in his distress,
 lifting his eyes and his hands to heaven, implored the
 protection of the God of truth; and called on the prophet
 Jesus himself to avenge the impious mockery of his name and
 religion. (26)","('Christian', 'NORP'), ('Jesus', 'PERSON'), ('26', 'CARDINAL')"
"A daughter of the doge of Venice had been proposed; but the
 Byzantine nobles objected the distance between an hereditary
 monarch and an elective magistrate; and in their subsequent
 distress, the chief of that powerful republic was not
 unmindful of the affront.","('Venice', 'GPE'), ('Byzantine', 'NORP')"
"A fugitive despot of Servia exaggerated the distress
 and ardour of the Christians beyond the Danube, who would
 unanimously rise to vindicate their religion and liberty.","('Servia', 'PERSON'), ('Christians', 'NORP'), ('Danube', 'LOC')"
"A long war had impaired the strength, without satiating the
 animosity, of France and England: (17) but Philip duke of
 Burgundy was a vain and magnificent prince; and he enjoyed,
 without danger or expense, the adventurous piety of his
 subjects, who sailed, in a gallant fleet, from the coast of
 Flanders to the Hellespont.","('France', 'GPE'), ('England', 'GPE'), ('17', 'CARDINAL'), ('Philip duke of\r\n Burgundy', 'PERSON'), ('Flanders', 'GPE'), ('Hellespont', 'GPE')"
"A victorious
 army disdained the inexperience of their youthful ruler: the
 city of Adrianople was abandoned to rapine and slaughter;
 and the unanimous divan implored his presence to appease the
 tumult, and prevent the rebellion, of the Janizaries.","('Adrianople', 'GPE'), ('Janizaries', 'NORP')"
"A.D. 1421-1451, February 9.","('A.D. 1421-1451', 'DATE'), ('February 9', 'DATE')"
"About a month after this great deliverance, the champion expired; and his most splendid epitaph is the
 regret of the Ottoman prince, who sighed that he could no longer hope for revenge against the single antagonist who had triumphed over his arms.","('About a month', 'DATE'), ('Ottoman', 'NORP')"
