Sentence,Entities
(103),"('103', 'CARDINAL')"
(111),"('111', 'CARDINAL')"
(112),"('112', 'CARDINAL')"
(12),"('12', 'CARDINAL')"
(145),"('145', 'CARDINAL')"
(150),"('150', 'CARDINAL')"
(153),"('153', 'CARDINAL')"
(154),"('154', 'CARDINAL')"
(161),"('161', 'CARDINAL')"
(165),"('165', 'CARDINAL')"
(170),"('170', 'CARDINAL')"
(171),"('171', 'CARDINAL')"
(173),"('173', 'CARDINAL')"
(181),"('181', 'CARDINAL')"
(3),"('3', 'CARDINAL')"
(33),"('33', 'CARDINAL')"
(34),"('34', 'CARDINAL')"
(44),"('44', 'CARDINAL')"
(50),"('50', 'CARDINAL')"
(51),"('51', 'CARDINAL')"
(53),"('53', 'CARDINAL')"
"(55) Plato, Aristotle,
 and Zeno, he represents as the only teachers who arm and
 instruct a citizen for the duties of social life.","('Plato', 'PERSON'), ('Aristotle', 'PERSON'), ('Zeno', 'PERSON')"
"1.
 To the prayer of the ancient Caesars, the people or the
 senate had sometimes granted a personal exemption from the
 obligation and penalty of particular statutes; and each
 indulgence was an act of jurisdiction exercised by the
 republic over the first of her citizens.","('1', 'CARDINAL'), ('Caesars', 'PERSON'), ('first', 'ORDINAL')"
"1. Any act of treason against the state, or of
 correspondence with the public enemy.","('1', 'CARDINAL')"
"1. Of Persons
 Freemen and slaves.","('1', 'CARDINAL')"
"1. The goddess of faith (of human and social faith) was
 worshipped, not only in her temples, but in the lives of the Romans; and if that nation was deficient in the more amiable qualities of benevolence and generosity, they astonished the Greeks by their sincere and simple performance of the most burdensome engagements. (159)","('1', 'CARDINAL'), ('Romans', 'NORP'), ('Greeks', 'NORP'), ('159', 'CARDINAL')"
"2 Of Things
 Right of property.","('2', 'CARDINAL')"
"2. A similar dependence was implied in the decrees of the senate, which, in every reign, defined the titles and powers of an elective magistrate.","('2', 'CARDINAL')"
"2. Nocturnal meetings in the city; whatever might be the pretence, of pleasure, or religion, or the public good.","('2.', 'CARDINAL')"
"2. The task of convening the citizens for the
 trial of each offender became more difficult, as the
 citizens and the offenders continually multiplied; and the
 ready expedient was adopted of delegating the jurisdiction
 of the people to the ordinary magistrates, or to
 extraordinary inquisitors.","('2', 'CARDINAL')"
3 Of Actions,"('3', 'CARDINAL')"
3 Private  Injuries and Actions— 4 Crimes and Punishments,"('3', 'CARDINAL'), ('4', 'CARDINAL')"
"3. In his civil jurisdiction,
 the praetor of the city was truly a judge, and almost a
 legislator; but, as soon as he had prescribed the action of
 law, he often referred to a delegate the determination of
 the fact.","('3', 'CARDINAL')"
3. The murder of a citizen; for which the common feelings of  mankind demand the blood of the murderer.,"('3', 'CARDINAL')"
4 Of Crimes And Punishments,"('4', 'CARDINAL')"
5. Judicial perjury.,"('5', 'CARDINAL')"
"6. The corruption of a judge, who accepted bribes to pronounce an iniquitous sentence.","('6', 'CARDINAL')"
"7. Libels and satires, whose rude strains sometimes disturbed the peace of an illiterate city.","('7', 'CARDINAL')"
"9. Magical incantations; which had power, in the opinion of the Latin shepherds, to exhaust the strength of an enemy, to extinguish his life, and to remove from their seats his deep-rooted plantations.","('9', 'CARDINAL'), ('Latin', 'NORP')"
"A
 French philosopher (199) has dared to remark that whatever is
 secret must be doubtful, and that our natural horror of vice
 may be abused as an engine of tyranny.","('French', 'NORP'), ('199', 'CARDINAL')"
"A
 concubine, in the strict sense of the civilians, was a woman
 of servile or plebeian extraction, the sole and faithful
 companion of a Roman citizen, who continued in a state of
 celibacy.","('Roman', 'NORP')"
"A
 new method of secret ballot abolished the influence of fear
 and shame, of honor and interest, and the abuse of freedom
 accelerated the progress of anarchy and despotism. (29)","('29', 'CARDINAL')"
"A
 sentence of death and infamy was often founded on the slight
 and suspicious evidence of a child or a servant: the guilt
 of the green faction, of the rich, and of the enemies of
 Theodora, was presumed by the judges, and paederasty became
 the crime of those to whom no crime could be imputed.","('Theodora', 'PERSON')"
"A Locrian, who proposed any new law, stood forth
 in the assembly of the people with a cord round his neck,
 and if the law was rejected, the innovator was instantly
 strangled.","('Locrian', 'PERSON')"
"A Roman accused of any capital crime might prevent the
 sentence of the law by voluntary exile, or death.","('Roman', 'NORP')"
"A bolder effort
 was required to escape from the tyranny of the Caesars; but
 this effort was rendered familiar by the maxims of the
 stoics, the example of the bravest Romans, and the legal
 encouragements of suicide.","('Caesars', 'ORG'), ('Romans', 'NORP')"
"A codicil might be expressed in any mode, or in
 any language; but the subscription of five witnesses must
 declare that it was the genuine composition of the author.","('five', 'CARDINAL')"
"A dagger terminated the crimes
 of Domitian; but the prudence of Nerva confirmed his acts,
 which, in the joy of their deliverance, had been rescinded
 by an indignant senate. (45)","('Domitian', 'PERSON'), ('Nerva', 'PERSON'), ('45', 'CARDINAL')"
"A gradation of
 patricians and plebeians, of strangers and subjects, has
 supported the aristocracy of Genoa, Venice, and ancient
 Rome.","('Genoa', 'GPE'), ('Venice', 'GPE'), ('Rome', 'GPE')"
"A law which enforced the obligation, and strengthened
 the bonds of marriage, was clamorously rejected; Propertius,
 in the arms of Delia, applauded the victory of licentious
 love; and the project of reform was suspended till a new and
 more tractable generation had arisen in the world. (30)","('Propertius', 'ORG'), ('Delia', 'PERSON'), ('30', 'CARDINAL')"
"A more arduous operation was still behind — to extract the spirit of jurisprudence from the decisions and conjectures,
 the questions and disputes, of the Roman civilians.","('Roman', 'NORP')"
"A more liberal art was cultivated, however, by the sage of
 Rome, who, in a stricter sense, may be considered as the
 authors of the civil law.","('Rome', 'GPE')"
"A new and more impartial
 order was introduced by the Novels of Justinian, who
 affected to revive the jurisprudence of the Twelve Tables.","('the Novels of Justinian', 'ORG'), ('the Twelve Tables', 'ORG')"
"A new spirit of legislation, respectable even in its error,
 arose in the empire with the religion of Constantine. (197)","('Constantine', 'PERSON'), ('197', 'CARDINAL')"
"A painful death was inflicted by the amputation of
 the sinful instrument, or the insertion of sharp reeds into
 the pores and tubes of most exquisite sensibility; and
 Justinian defended the propriety of the execution, since the
 criminals would have lost their hands, had they been
 convicted of sacrilege.","('Justinian', 'PERSON')"
"A principle of
 discretion more congenial to monarchy was introduced into
 the republic: the art of respecting the name, and eluding
 the efficacy, of the laws, was improved by successive
 praetors; subtleties and fictions were invented to defeat
 the plainest meaning of the Decemvirs, and where the end was
 salutary, the means were frequently absurd.","('Decemvirs', 'NORP')"
"A private jurisdiction is repugnant to the
 spirit of monarchy; the parent was again reduced from a
 judge to an accuser; and the magistrates were enjoined by
 Severus Alexander to hear his complaints and execute his
 sentence.","('Severus Alexander', 'PERSON')"
"A rumor devoid of evidence has been propagated by the enemies of Justinian; that the jurisprudence of ancient Rome was reduced to ashes by the author of the Pandects, from the vain persuasion, that it was now either false or superfluous.","('Justinian', 'NORP'), ('Rome', 'GPE'), ('Pandects', 'PERSON')"
"A sacrifice of fruits was offered by the pontiffs
 in the presence of ten witnesses; the contracting parties
 were seated on the same sheep-skin; they tasted a salt cake
 of far or rice; and this confarreation, (116) which denoted
 the ancient food of Italy, served as an emblem of their
 mystic union of mind and body.","('ten', 'CARDINAL'), ('116', 'CARDINAL'), ('Italy', 'GPE')"
"A similar principle dictated the Voconian law, (147) which abolished the right of female inheritance.","('Voconian', 'LAW'), ('147', 'LAW')"
"A son, or, by the laws of Justinian,
 even a daughter, could no longer be disinherited by their
 silence: they were compelled to name the criminal, and to
 specify the offence; and the justice of the emperor
 enumerated the sole causes that could justify such a
 violation of the first principles of nature and society.","('Justinian', 'PERSON'), ('first', 'ORDINAL')"
"A stranger of Greece or Africa might be the friend or
 benefactor of a childless Roman, but none, except a
 fellow-citizen, could act as his heir.","('Greece', 'GPE'), ('Africa', 'LOC'), ('Roman', 'NORP')"
"A voluntary death, which, in the
 case of a capital offence, intervened between the accusation
 and the sentence, was admitted as a confession of guilt, and
 the spoils of the deceased were seized by the inhuman claims
 of the treasury. (206)","('206', 'CARDINAL')"
"A vote of the thirty five tribes could inflict
 a fine; but the cognizance of all capital crimes was
 reserved by a fundamental law to the assembly of the
 centuries, in which the weight of influence and property was
 sure to preponderate.","('thirty five', 'CARDINAL'), ('the\r\n centuries', 'DATE')"
"A wealthy bigot had bequeathed his inheritance to the church of Emesa; and its value was enhanced by the dexterity of an artist, who subscribed confessions of debt and promises of payment with the names of the richest Syrians.","('Emesa', 'ORG'), ('Syrians', 'NORP')"
"A wise Ephesian was driven by envy from his native country: before he could reach the shores of Latium, he had observed the various forms of human nature
 and civil society: he imparted his knowledge to the legislators of Rome, and a statue was erected in the forum to the perpetual memory of Hermodorus. (13)","('Ephesian', 'NORP'), ('Latium', 'LOC'), ('Rome', 'GPE'), ('Hermodorus', 'PERSON'), ('13', 'CARDINAL')"
"According to the
 various conditions of life, both sexes alternately felt the
 disgrace and injury: an inconstant spouse transferred her
 wealth to a new family, abandoning a numerous, perhaps a
 spurious, progeny to the paternal authority and care of her
 late husband; a beautiful virgin might be dismissed to the
 world, old, indigent, and friendless; but the reluctance of
 the Romans, when they were pressed to marriage by Augustus,
 sufficiently marks, that the prevailing institutions were
 least favorable to the males.","('Romans', 'NORP'), ('Augustus', 'PERSON')"
"According to the proud
 maxims of the republic, a legal marriage could only be
 contracted by free citizens; an honorable, at least an
 ingenuous birth, was required for the spouse of a senator:
 but the blood of kings could never mingle in legitimate
 nuptials with the blood of a Roman; and the name of Stranger
 degraded Cleopatra and Berenice, (133) to live the concubines of Mark Antony and Titus. (134)","('Roman', 'NORP'), ('Cleopatra', 'PERSON'), ('Berenice', 'PERSON'), ('133', 'CARDINAL'), ('Mark Antony', 'PERSON'), ('Titus', 'PERSON'), ('134', 'CARDINAL')"
"Adrian (36) appears to have been the first who
 assumed, without disguise, the plenitude of legislative
 power.","('Adrian', 'PERSON'), ('36', 'DATE'), ('first', 'ORDINAL')"
"Adrian transported to an island the jealous parent,
 who, like a robber, had seized the opportunity of hunting,
 to assassinate a youth, the incestuous lover of his
 step-mother. (110)","('Adrian', 'PERSON'), ('110', 'CARDINAL')"
"Adultery was first declared to be a capital offence: the
 frailty of the sexes was assimilated to poison or
 assassination, to sorcery or parricide; the same penalties
 were inflicted on the passive and active guilt of
 paederasty; and all criminals of free or servile condition
 were either drowned or beheaded, or cast alive into the
 avenging flames.","('first', 'ORDINAL')"
"After a triennial
 indulgence of lust, rapine, and cruelty, Verres, the tyrant
 of Sicily, could only be sued for the pecuniary restitution
 of three hundred thousand pounds sterling; and such was the
 temper of the laws, the judges, and perhaps the accuser
 himself, (183) that, on refunding a thirteenth part of his
 plunder, Verres could retire to an easy and luxurious exile.
 (184)","('Verres', 'PERSON'), ('Sicily', 'GPE'), ('three hundred thousand pounds', 'MONEY'), ('183', 'CARDINAL'), ('thirteenth', 'ORDINAL'), ('Verres', 'PERSON'), ('184', 'CARDINAL')"
"After many constitutional struggles, they
 were chosen in equal numbers from the senate, the equestrian
 order, and the people; four hundred and fifty were appointed
 for single questions; and the various rolls or decuries of
 judges must have contained the names of some thousand
 Romans, who represented the judicial authority of the state.","('four hundred and fifty', 'CARDINAL'), ('some thousand', 'CARDINAL'), ('Romans', 'NORP')"
"After the Punic triumphs, the matrons of Rome aspired to the
 common benefits of a free and opulent republic: their wishes
 were gratified by the indulgence of fathers and lovers, and
 their ambition was unsuccessfully resisted by the gravity of
 Cato the Censor. (120)","('Punic', 'NORP'), ('Rome', 'GPE'), ('Cato', 'PERSON'), ('120', 'CARDINAL')"
"After the example of
 Plato, he composed a republic; and, for the use of his
 republic, a treatise of laws; in which he labors to deduce
 from a celestial origin the wisdom and justice of the Roman
 constitution.","('Plato', 'PERSON'), ('Roman', 'NORP')"
"After the expulsion of the kings, the
 ambitious Roman, who should dare to assume their title or
 imitate their tyranny, was devoted to the infernal gods:
 each of his fellow-citizens was armed with the sword of
 justice; and the act of Brutus, however repugnant to
 gratitude or prudence, had been already sanctified by the
 judgment of his country.","('Roman', 'NORP'), ('Brutus', 'PERSON')"
"After the judicial proof or
 confession of the debt, thirty days of grace were allowed
 before a Roman was delivered into the power of his fellow-
 citizen.","('thirty days', 'DATE'), ('Roman', 'NORP')"
"After the permission of
 the decemvirs, each private lawgiver promulgated his verbal
 or written testament in the presence of five citizens, who
 represented the five classes of the Roman people; a sixth
 witness attested their concurrence; a seventh weighed the
 copper money, which was paid by an imaginary purchaser; and
 the estate was emancipated by a fictitious sale and
 immediate release.","('five', 'CARDINAL'), ('five', 'CARDINAL'), ('Roman', 'NORP'), ('sixth', 'ORDINAL'), ('seventh', 'ORDINAL')"
"Among the Romans a gens or lineage was united by a common name and domestic rites; the various cognomens or surnames of Scipio, or Marcellus, distinguished from each other the subordinate branches or families of the Cornelian or
 Claudian race: the default of the  agnats, of the same surname, was supplied by the larger denomination of gentiles; and the vigilance of the laws maintained, in the same name, the perpetual descent of religion and property.","('Romans', 'NORP'), ('Scipio', 'PERSON'), ('Marcellus', 'PERSON'), ('Cornelian', 'NORP'), ('Claudian', 'NORP')"
"Among the Romans, the enormous disproportion of
 wealth surmounted the ideal restraints of a doubtful
 tradition, and an obsolete statute; a tradition that the
 poorest follower of Romulus had been endowed with the
 perpetual inheritance of two jugera; (138) a statute which
 confined the richest citizen to the measure of five hundred
 jugera, or three hundred and twelve acres of land.","('Romans', 'NORP'), ('Romulus', 'PERSON'), ('two', 'CARDINAL'), ('138', 'CARDINAL'), ('five hundred\r\n jugera', 'QUANTITY'), ('three hundred and twelve acres', 'QUANTITY')"
"Among the various combinations of
 ideas, it is difficult to assign any reasonable preference;
 but as the order of Justinian is different in his three
 works, it is possible that all may be wrong; and it is
 certain that two cannot be right.","('Justinian', 'PERSON'), ('three', 'CARDINAL'), ('two', 'CARDINAL')"
"Among the various institutes of the
 Roman law, (97) those of Caius (98) were the most popular in
 the East and West; and their use may be considered as an
 evidence of their merit.","('Roman', 'NORP'), ('97', 'CARDINAL'), ('Caius', 'PERSON'), ('98', 'CARDINAL'), ('East', 'LOC'), ('West', 'LOC')"
"An imperfect right of property was at length
 communicated to sons; and the threefold distinction of
 profectitious, adventitious, and professional was
 ascertained by the jurisprudence of the Code and Pandects.
 (108)","('Code', 'LAW'), ('Pandects', 'WORK_OF_ART'), ('108', 'CARDINAL')"
"An indulgent edict of the younger
 Theodosius excused him from the labor of comparing and
 weighing their arguments.","('Theodosius', 'PERSON')"
"And this abuse, which placed their hasty decisions on the same level with mature and deliberate acts of legislation, was ineffectually condemned by the sense and example of Trajan.","('Trajan', 'PERSON')"
"Armed robbers were pursued and
 extirpated as the enemies of society; the driving away
 horses or cattle was made a capital offence; (188) but simple
 theft was uniformly considered as a mere civil and private
 injury.","('188', 'CARDINAL')"
"Arms, eloquence, and the study of the civil law, promoted a
 citizen to the honors of the Roman state; and the three
 professions were sometimes more conspicuous by their union
 in the same character.","('Roman', 'NORP'), ('three', 'CARDINAL')"
"As an Illyrian soldier, that idiom was
 familiar to the infancy of Justinian; his youth had been
 instructed by the lessons of jurisprudence, and his Imperial
 choice selected the most learned civilians of the East, to
 labor with their sovereign in the work of reformation.","('Illyrian', 'NORP'), ('Justinian', 'PERSON'), ('Imperial', 'ORG'), ('East', 'LOC')"
"As soon as the emperor had approved their labors, he ratified, by his legislative power, the speculations of these private citizens: their commentaries, on the twelve tables, the perpetual edict, the laws of the people, and the decrees of the senate, succeeded to the authority of the text; and the text was abandoned, as a useless, though venerable, relic of antiquity.","('twelve', 'CARDINAL')"
"As the legislator of the empire, Justinian might repeal the acts of the Antonines, or condemn, as seditious, the free principles, which were maintained by the last of the Roman lawyers. (80)","('Justinian', 'PERSON'), ('Antonines', 'PERSON'), ('Roman', 'NORP'), ('80', 'CARDINAL')"
"As the manners of Rome were
 insensibly polished, the criminal code of the decemvirs was
 abolished by the humanity of accusers, witnesses, and
 judges; and impunity became the consequence of immoderate
 rigor.","('Rome', 'GPE')"
"As their years and
 honors increased, they seated themselves at home on a chair
 or throne, to expect with patient gravity the visits of
 their clients, who at the dawn of day, from the town and
 country, began to thunder at their door.","('the dawn of day', 'DATE')"
"At Rome, and in
 the provinces, the duties of the subject, and the intentions
 of the governor, were proclaimed; and the civil
 jurisprudence was reformed by the annual edicts of the
 supreme judge, the praetor of the city.","('Rome', 'GPE')"
"At the expiration of sixty days, the debt was
 discharged by the loss of liberty or life; the insolvent
 debtor was either put to death, or sold in foreign slavery
 beyond the Tyber: but, if several creditors were alike
 obstinate and unrelenting, they might legally dismember his
 body, and satiate their revenge by this horrid partition.","('the expiration of sixty days', 'DATE'), ('Tyber', 'PERSON')"
"Attached to
 no party, interested only for the truth and candor of
 history, and directed by the most temperate and skilful
 guides, (4) I enter with just diffidence on the subject of
 civil law, which has exhausted so many learned lives, and
 clothed the walls of such spacious libraries.","('4', 'CARDINAL')"
"Augustus, who
 united the powers of both magistrates, adopted their
 different modes of repressing or chastising the license of
 divorce. (128)","('Augustus', 'PERSON')"
"Authority  of the Civilians— Code , Pandects, Novels,and Institutes of Justinian: 1 Rights  of Persons— 2  Rights  of Things.","('1', 'CARDINAL'), ('2', 'CARDINAL')"
"Before the
 invention of printing and paper, the labor and the materials
 of writing could be purchased only by the rich; and it may
 reasonably be computed, that the price of books was a
 hundred fold their present value. (83)","('a\r\n hundred', 'CARDINAL')"
"Before the age of
 Justinian, or perhaps of Diocletian, the decuries of Roman
 judges had sunk to an empty title:  Assessors.","('the age of\r\n Justinian', 'DATE'), ('Diocletian', 'PERSON'), ('Roman', 'NORP')"
"Before the time of the
 decemvirs, (151) a Roman citizen exposed his wishes and
 motives to the assembly of the thirty curiae or parishes,
 and the general law of inheritance was suspended by an
 occasional act of the legislature.","('151', 'CARDINAL'), ('Roman', 'NORP'), ('thirty', 'CARDINAL')"
"Besides the agreement of the parties, the essence of every
 rational contract, the Roman marriage required the previous
 approbation of the parents.","('Roman', 'NORP')"
"But
 the ministers of Justinian, (78) were instructed to labor,
 not for the curiosity of antiquarians, but for the immediate
 benefit of his subjects.","('Justinian', 'PERSON'), ('78', 'DATE')"
"But
 the precepts of the gospel, or the church, have at length
 imposed a pious servitude on the minds of Christians, and
 condemn them to expect, without a murmur, the last stroke of
 disease or the executioner.","('Christians', 'NORP')"
"But
 the same denomination of money was reduced, in three
 centuries, from a pound to the weight of half an ounce: and
 the insolence of a wealthy Roman indulged himself in the
 cheap amusement of breaking and satisfying the law of the
 twelve tables.","('three\r\n centuries', 'DATE'), ('half', 'CARDINAL'), ('Roman', 'NORP'), ('twelve', 'CARDINAL')"
"But a wild democracy,
 superior to the forms, too often disdains the essential
 principles, of justice: the pride of despotism was envenomed
 by plebeian envy, and the heroes of Athens might sometimes
 applaud the happiness of the Persian, whose fate depended on
 the caprice of a single tyrant.","('Athens', 'GPE'), ('Persian', 'NORP')"
"But although these venerable monuments were considered as the rule of right and the fountain of justice, (23) they were overwhelmed by the weight and variety of new laws, which, at the end of
 five centuries, became a grievance more intolerable than the vices of the city. (24)","('23', 'CARDINAL'), ('the end of\r\n five centuries', 'DATE'), ('24', 'CARDINAL')"
"But as the imprudence or
 prodigality of a dying man might exhaust the inheritance,
 and leave only risk and labor to his successor, he was
 empowered to retain the Falcidian portion; to deduct, before
 the payment of the legacies, a clear fourth for his own
 emolument.","('Falcidian', 'NORP'), ('fourth', 'ORDINAL')"
"But as the new practice of trusts degenerated into some
 abuse, the trustee was enabled, by the Trebellian and
 Pegasian decrees, to reserve one fourth of the estate, or to transfer on the head of the real heir all the debts and actions of the succession.","('Trebellian', 'PERSON'), ('Pegasian', 'ORG'), ('one fourth', 'CARDINAL')"
"But as their number continually multiplied, the rule of obedience became each day more doubtful and obscure, till the will of the sovereign was fixed and ascertained in the Gregorian, the Hermogenian, and the Theodosian codes.","('each day', 'DATE'), ('Gregorian', 'NORP'), ('Hermogenian', 'NORP'), ('Theodosian', 'NORP')"
"But in all the great lines of public and private jurisprudence,
 the legislators of Rome and Athens appear to be strangers or
 adverse at each other.","('Rome', 'GPE'), ('Athens', 'GPE')"
"But in the eye of the law, all Roman citizens
 were equal, and all subjects of the empire were citizens of
 Rome.","('Roman', 'NORP'), ('Rome', 'GPE')"
"But it was not before the ideas, and even the language, of
 the Romans had been corrupted, that a royal law, (39) and an
 irrevocable gift of the people, were created by the fancy of
 Ulpian, or more probably of Tribonian himself; (40) and the
 origin of Imperial power, though false in fact, and slavish
 in its consequence,  Their legislative power.","('Romans', 'NORP'), ('39', 'CARDINAL'), ('Ulpian', 'NORP'), ('Tribonian', 'NORP'), ('40', 'CARDINAL'), ('Imperial', 'NORP')"
