Sentence,Entities
"""How often,"" was he accustomed to say, ""is it the interest of four or five ministers to combine together to deceive their
 sovereign!","('four', 'CARDINAL'), ('five', 'CARDINAL')"
"""It well becomes the Persians,""  replied Galerius, with a transport of fury which seemed to convulse his whole frame, ""it well becomes the Persians to expatiate on the vicissitudes of fortune, and calmly to read us lectures on the virtues of moderation.","('Persians', 'NORP'), ('Galerius', 'PERSON'), ('Persians', 'NORP')"
"""The soil was dry and fertile, the air is pure and wholesome, and, though extremely hot during the summer months, this country seldom feels those sultry and noxious winds to which the coasts of Istria and some parts of Italy are exposed.","('the summer months', 'DATE'), ('Istria', 'LOC'), ('Italy', 'GPE')"
(1),"('1', 'CARDINAL')"
(111),"('111', 'CARDINAL')"
(112),"('112', 'CARDINAL')"
"(114)
 Description of Salona and the adjacent country.","('114', 'CARDINAL'), ('Salona', 'GPE')"
"(114)
Description of Salona and the adjacent country.","('114', 'CARDINAL'), ('Salona', 'GPE')"
(115),"('115', 'CARDINAL')"
(119),"('119', 'CARDINAL')"
"(15)
Series of events.","('15', 'CARDINAL')"
(18),"('18', 'CARDINAL')"
(19),"('19', 'CARDINAL')"
(2),"('2', 'CARDINAL')"
(3),"('3', 'CARDINAL')"
(31),"('31', 'CARDINAL')"
(33),"('33', 'CARDINAL')"
"(5)
Association and character of Maximian.","('5', 'CARDINAL'), ('Maximian', 'PERSON')"
(51),"('51', 'CARDINAL')"
"(73)
Negotiation for peace.","('73', 'CARDINAL')"
"(9)
Association of two caesars.","('9)\r\nAssociation', 'ORG'), ('two', 'CARDINAL')"
"A
 surprise, especially in the night-time, was for the most
 part fatal to a Persian army.","('Persian', 'NORP')"
"A circus, a theatre, a mint,
 a palace, baths, which bore the name of their founder
 Maximian; porticoes adorned with statues, and a double
 circumference of walls, contributed to the beauty of the new
 capital.","('Maximian', 'NORP')"
"A confederacy of five
 Moorish nations issued from their deserts to invade the
 peaceful provinces. (40) Julian had assumed the purple at 
 Carthage. (41)","('five', 'CARDINAL'), ('Moorish', 'NORP'), ('Julian', 'PERSON'), ('Carthage', 'GPE')"
"A just estimate of greatness, and the assurance of immortal fame, improve
 our relish for the pleasures of retirement; but the Roman emperor had filled too important a character in the world to enjoy without alloy the comforts and security of a private condition.","('Roman', 'NORP')"
"A languid and affected eloquence
 was still retained in the pay and service of the emperors,
 who encouraged not any arts except those which contributed
 to the gratification of their pride or the defence of their
 power. (123)","('123', 'CARDINAL')"
"A miserable village still preserves the name of Salona; but so late as the sixteenth century the remains of a theatre, and a confused prospect of broken arches and marble columns,  continued to attest its ancient splendour. (116)","('Salona', 'GPE'), ('the sixteenth century', 'DATE'), ('116', 'CARDINAL')"
"A slight resistance was followed by a dreadful carnage, and
 in the general confusion the wounded monarch (for Narses
 commanded his armies in person) fled towards the deserts of
 Media.","('Narses', 'PERSON')"
A.D. 285.,"('285', 'CARDINAL')"
A.D. 286.,"('A.D. 286', 'DATE')"
A.D. 287.,"('A.D. 287', 'DATE')"
A.D. 294.,"('294', 'CARDINAL')"
A.D. 296,"('A.D. 296', 'DATE')"
A.D. 296.,"('A.D. 296', 'DATE')"
A.D. 297.,"('A.D. 297', 'DATE')"
A.D. 303.,"('303', 'CARDINAL')"
A.D. 313.,"('313', 'CARDINAL')"
Abdication of Diocletian and Maximian.,"('Abdication of Diocletian', 'PERSON'), ('Maximian', 'NORP')"
"About six or seven miles from the city Diocletian constructed a magnificent palace, and we may infer, from the greatness of the work, how long he had meditated his design of abdicating
 the empire.","('About six or seven miles', 'QUANTITY'), ('Diocletian', 'PERSON')"
"Above all, they regretted the large amount of the revenue of
 Britain, whilst they confessed that such a province well
 deserved to become the seat of an independent monarchy. (27) Power of Carausius.","('Britain', 'GPE'), ('27', 'CARDINAL')"
"According to his religion and situation, each writer chooses either Diocletian, or Constantine, or Valens, or Theodosius, for the object of his invectives; but they unanimously agree in representing the burden of the public impositions, and particularly the land-tax and capitation, as the intolerable and increasing grievance of their own times.","('Diocletian', 'PERSON'), ('Constantine', 'PERSON'), ('Valens', 'PERSON'), ('Theodosius', 'PERSON')"
"Achilleus at Alexandria, and even the Blemmyes, 
 renewed, or rather continued, their incursions into the
 Upper Egypt.","('Alexandria', 'GPE'), ('Blemmyes', 'NORP'), ('the\r\n Upper Egypt', 'LOC')"
"Adversity had confirmed the Roman discipline, while the 
 barbarians, elated by success, were become so negligent and
 remiss that, in the moment when they least expected it, they
 were surprised by the active conduct of Galerius, who,
 attended only by two horsemen, had with his own eyes
 secretly examined the state and position of their camp.","('Roman', 'NORP'), ('Galerius', 'PERSON'), ('two', 'CARDINAL')"
"Africa and Britain, the
 Rhine, the Danube, and the Nile, furnished their respective
 trophies; but the most distinguished ornament was of a more
 singular nature, a Persian victory followed by an important
 conquest.","('Africa', 'LOC'), ('Britain', 'GPE'), ('Rhine', 'LOC'), ('Danube', 'LOC'), ('Nile', 'LOC'), ('Persian', 'NORP')"
"After a siege of eight months,
 Alexandria, wasted by the sword and by fire, implored the
 clemency of the conqueror, but it experienced the full
 extent of his severity.","('eight months', 'DATE'), ('Alexandria', 'GPE')"
"After the example
 of Marcus, he gave himself a colleague in the person of
 Maximian, on whom he bestowed at first the title of Caesar,
 and afterwards that of Augustus. (6)","('Marcus', 'PERSON'), ('Maximian', 'PERSON'), ('first', 'ORDINAL'), ('Caesar', 'PERSON'), ('Augustus', 'PERSON'), ('6', 'CARDINAL')"
"Although the youth of 
 Constantius had been spent in arms, he was endowed with a
 mild and amiable disposition, and the popular voice had long
 since acknowledged him worthy of the rank which he at last
 attained.","('Constantius', 'PERSON')"
"Among the Armenian nobles appeared an ally whose
 fortunes are too remarkable to pass unnoticed.","('Armenian', 'NORP')"
"And when, after
 a vast expense of time and labour, a new armament was
 launched into the water, (29) the Imperial troops, 
 unaccustomed to that element, were easily baffled and
 defeated by the veteran sailors of the usurper.","('29', 'CARDINAL'), ('Imperial', 'NORP')"
Answer of Gallerius.,"('Gallerius', 'PERSON')"
"Apharban
 opened the conference by expressing his master's gratitude
 for the generous treatment of his family, and by soliciting
 the liberty of those illustrious captives.","('Apharban', 'PERSON')"
"Apharban concluded his discourse in
 the style of Eastern allegory, by observing that the Roman
 and Persian monarchies were the two eyes of the world, which
 would remain imperfect and mutilated if either of them
 should be put out.","('Apharban', 'PERSON'), ('Eastern', 'NORP'), ('Roman', 'NORP'), ('Persian', 'NORP'), ('two', 'CARDINAL')"
April 1.,"('April 1', 'DATE')"
"Armenia was chosen for the place of exile, and a
 large district was assigned to the Scythian horde, on which
 they might feed their flocks and herds, and remove their
 encampment from one place to another, according to the
 different seasons of the year.","('Armenia', 'GPE'), ('Scythian', 'NORP'), ('one', 'CARDINAL'), ('the\r\n different seasons of the year', 'DATE')"
Armenia.,"('Armenia', 'GPE')"
"As
 the minister of peace, he was received with every mark of
 politeness and friendship; but, under the pretence of
 allowing him the necessary repose after so long a journey,
 the audience of Probus was deferred from day to day, and he
 attended the slow motions of the king, till at length he was
 admitted to his presence, near the river Asprudus, in Media.","('Probus', 'PERSON')"
"As he wished to
 secure the obedience of Maximian, he exacted from him either
 a general assurance that he would submit his actions to the
 authority of his benefactor, or a particular promise that he
 would descend from the throne whenever he should receive the
 advice and the example.","('Maximian', 'PERSON')"
"As long as that enthusiasm prevailed, many of the
 nobles imprudently displayed their zeal in the cause of
 freedom; and after the successors of Probus had withdrawn
 their countenance from the republican party, the senators
 were unable to disguise their impotent resentment.","('Probus', 'PERSON'), ('the republican party', 'ORG')"
"As long as the
 emperors resided at Rome, that assembly might be oppressed,
 but it could scarcely be neglected.","('Rome', 'GPE')"
"As soon as Diocletian
 entered into the twentieth year of his reign, he celebrated
 that memorable era, as well as the success of his arms by
 the pomp of a Roman triumph. (85) Maximian, the equal partner 
 of his power, was his only companion in the glory of that
 day.","('Diocletian', 'PERSON'), ('the twentieth year', 'DATE'), ('Roman', 'NORP'), ('Maximian', 'PERSON'), ('that\r\n day', 'DATE')"
"As soon as Diocletian had indulged his private resentment,
 and asserted the majesty of supreme power, he yielded to the
 submissive entreaties of the Caesar, and permitted him to
 retrieve his own honour, as well as that of the Roman arms.","('Diocletian', 'PERSON'), ('Caesar', 'PERSON'), ('Roman', 'NORP')"
"As soon as a bloody
 sacrifice had been offered to prudence or to revenge,
 Diocletian, by his seasonable intercession, saved the
 remaining few whom he had never designed to punish, gently
 censured the severity of his stern colleague, and enjoyed
 the comparison of a golden and an iron age, which was
 universally applied to their opposite maxims of government.","('Diocletian', 'PERSON')"
"As soon as he had divested himself of the purple,
 he withdrew from the gazing multitude, and, traversing the
 city in a covered chariot, proceeded without delay to the
 favourite retirement which he had chosen in his native
 country of Dalmatia.","('Dalmatia', 'GPE')"
"As soon as this difficulty was removed, a solemn peace was
 concluded and ratified between the two nations.","('two', 'CARDINAL')"
"As the
 sovereign of Italy, Maximian was intrusted with the care of
 extinguishing this troublesome rather than dangerous spirit,
 and the task was perfectly suited to his cruel temper.","('Italy', 'GPE'), ('Maximian', 'PERSON')"
"As the reign of Diocletian was more illustrious than that of
 any of his predecessors, so was his birth more abject and
 obscure.","('Diocletian', 'PERSON')"
"As they agreed with the Christians
 in a few mysterious points of faith, they attacked the
 remainder of their theological system with all the fury of
 civil war.","('Christians', 'NORP')"
"Asclepiodotus
 had no sooner disembarked the imperial troops than he set
 fire to his ships; and, as the expedition proved fortunate,
 his heroic conduct was universally admired.","('Asclepiodotus', 'PERSON')"
"At
 length, however, on the first of March, Diocletian once more
 appeared in public, but so pale and emaciated that he could
 scarcely have been recognised by those to whom his person
 was the most familiar.","('the first of March', 'DATE'), ('Diocletian', 'PERSON')"
