Sentence,Entities
(10),"('10', 'CARDINAL')"
"(11) Different cities of Ionia and Bithynia were 
 assigned for the places of their exile and education; but as
 soon as their growing years excited the jealousy of the
 emperor, he judged it more prudent to secure those unhappy
 youths in the strong castle of Macellum, near Caesarea.","('11', 'CARDINAL'), ('Ionia', 'GPE'), ('Bithynia', 'GPE'), ('Macellum', 'GPE'), ('Caesarea', 'GPE')"
"(17) The cruelty of Gallus was sometimes displayed in the
 undissembled violence of popular or military executions: and
 was sometimes disguised by the abuse of law and the forms of
 judicial proceedings.","('Gallus', 'PERSON')"
"(33) He trembled for his life, for his 
 fame, and even for his virtue; and his sole confidence was
 derived from the persuasion that Minerva inspired all his
 actions, and that he was protected by an invisible guard of
 angels, whom for that purpose she had borrowed from the Sun
 and Moon.","('Minerva', 'PERSON'), ('the Sun\r\n and Moon', 'WORK_OF_ART')"
(4),"('4', 'CARDINAL')"
(43),"('43', 'CARDINAL')"
"A
 numerous swarm of Franks and Alemanni were invited to cross
 the Rhine by presents and promises, by the hopes of spoil,
 and by a perpetual grant of all the territories which they
 should be able to subdue.","('Franks', 'PERSON'), ('Alemanni', 'PERSON'), ('Rhine', 'LOC')"
"A count, a notary, and a sophist, had been selected for this important commission; and Constantius, who was secretly anxious for the conclusion of the peace, entertained some hopes that the dignity of the first of these ministers, the dexterity of the second, and
 the rhetoric of the third, (51) would persuade the Persian monarch to abate the rigour of his demands.","('Constantius', 'PERSON'), ('first', 'ORDINAL'), ('second', 'ORDINAL'), ('third', 'ORDINAL'), ('51', 'DATE'), ('Persian', 'NORP')"
"A forest overspread the northern side of the Seine, but on the south; the ground which now bears the name of the University was insensibly covered with houses, and adorned with a palace and amphitheatre, baths, an aqueduct, and a field of Mars for the exercise of the Roman troops.","('Seine', 'LOC'), ('University', 'ORG'), ('Mars', 'LOC'), ('Roman', 'NORP')"
"A temper naturally morose and
 violent, instead of being corrected, was soured by solitude
 and adversity; the remembrance of what he had endured
 disposed him to retaliation rather than to sympathy; and the
 ungoverned sallies of his rage were often fatal to those who
 approached his person, or were subject to his power.(15) 
 Constantina, his wife, is described, not as a woman, but as
 one of the infernal furies tormented with an insatiate
 thirst of human blood.(16) Instead of employing her influence 
 to insinuate the mild counsels of prudence and humanity, she
 exasperated the fierce passions of her husband; and as she
 retained the vanity, though she had renounced the gentleness
 of her sex, a pearl necklace was esteemed an equivalent
 price for the murder of an innocent and virtuous nobleman.","('Constantina', 'PERSON'), ('one', 'CARDINAL')"
"A very judicious plan of operations was adopted for the
 approaching campaign Julian himself, at the head of the
 remains of the veteran bands, and of some new levies which
 he had been permitted to form, boldly penetrated into the
 centre of the German cantonments, and carefully
 re-established the fortifications of Saverne, in an
 advantageous post which would either check the incursions or
 intercept the retreat of the enemy.","('Julian', 'PERSON'), ('German', 'NORP'), ('Saverne', 'PRODUCT')"
"A vessel of uncommon strength and
 capaciousness was provided to convey this enormous weight of
 granite, at least an hundred and fifteen feet in length,
 from the banks of the Nile to those of the Tiber.","('at least an hundred and fifteen feet', 'QUANTITY'), ('Nile', 'LOC'), ('Tiber', 'LOC')"
"Above all, the Persian monarch, elated by
 victory, again threatened the peace of Asia; and the
 presence of the emperor was indispensably required both in
 the West and in the East.","('Persian', 'NORP'), ('Asia', 'LOC'), ('West', 'LOC'), ('East', 'LOC')"
"After
 dismantling the walls of Singara, the conqueror abandoned
 that solitary and sequestered place; but he carefully
 restored the fortifications of Bezabde, and fixed in that
 important post a garrison or colony of veterans, amply
 supplied with every means of defence, and animated by high
 sentiments of honour and fidelity.","('Singara', 'GPE'), ('Bezabde', 'NORP')"
