Sentence,Entities
(12),"('12', 'CARDINAL')"
(13),"('13', 'CARDINAL')"
(34),"('34', 'CARDINAL')"
(42),"('42', 'CARDINAL')"
(5),"('5', 'CARDINAL')"
(53),"('53', 'CARDINAL')"
(54),"('54', 'CARDINAL')"
(55),"('55', 'CARDINAL')"
"1. The victorious charioteers
 were cast in bronze, at their own or the public charge, and
 fitly placed in the hippodrome: they stood aloft in their
 chariots, wheeling round the goal: the spectators could
 admire their attitude, and judge of the resemblance; and of
 these figures, the most perfect might have been transported
 from the Olympic stadium.","('1', 'CARDINAL'), ('Olympic', 'NORP')"
10.,"('10', 'CARDINAL')"
"11. A colossal statue
 of Juno, which had once adorned her temple of Samos, the
 enormous head by four yoke of oxen was laboriously drawn to
 the palace.","('11', 'CARDINAL'), ('Juno', 'PERSON'), ('Samos', 'GPE'), ('four', 'CARDINAL')"
12.,"('12', 'CARDINAL')"
"2. The sphinx, river-horse, and
 crocodile, denote the climate and manufacture of Egypt and
 the spoils of that ancient province.","('2', 'CARDINAL'), ('Egypt', 'GPE')"
"3. The she-wolf
 suckling Romulus and Remus, a subject alike pleasing to the
 old and the new Romans, but which could really be treated
 before the decline of the Greek sculpture.","('3', 'CARDINAL'), ('Romulus', 'PERSON'), ('Remus', 'PERSON'), ('Romans', 'NORP'), ('Greek', 'NORP')"
"4. An eagle
 holding and tearing a serpent in his talons, a domestic
 monument of the Byzantines, which they ascribed, not to a
 human artist, but to the magic power of the philosopher
 Apollonius, who, by this talisman, delivered the city from
 such venomous reptiles.","('4', 'CARDINAL'), ('Byzantines', 'NORP'), ('Apollonius', 'PERSON')"
"5. An ass and his driver, which
 were erected by Augustus in his colony of Nicopolis, to
 commemorate a verbal omen of the victory of Actium.","('5', 'CARDINAL'), ('Augustus', 'PERSON'), ('Nicopolis', 'GPE'), ('Actium', 'ORG')"
"6. An
 equestrian statue which passed, in the vulgar opinion, for
 Joshua, the Jewish conqueror, stretching out his hand to
 stop the course of the descending sun.","('6', 'CARDINAL'), ('Joshua', 'PERSON'), ('Jewish', 'NORP')"
"7. A square and lofty
 obelisk of brass; the sides were embossed with a variety of
 picturesque and rural scenes, birds singing; rustics
 laboring, or playing on their pipes; sheep bleating; lambs
 skipping; the sea, and a scene of fish and fishing; little
 naked cupids laughing, playing, and pelting each other with
 apples; and, on the summit, a female figure, turning with
 the slightest breath, and thence denominated the wind's
 attendant.","('7', 'CARDINAL')"
"8. The Phrygian shepherd presenting to Venus the
 prize of beauty, the apple of discord.","('8', 'CARDINAL'), ('Phrygian', 'NORP'), ('Venus the\r\n prize', 'WORK_OF_ART')"
"9. The incomparable
 statue of Helen, which is delineated by Nicetas in the words
 of admiration and love: her well-turned feet, snowy arms,
 rosy lips, bewitching smiles, swimming eyes, arched
 eyebrows, the harmony of her shape, the lightness of her
 drapery, and her flowing locks that waved in the wind; a
 beauty that might have moved her Barbarian destroyers to
 pity and remorse.","('9', 'CARDINAL'), ('Helen', 'PERSON'), ('Nicetas', 'PERSON'), ('Barbarian', 'NORP')"
"A
 prostitute was seated on the throne of the patriarch; and
 that daughter of Belial, as she is styled, sung and danced
 in the church, to ridicule the hymns and processions of the
 Orientals.","('Belial', 'PERSON'), ('Orientals', 'NORP')"
"A double alliance, and the dignity
 of Caesar, had connected with the Imperial family the two
 elder brothers of Boniface: (51) he expected to derive a
 kingdom from the important service; and the more generous
 ambition of Dandolo was eager to secure the inestimable
 benefits of trade and dominion that might accrue to his
 country. (52)","('Caesar', 'PERSON'), ('Imperial', 'NORP'), ('two', 'CARDINAL'), ('Boniface', 'PERSON'), ('51', 'CARDINAL'), ('Dandolo', 'PERSON')"
"A double line, three bow-shots in front, was
 formed by the galleys and ships; and the swift motion of the
 former was supported by the weight and loftiness of the
 latter, whose decks, and poops, and turret, were the
 platforms of military engines, that discharged their shot
 over the heads of the first line.","('three', 'CARDINAL'), ('first', 'ORDINAL')"
"A fearless
 spectator, whose mind could entertain the ideas of pomp and
 pleasure, might have admired the long array of two embattled
 armies, which extended above half a league, the one on the
 ships and galleys, the other on the walls and towers raised
 above the ordinary level by several stages of wooden
 turrets.","('two', 'CARDINAL'), ('half', 'CARDINAL'), ('one', 'CARDINAL')"
"A general assembly was
 convened to ratify the treaty: the stately chapel and place
 of St. Mark were filled with ten thousand citizens; and the
 noble deputies were taught a new lesson of humbling
 themselves before the majesty of the people.","('St. Mark', 'LOC'), ('ten thousand', 'CARDINAL')"
