Sentence,Entities
"(1)
State of the Vandals","('State of the Vandals', 'PERSON')"
(11),"('11', 'CARDINAL')"
(111),"('111', 'CARDINAL')"
(19),"('19', 'CARDINAL')"
(34),"('34', 'CARDINAL')"
(72),"('72', 'CARDINAL')"
"A
 false and servile epistle was subscribed by the reluctant
 hand of the captive queen; but the confession of the Roman
 senators who were sent to Constantinople revealed the truth
 of her deplorable situation, and Justinian, by the voice of
 a new ambassador, most powerfully interceded for her life
 and liberty.","('Roman', 'NORP'), ('Constantinople', 'GPE'), ('Justinian', 'PERSON')"
"A
 large portion of Rome, from the Praenestine gate to the
 church of St. Paul, was never invested by the Goths; their
 excursions were restrained by the activity of the Moorish
 troops: the navigation of the Tyber, and the Latin, Appian,
 and Ostian ways, were left free and unmolested for the
 introduction of corn and cattle, or the retreat of the
 inhabitants, who sought refuge in Campania or Sicily.","('Rome', 'GPE'), ('the Praenestine gate', 'FAC'), ('St. Paul', 'GPE'), ('Goths', 'NORP'), ('Moorish', 'NORP'), ('Tyber', 'NORP'), ('Latin', 'NORP'), ('Appian', 'NORP'), ('Ostian', 'NORP'), ('Campania', 'GPE'), ('Sicily', 'GPE')"
"A
 national council was immediately held, and the new monarch
 reconciled the impatient spirit of the Barbarians to a
 measure of disgrace, which the misconduct of his predecessor
 rendered wise and indispensable.","('Barbarians', 'NORP')"
"A
 sharp perpendicular rock rises above the level of the
 mountain, where the African princes deposited their wives
 and treasure; and a proverb is familiar to the Arabs, that
 the man may eat fire who dares to attack the craggy cliffs
 and inhospitable natives of Mount Aurasius.","('African', 'NORP'), ('Arabs', 'NORP'), ('Mount Aurasius', 'LOC')"
"A Goth,
 whom he had injured in his love, overtook Theodatus on the
 Flaminian way, and, regardless of his unmanly cries,
 slaughtered him, as he lay, prostrate on the ground, like a
 victim (says the historian) at the foot of the altar.","('Goth', 'PERSON'), ('Theodatus', 'PERSON'), ('Flaminian', 'NORP')"
"A Gothic prince, who had married the daughter of Theodatus,
 was stationed with an army to guard the entrance of Italy;
 but he imitated, without scruple, the example of a sovereign
 faithless to his public and private duties.","('Gothic', 'NORP'), ('Theodatus', 'PERSON'), ('Italy', 'GPE')"
"A chain was drawn across the Tyber; the
 arches of the aqueducts were made impervious, and the mole
 or sepulchre of Hadrian (82) was converted, for the first
 time, to the uses of a citadel.","('Tyber', 'PRODUCT'), ('Hadrian', 'PERSON'), ('82', 'CARDINAL'), ('first', 'ORDINAL')"
"A chosen troop of guards, who served
 on horseback and were armed with lances and bucklers,
 attended the person of Belisarius; his cavalry was composed
 of two hundred Huns, three hundred Moors, and four thousand
 confederates, and the infantry consisted only of three
 thousand Isaurians.","('Belisarius', 'PERSON'), ('two hundred', 'CARDINAL'), ('Huns', 'NORP'), ('three hundred', 'CARDINAL'), ('Moors', 'NORP'), ('four thousand', 'CARDINAL'), ('three\r\n thousand', 'CARDINAL'), ('Isaurians', 'NORP')"
"A citadel was
 erected to secure this important conquest, and to remind the
 barbarians of their defeat; and as Solomon pursued his march
 to the west, the long-lost province of Mauritanian Sitifi was again
 annexed to the Roman empire.","('Solomon', 'PERSON'), ('Mauritanian Sitifi', 'NORP'), ('Roman', 'NORP')"
"A detachment
 of five thousand soldiers, and one hundred and twenty
 galleys, would have joined the remaining forces of the
 Vandals; and the descendant of Genseric might have surprised
 and oppressed a fleet of deep laden transports, incapable of
 action, and of light brigantines that seemed only qualified
 for flight.","('five thousand', 'CARDINAL'), ('one hundred and twenty', 'CARDINAL'), ('Vandals', 'PRODUCT'), ('Genseric', 'ORG')"
"A feeble rampart, and a
 shallow ditch, were maintained by the skill and valour of
 John the Sanguinary, who shared the danger and fatigue of
 the meanest soldier, and emulated, on a theatre less
 illustrious, the military virtues of his great commander.","('John the Sanguinary', 'PERSON')"
"A fine of one hundred and twenty thousand pounds sterling was levied on the fortunes of Belisarius; and with the office of count, or master of the royal stables, he accepted the conduct of the Italian war.","('one hundred and twenty thousand pounds', 'QUANTITY'), ('Belisarius', 'PERSON'), ('the Italian war', 'EVENT')"
"A flattering senate was
 sometime admitted to gaze on the magnificent spectacle; but
 it was enviously secluded from the public view: and the
 conqueror of Italy renounced, without a murmur, perhaps
 without a sigh, the well-earned honours of a second triumph.","('Italy', 'GPE'), ('second', 'ORDINAL')"
A fleet of three thousand Isaurians cast anchor in the Bay of Naples and afterwards at Ostia.,"('three thousand', 'CARDINAL'), ('Isaurians', 'NORP'), ('the Bay of Naples', 'LOC'), ('Ostia', 'GPE')"
"A fleet, which had surprised Ancona,
 sailed along the coast of the Hadriatic, to the relief of
 the besieged city.","('Ancona', 'GPE'), ('Hadriatic', 'LOC')"
"A hasty flight into Asia saved Theodosius from the justice of an injured husband, who had signified to one of his guards the order of his death; but the tears of Antonina, and her artful seductions, assured the credulous hero of her innocence: and he stooped, against his faith and judgment, to abandon those imprudent friends, who had presumed to accuse or doubt the chastity of his wife.","('Asia', 'LOC'), ('Theodosius', 'PERSON'), ('one', 'CARDINAL'), ('Antonina', 'PERSON')"
"A letter was intercepted, which assured the
 king of the Goths that the Asinarian gate, adjoining to the
 Lateran church, should be secretly opened to his troops.","('Goths', 'NORP'), ('Asinarian', 'NORP'), ('Lateran', 'NORP')"
"A nation of two hundred thousand soldiers might have smiled at the vain menace of Justinian and his lieutenant but a spirit of discord and disaffection prevailed in Italy, and the Goths supported with reluctance
the indignity of a female reign.(51)
Government and death of Amalasontha, queen of Italy, A.D. 522-534.","('two hundred thousand', 'CARDINAL'), ('Justinian', 'PERSON'), ('Italy', 'GPE'), ('Goths', 'NORP'), ('51', 'CARDINAL'), ('Amalasontha', 'PERSON'), ('Italy', 'GPE'), ('522-534', 'CARDINAL')"
"A rash though judicious saying of Constantine, ""I would sooner have punished the adulteress than the boy,"" was deeply remembered by Antonina; and two years afterwards, when despair had armed that officer against his general, her sanguinary advice decided and hastened his execution.","('Constantine', 'PERSON'), ('Antonina', 'PERSON'), ('two years afterwards', 'DATE')"
"A reinforcement
 of sixteen hundred Sclavonians and Huns was led by Martin and Valerian; and as they reposed during the winter season in the harbours of Greece, the strength of the men and horses was not impaired by the fatigues of a sea-voyage; and they distinguished their valour in the first sally against the
 besiegers.","('sixteen hundred', 'CARDINAL'), ('Sclavonians', 'NORP'), ('Huns', 'PERSON'), ('Martin', 'PERSON'), ('Valerian', 'PERSON'), ('the winter season', 'DATE'), ('Greece', 'GPE'), ('first', 'ORDINAL')"
"A secret passage was discovered in one of the aqueducts; two
 citizens of the Vatican were tempted by bribes to intoxicate
 the guards of the Aurelian gate; an attack was meditated on
 the walls beyond the Tyber, in a place which was not
 fortified with towers; and the Barbarians advanced, with
 torches and scaling-ladders, to the assault of the Pincian
 gate.","('one', 'CARDINAL'), ('two', 'CARDINAL'), ('Vatican', 'FAC'), ('Aurelian', 'GPE'), ('Tyber', 'PRODUCT'), ('Barbarians', 'NORP'), ('Pincian', 'GPE')"
"A sister of the great Theodoric had been given in
 marriage to Thrasimond the African king: (49) on this
 occasion the fortress of Lilybaeum,(50) in Sicily, was
 resigned to the Vandals, and the princess Amalafrida was
 attended by a martial train of one thousand nobles and five
 thousand Gothic soldiers, who signalised their valour in the
 Moorish wars.","('Theodoric', 'PERSON'), ('Thrasimond', 'PERSON'), ('African', 'NORP'), ('49', 'CARDINAL'), ('Lilybaeum', 'PERSON'), ('50', 'CARDINAL'), ('Sicily', 'GPE'), ('Vandals', 'NORP'), ('Amalafrida', 'PERSON'), ('one thousand', 'CARDINAL'), ('five\r\n thousand', 'CARDINAL'), ('Gothic', 'NORP'), ('Moorish', 'NORP')"
"A youth of consular  rank, and a sickly constitution, was punished, without a
 trial, like a malefactor and a slave: yet such was the
 constancy of his mind, that Photius sustained the tortures
 of the scourge and the rack, ! without violating the faith  which he had sworn to Belisarius.","('Photius', 'PERSON'), ('Belisarius', 'PERSON')"
"About the time of the summer solstice, Euthalius landed at Terracina with large sums of money for the payment of the troops: he cautiously proceeded along the Appian way,
 and this convoy entered Rome through the gate Capena, (92) while Belisarius, on the other side, diverted the attention of the Goths by a vigorous and successful skirmish.","('Euthalius', 'PERSON'), ('Terracina', 'GPE'), ('Appian', 'NORP'), ('Rome', 'GPE'), ('Capena', 'PERSON'), ('92', 'CARDINAL'), ('Belisarius', 'PERSON'), ('Goths', 'NORP')"
"Above two thousand horse, of whom a part were Thracians, landed at Tarentum; and, after the junction of five hundred soldiers of Campania, and a train of wagons
 laden with wine and flour, they directed their march on the
 Appian way, from Capua to the neighbourhood of Rome.","('two thousand', 'CARDINAL'), ('Thracians', 'NORP'), ('Tarentum', 'GPE'), ('five hundred', 'CARDINAL'), ('Campania', 'GPE'), ('Appian', 'NORP'), ('Capua', 'GPE'), ('Rome', 'GPE')"
"According to
 military practice, the bread or biscuit of the Romans was
 twice prepared in the oven, and the diminution of one fourth
 was cheerfully allowed for the loss of weight.","('Romans', 'NORP'), ('one fourth', 'CARDINAL')"
"According to the degrees of rank or merit, the Gothic king
 distributed arms and horses, rich gifts, and liberal
 promises; he moved along the Flaminian way, declined the
 useless sieges of Perusia and Spoleto, respected he
 impregnable rock of Narni, and arrived within two miles of
 Rome at the foot of the Milvian bridge.","('Gothic', 'NORP'), ('Flaminian', 'NORP'), ('Perusia', 'GPE'), ('Spoleto', 'GPE'), ('Narni', 'GPE'), ('two miles', 'QUANTITY'), ('Rome', 'GPE'), ('Milvian', 'GPE')"
"Accused by
 credible witnesses, and the evidence of his own
 subscription, the successor of St. Peter was despoiled of
 his pontifical ornaments, clad in the mean habit of a monk,
 and embarked, without delay, for a distant exile in the
 East.","('St. Peter', 'GPE'), ('East', 'LOC')"
"Adversity had awakened the Romans from
 the dreams of grandeur and freedom, and taught them the
 humiliating lesson, that it was of small moment to their
 real happiness, whether the name of their master was derived
 from the Gothic or the Latin language.","('Romans', 'NORP'), ('Gothic', 'LANGUAGE'), ('Latin', 'LANGUAGE')"
"Adversity swept away these extraneous ornaments, and left
 naked and desolate a considerable part even of the seven
 hills.","('seven', 'CARDINAL')"
"After Belisarius had left sufficient garrisons in Palermo
 and Syracuse, he embarked his troops at Messina, and landed
 them, without resistance, on the opposite shores of Rhegium.","('Belisarius', 'PERSON'), ('Palermo', 'GPE'), ('Syracuse', 'GPE'), ('Messina', 'GPE'), ('Rhegium', 'GPE')"
"After Rome herself had been stripped of the
 Imperial purple, the princes of Constantinople assumed the
 sole and sacred sceptre of the monarchy; demanded, as their
 rightful inheritance, the provinces which had been subdued
 by the consuls, or possessed by the Caesars; and feebly
 aspired to deliver their faithful subjects of the West from
 the usurpation of heretics and Barbarians.","('Rome', 'GPE'), ('Imperial', 'NORP'), ('Constantinople', 'GPE'), ('Caesars', 'ORG'), ('West', 'LOC'), ('Barbarians', 'NORP')"
"After a bold inroad into Persarmenia, in which his glory was
 shared by a colleague, and his progress was checked by an
 enemy, Belisarius repaired to the important station of Dara,
 where he first accepted the service of Procopius, the
 faithful companion, and diligent historian, of his exploits.
 (6)","('Persarmenia', 'GPE'), ('Belisarius', 'PERSON'), ('Dara', 'PERSON'), ('first', 'ORDINAL'), ('Procopius', 'PERSON'), ('6', 'CARDINAL')"
"After a specious discourse to
 vindicate the justice of his cause, they declared, that, for
 the sake of peace, they were disposed to renounce the
 possession of Sicily.","('Sicily', 'GPE')"
"After an
 obstinate siege, the capital of Liguria was reduced by
 famine; but no capitulation could be obtained, except for
 the safe retreat of the Roman garrison.","('Liguria', 'GPE'), ('Roman', 'NORP')"
"After despatching a light detachment to tread the footsteps of Gelimer, he advanced, with his whole army, about ten days' march, as far as Hippo Regius, which no longer possessed the relics of St. Augustin. (22)","('Gelimer', 'PERSON'), (""about ten days'"", 'DATE'), ('Hippo Regius', 'PERSON'), ('St. Augustin', 'GPE'), ('22', 'CARDINAL')"
"After his death
 the sceptre of Spain was disputed by a civil war.","('Spain', 'GPE')"
"After the departure of Belisarius, who acted by a
 high and special commission, no ordinary provision was made
 for a master- general of the forces; but the office of
 Praetorian praefect was entrusted to a soldier; the civil
 and military powers were united, according to the practice
 of Justinian, in the chief governor; and the representative
 of the emperor in Africa, as well as in Italy, was soon
 distinguished by the appellation of Exarch. (27)","('Belisarius', 'PERSON'), ('Praetorian', 'PERSON'), ('Justinian', 'PERSON'), ('Africa', 'LOC'), ('Italy', 'GPE'), ('Exarch', 'ORG'), ('27', 'CARDINAL')"
"After the exile of their
 king and nobles, the servile crowd might purchase their
 safety by adjuring their character, religion, and language;
 and their degenerate posterity would be insensibly mingled
 with the common herd of African subjects.","('African', 'NORP')"
"After the failure of the royal line, Theudes, a
 valiant and powerful chief, ascended the throne of Spain
 which he had formerly administered in the name of Theodoric
 and his infant grandson.","('Theudes', 'PERSON'), ('Spain', 'GPE'), ('Theodoric', 'PERSON')"
"After the second victory of Belisarius, envy again whispered, Justinian listened, and the hero was recalled.","('second', 'ORDINAL'), ('Belisarius', 'PERSON'), ('Justinian', 'PERSON')"
"After their separation from
 the army, the naval commanders had proceeded with slow
 caution along the coast till they reached the Hermaean
 promontory, and obtained the first intelligence of the
 victory of Belisarius.","('the Hermaean\r\n promontory', 'LOC'), ('first', 'ORDINAL'), ('Belisarius', 'PERSON')"
