Sentence,Entities
"""Attila, my lord, and thy lord, commands thee to provide a palace for his immediate reception.""  (2)","('Attila', 'PERSON'), ('2', 'CARDINAL')"
(14),"('14', 'CARDINAL')"
(18),"('18', 'CARDINAL')"
"(19) 
 Clodion, the first of their long-haired kings whose name and
 actions are mentioned in authentic history, held his
 residence at Dispargum, (20) a village or fortress, whose 
 place may be assigned between Louvain and Brussels.","('19', 'CARDINAL'), ('Clodion', 'ORG'), ('first', 'ORDINAL'), ('Dispargum', 'ORG'), ('20', 'CARDINAL'), ('Louvain', 'GPE'), ('Brussels', 'GPE')"
(43),"('43', 'CARDINAL')"
"(9) Strangers to the emperor or the republic, the 
 Alani of Gaul were devoted to the ambition of Aetius; and
 though he might suspect that, in a contest with Attila
 himself, they would revolt to the standard of their national
 king, the patrician laboured to restrain, rather than to
 excite, their zeal and resentment against the Goths, the
 Burgundians, and the Franks.","('Alani', 'PERSON'), ('Gaul', 'PERSON'), ('Aetius', 'PERSON'), ('Attila', 'PERSON'), ('Goths', 'NORP'), ('Burgundians', 'NORP'), ('Franks', 'PERSON')"
"A
 republican spirit was insensibly revived in the senate, as
 their authority, and even their supplies, became necessary
 for the support of his feeble government.","('republican', 'NORP')"
"A native of Gaul and a contemporary, the learned and
 eloquent Sidonius, who was afterwards bishop of Clermont,
 had made a promise to one of his friends that he would
 compose a regular history of the war of Attila.","('Gaul', 'LOC'), ('Sidonius', 'PERSON'), ('Clermont', 'GPE'), ('one', 'CARDINAL'), ('Attila', 'PERSON')"
"A people whose habitations might be
 doubtfully assigned to the earth or water soon became alike
 familiar with the two elements; and the demands of avarice
 succeeded to those of necessity.","('two', 'CARDINAL')"
"A seasonable treaty
 which he concluded with Genseric protected Italy from the
 depredations of the Vandals; the independent Britons
 implored and acknowledged his salutary aid; the Imperial
 authority was restored and maintained in Gaul and Spain; and
 he compelled the Franks and the Suevi, whom he had
 vanquished in the field, to become the useful confederates
 of the republic.","('Genseric', 'PERSON'), ('Italy', 'GPE'), ('Vandals', 'NORP'), ('Britons', 'NORP'), ('Imperial', 'ORG'), ('Gaul', 'GPE'), ('Spain', 'GPE'), ('Franks', 'PERSON'), ('Suevi', 'PERSON')"
"A troop of light barbarians who roamed in quest of
 plunder might choose the winter for the convenience of
 passing the river on the ice, but the innumerable cavalry of
 the Huns required such plenty of forage and provisions as
 could be procured only in a milder season; the Hercynian
 forest supplied materials for a bridge of boats, and the
 hostile myriads were poured with resistless violence into
 the Belgic provinces. (33)","('the winter', 'DATE'), ('Huns', 'NORP'), ('a milder season', 'DATE'), ('Hercynian', 'NORP'), ('Belgic', 'NORP'), ('33', 'CARDINAL')"
A.D. 435-439.,"('435-439', 'CARDINAL')"
"Aetius assumed the command of the left, and Theodoric of the
 right wing; while Torismond still continued to occupy the
 heights which appear to have stretched on the flank, and
 perhaps the rear, of the Scythian army.","('Aetius', 'PERSON'), ('Theodoric', 'PERSON'), ('Torismond', 'PERSON'), ('Scythian', 'NORP')"
"Aetius himself, supported by the consciousness
 of his merit, his services, and perhaps his innocence, seems
 to have maintained a haughty and indiscreet behaviour.","('Aetius', 'PERSON')"
"Aetius was the sole
 guardian of the public safety; but his wisest measures were
 embarrassed by a faction which, since the death of Placidia,
 infested the Imperial palace: the youth of Italy trembled at
 the sound of the trumpet; and the barbarians, who from fear
 or affection were inclined to the cause of Attila, awaited
 with doubtful and venal faith the event of the war.","('Aetius', 'PERSON'), ('Placidia', 'PERSON'), ('Imperial', 'NORP'), ('Italy', 'GPE'), ('Attila', 'PERSON')"
"After an obstinate siege the walls
 were shaken by the battering rams; the Huns had already
 occupied the suburbs, and the people who were incapable of
 bearing arms lay prostrate in prayer.","('Huns', 'NORP')"
"After his death
 the boldest chieftains aspired to the rank of kings; the
 most powerful kings refused to acknowledge a superior; and
 the numerous sons whom so many various mothers bore to the
 deceased monarch divided and disputed like a private
 inheritance the sovereign command of the nations of Germany
 and Scythia.","('Germany', 'GPE'), ('Scythia', 'GPE')"
"After the death of Wallia, the Gothic sceptre
 devolved to Theodoric, the son of the great Alaric;(10) and 
 his prosperous reign of more than thirty years over a
 turbulent people may be allowed to prove that his prudence
 was supported by uncommon vigour, both of mind and body.","('Wallia', 'PERSON'), ('Gothic', 'NORP'), ('Theodoric', 'PERSON'), ('Alaric', 'PERSON'), ('10', 'CARDINAL'), ('more than thirty years', 'DATE')"
"After the death of his rival Boniface, Aetius had prudently
 retired to the tents of the Huns; and he was indebted to
 their alliance for his safety and his restoration.","('Boniface', 'PERSON'), ('Aetius', 'PERSON'), ('Huns', 'NORP')"
"After the departure of the Goths, and the 
 separation of the allied army, Attila was surprised at the
 vast silence that reigned over the plains of Chalons: the
 suspicion of some hostile stratagem detained him several
 days within the circle of his waggons, and his retreat
 beyond the Rhine confessed the last victory which was
 achieved in the name of the Western empire.","('Goths', 'NORP'), ('Attila', 'PERSON'), ('Chalons', 'NORP'), ('several\r\n days', 'DATE'), ('Rhine', 'PERSON'), ('Western', 'NORP')"
"After the mutual and repeated discharge of missile weapons, in which the archers of Scythia might signalise their superior dexterity, the cavalry and infantry of the two armies were furiously mingled in closer combat.","('Scythia', 'ORG'), ('two', 'CARDINAL')"
"After this dreadful chastisement, Attila 
 pursued his march; and as he passed, the cities of Altinumn
 Concordia, and Padua were reduced into heaps of stones and
 ashes.","('Attila', 'PERSON'), ('Altinumn\r\n Concordia', 'GPE'), ('Padua', 'GPE')"
Alliance of the Romans and Visigoths.,"('Alliance of the Romans', 'ORG'), ('Visigoths', 'ORG')"
"Amidst the general consternation, Aetius alone was incapable
 of fear; but it was impossible that he should achieve alone
 and unassisted any military exploits worthy of his former
 renown.","('Aetius', 'PERSON')"
"An artery had suddenly burst: and as Attila lay in a supine
 posture, he was suffocated by a torrent of blood, which,
 instead of finding a passage through the nostrils,
 regurgitated into the lungs and stomach.","('Attila', 'PERSON')"
"Anianus, who anxiously counted the days and hours!","('Anianus', 'PERSON')"
"Aquileia was at that period one of the richest, the
 most Populous, and the strongest of the maritime cities of
 the Hadriatic coast.","('Aquileia', 'PERSON'), ('one', 'CARDINAL'), ('Populous', 'NORP'), ('the Hadriatic coast', 'LOC')"
"Aquileia, Padua, and the
 adjacent towns, who fled from the sword of the Huns, found a
 safe, though obscure, refuge in the neighbouring islands.(55)","('Aquileia', 'GPE'), ('Padua', 'GPE'), ('Huns', 'NORP'), ('55', 'CARDINAL')"
