Sentence,Entities
"""With this view (continues Tacitus)  he inflicted the most exquisite tortures on those men who, under the
 vulgar appellation of Christians, were already branded with deserved infamy.","('Tacitus', 'PERSON'), ('Christians', 'NORP')"
(110),"('110', 'CARDINAL')"
(118),"('118', 'CARDINAL')"
(14),"('14', 'CARDINAL')"
(145),"('145', 'CARDINAL')"
(15),"('15', 'CARDINAL')"
(151),"('151', 'CARDINAL')"
"(2) The enthusiasm of the Jews 
 was supported by the opinion that it was unlawful for them
 to pay taxes to an idolatrous master, and by the flattering
 promise which they derived from their ancient oracles, that
 a conquering Messiah would soon arise, destined to break
 their fetters, and to invest the favourites of heaven with
 the empire of the earth.","('Jews', 'NORP')"
"(3)
Toleration of the Jewish religion 
 Notwithstanding these repeated provocations, the resentment
 of the Roman princes expired after the victory, nor were
 their apprehensions continued beyond the period of war and
 danger.","('Jewish', 'NORP'), ('Roman', 'NORP')"
(32),"('32', 'CARDINAL')"
"(35) The latter may be proved by the consent of the most ancient manuscripts; by the inimitable character of the style of
 Tacitus; by his reputation, which guarded his text from the interpolations of pious fraud; and by the purport of his narration, which accused the first Christians of the most atrocious crimes, without insinuating that they possessed any miraculous or even magical powers above the rest of mankind.(36) 2. Notwithstanding it is probable that Tacitus was born some years before the fire of Rome,(37) he could  derive only from reading and conversation the knowledge of an event which happened during his infancy.","('Tacitus', 'PERSON'), ('first', 'ORDINAL'), ('Christians', 'NORP'), ('36', 'CARDINAL'), ('2', 'CARDINAL'), ('Tacitus', 'PERSON'), ('some years', 'DATE'), ('Rome', 'GPE'), ('37', 'DATE')"
(45),"('45', 'CARDINAL')"
(5),"('5', 'CARDINAL')"
(90),"('90', 'CARDINAL')"
"1. The confessors who were condemned to work in the mines were permitted by the humanity or the negligence of their keepers to build chapels, and freely to profess their religion in the midst
 of those dreary habitations. (180) 2. The bishops were obliged to check and to censure the forward zeal of the Christians, who voluntarily threw themselves into the hands of the magistrates.","('1', 'CARDINAL'), ('180', 'CARDINAL'), ('2', 'CARDINAL'), ('Christians', 'NORP')"
24th Feb.,"('24th Feb', 'DATE')"
