Sentence,Entities
(10),"('10', 'CARDINAL')"
(15),"('15', 'CARDINAL')"
(17),"('17', 'CARDINAL')"
(51),"('51', 'CARDINAL')"
(75),"('75', 'CARDINAL')"
"A
 disgraceful treaty had resigned Armenia to the ambition of
 Sapor; and the scale of Persia appeared to preponderate.","('Armenia', 'GPE'), ('Sapor', 'PERSON'), ('Persia', 'GPE')"
"A bishop and a deacon accused the archbishop of
 Constantinople; but the frivolous or improbable nature of
 the forty-seven articles which they presented against him
 may justly be considered as a fair and unexceptionable
 panegyric.","('Constantinople', 'GPE'), ('forty-seven', 'CARDINAL')"
"A cruel and unjust law of treason, A.D. 397, September 4.","('A.D. 397', 'DATE'), ('September 4', 'DATE')"
"A light and active body of barbarian horse, disengaged
 from their infantry and baggage, might perform in eight or
 ten days a march of three hundred miles from the Hellespont
 to the Danube; (38) the garrisons of that important frontier 
 had been gradually annihilated; the river in the month of
 December would be deeply frozen; and the unbounded prospect
 of Scythia was open to the ambition of Gainas.","('eight or\r\n ten days', 'DATE'), ('three hundred miles', 'QUANTITY'), ('Hellespont', 'LOC'), ('Danube', 'LOC'), ('38', 'CARDINAL'), ('the month of\r\n December', 'DATE'), ('Scythia', 'ORG'), ('Gainas', 'PERSON')"
"A numerous council of the Eastern prelates, who were guided from a distance by the advice of Theophilus, confirmed the validity, without examining the justice, of the former sentence; and a detachment of barbarian troops was introduced into the city, to suppress the emotions of the people.","('Eastern', 'NORP'), ('Theophilus', 'PERSON')"
"A private order was 
 despatched to the governor of Syria; and as the people might
 be unwilling to resign their favourite preacher, he was
 transported, with speed and secrecy, in a postchariot, from
 Antioch to Constantinople.","('Syria', 'GPE'), ('Antioch', 'GPE'), ('Constantinople', 'GPE')"
"A regular course of study and exercise was
 judiciously instituted; of the military exercises of riding,
 and shooting with the bow; of the liberal studies of
 grammar, rhetoric, and philosophy: the most skilful masters
 of the East ambitiously solicited the attention of their
 royal pupil, and several noble youths were introduced into
 the palace to animate his diligence by the emulation of
 friendship.","('East', 'LOC')"
"A seasonable 
 earthquake justified the interposition of Heaven; the
 torrent of sedition rolled forwards to the gates of the
 palace; and the empress, agitated by fear or remorse, threw
 herself at the feet of Arcadius, and confessed that the
 public safety could be purchased only by the restoration of
 Chrysostom.","('Arcadius', 'PERSON'), ('Chrysostom', 'PERSON')"
"A secret hope was
 entertained that the archbishop might perish in a difficult
 and dangerous march of seventy days in the heat of summer,
 through the provinces of Asia Minor, where he was
 continually threatened by the hostile attacks of the
 Isaurians, and the more implacable fury of the monks.","('seventy days', 'DATE'), ('summer', 'DATE'), ('Asia Minor', 'LOC'), ('Isaurians', 'NORP')"
"A truce of one hundred
 years was solemnly ratified; and although the revolutions of
 Armenia might threaten the public tranquillity, the
 essential conditions of this treaty were respected near
 four-score years by the successors of Constantine and
 Artaxerxes.","('one hundred\r\n years', 'DATE'), ('Armenia', 'GPE'), ('four-score years', 'DATE'), ('Constantine', 'PERSON'), ('Artaxerxes', 'ORG')"
"About thirty years afterwards,
 Artasires, the nephew and successor of Chosroes, fell under
 the displeasure of the haughty and capricious nobles of
 Armenia; and they unanimously desired a Persian governor in
 the room of an unworthy king.","('About thirty years afterwards', 'DATE'), ('Artasires', 'PERSON'), ('Chosroes', 'PERSON'), ('Armenia', 'GPE'), ('Persian', 'NORP')"
"Abundantius was stripped of his ample fortunes by an Imperial rescript, and banished to Pityus, on the Euxine, the last frontier of the Roman world; where he subsisted by the precarious mercy of the barbarians till he could obtain, after the fall of Eutropius, a milder exile at Sidon in Phoenicia.","('Abundantius', 'PERSON'), ('Imperial', 'NORP'), ('Pityus', 'NORP'), ('Euxine', 'NORP'), ('Roman', 'NORP'), ('Eutropius', 'EVENT'), ('Sidon', 'GPE'), ('Phoenicia', 'GPE')"
"Administration and character of Eutropius, A.D. 395-399","('A.D. 395-399', 'DATE')"
"Administration of Anthemius, A.D. 408-415.","('Administration of Anthemius', 'ORG'), ('408-415', 'CARDINAL')"
"After a full experience of the vicissitudes of human
 life, the daughter of the philosopher Leontius expired at
 Jerusalem, in the sixty-seventh year of her age; protesting
 with her dying breath that she had never transgressed the
 bounds of innocence and friendship. (79)","('Leontius', 'PERSON'), ('Jerusalem', 'GPE'), ('the sixty-seventh year', 'DATE')"
"After claiming for 
 himself the privilege of a veteran soldier, the eunuch
 intrusted the guard of Thrace and the Hellespont to Gainas
 the Goth, and the command of the Asiatic army to his
 favourite Leo; two generals who differently but effectually
 promoted the cause of the rebels.","('Thrace', 'PERSON'), ('Hellespont', 'NORP'), ('Gainas\r\n the Goth', 'PERSON'), ('Asiatic', 'NORP'), ('Leo', 'PERSON'), ('two', 'CARDINAL')"
"After the death of Arsaces, the Romans suppressed
 the regal government, and imposed on their allies the
 condition of subjects.","('Arsaces', 'PERSON'), ('Romans', 'NORP')"
"After the destruction of his hopes and
 the loss of many thousands of his bravest soldiers, Gainas,
 who could no longer aspire to govern or to subdue the
 Romans, determined to resume the independence of a savage
 life.","('many thousands', 'CARDINAL'), ('Gainas', 'PERSON'), ('Romans', 'NORP')"
