Sentence,Entities
(115),"('115', 'CARDINAL')"
(118),"('118', 'CARDINAL')"
(119),"('119', 'CARDINAL')"
"(123)
ravage Greece, and threaten Italy
 But this exploit, whatever lustre it might shed on the
 declining age of Athens, served rather to irritate than to
 subdue the undaunted spirit of the northern invaders.","('123', 'CARDINAL'), ('Greece', 'GPE'), ('Italy', 'GPE'), ('Athens', 'GPE')"
(142),"('142', 'CARDINAL')"
(150),"('150', 'CARDINAL')"
(155),"('155', 'CARDINAL')"
(160),"('160', 'CARDINAL')"
(168),"('168', 'CARDINAL')"
(17),"('17', 'CARDINAL')"
(171),"('171', 'CARDINAL')"
(172),"('172', 'CARDINAL')"
(174),"('174', 'CARDINAL')"
(19),"('19', 'CARDINAL')"
(3),"('3', 'CARDINAL')"
(43),"('43', 'CARDINAL')"
(5),"('5', 'CARDINAL')"
"(8)
Religion of the Goths
 Till the end of the eleventh century, a celebrated temple
 subsisted at Upsal, the most considerable town of the Swedes
 and Goths.","('Goths', 'NORP'), ('the end of the eleventh century', 'DATE'), ('Upsal', 'ORG'), ('Swedes', 'NORP'), ('Goths', 'NORP')"
"A
 general conflagration blazed out at the same time in every
 district of Greece.","('Greece', 'GPE')"
"A gloomy silence prevailed, the effect of fear, and perhaps of disaffection: till at length Decius, one of the assembly, assuming a spirit worthy of his noble extraction  (2), ventured to discover more intrepidity than the emperor seemed to possess.","('Decius', 'PERSON'), ('one', 'CARDINAL'), ('2', 'CARDINAL')"
"A hundred thousand
 persons are reported to have been massacred in the sack of
 that great city.  (32)","('A hundred thousand', 'CARDINAL')"
"A licentious crown of slaves and peasants
 reigned for a while over the plundered country, and renewed
 the memory of the servile wars of more ancient times. (169)","('169', 'CARDINAL')"
"A magistrate, invested with such extensive powers, would
 have appeared not so much the minister as the colleague of
 his sovereign. (41) Valerian justly dreaded an elevation so
 full of envy and of suspicion.","('Valerian', 'PERSON')"
A mixed body of Suevi assume the name of Alemanni,"('Suevi', 'PERSON'), ('Alemanni', 'PERSON')"
"A numerous body of the Alemanni penetrated
 across the Danube, and through the Rhaetian Alps, into the
 plains of Lombardy, advanced as far as Ravenna, and
 displayed the victorious banners of barbarians almost in
 sight of Rome. (88)","('Alemanni', 'LOC'), ('Danube', 'LOC'), ('the Rhaetian Alps', 'LOC'), ('Lombardy', 'GPE'), ('Ravenna', 'GPE'), ('Rome', 'GPE')"
"A peace of two hundred years has rewarded the
 wise and honest policy of the Swiss.","('two hundred years', 'DATE'), ('Swiss', 'NORP')"
"A striking resemblance of manners, complexion,
 religion, and language, seemed to indicate that the Vandals
 and the Goths were originally one great people.","('Vandals', 'NORP'), ('Goths', 'NORP'), ('one', 'CARDINAL')"
"About the reign of Alexander Severus, the Roman
 province of Dacia had already experienced their proximity by
 frequent and destructive inroads.","('Alexander Severus', 'PERSON'), ('Roman', 'NORP'), ('Dacia', 'GPE')"
"After a long resistance, Philippopolis,
 destitute of succour, was taken by storm.","('Philippopolis', 'GPE')"
"After the captivity of Valerian and the
 insolence of his son had relaxed the authority of the laws,
 the Alexandrians abandoned themselves to the ungoverned rage
 of their passions, and their unhappy country was the theatre
 of a civil war, which continued (with a few short and
 suspicious truces) above twelve years. (175)","('Valerian', 'PERSON'), ('Alexandrians', 'NORP'), ('twelve years', 'DATE'), ('175', 'CARDINAL')"
"After the wealth of nations had centred in Rome, the
 emperors displayed their greatness, and even their policy,
 by the regular exercise of a steady and moderate liberality
 towards the allies of the state.","('Rome', 'GPE')"
Agreeable but uncertain hypothesis concerning Odin,"('Odin', 'PERSON')"
"All intercourse
 was cut off between the several quarters of the afflicted
 city, every street was polluted with blood, every building
 of strength converted into a citadel; nor did the tumults
 subside, till a considerable part of Alexandria was
 irretrievably ruined.","('Alexandria', 'GPE')"
All the hopes and resources of the Romans were in themselves.,"('Romans', 'NORP')"
"An
 obscure town of Maesia, called Forum Terebronii, (44) was the
 scene of the battle.","('Maesia', 'GPE'), ('Forum Terebronii', 'ORG'), ('44', 'CARDINAL')"
"An exact register was kept at Alexandria, of all
 the citizens entitled to receive the distribution of corn.","('Alexandria', 'GPE')"
"An inconstant spirit,
 the thirst of rapine, and a disregard to the most solemn
 treaties, disgraced the character of the Franks.","('Franks', 'PERSON')"
