Sentence,Entities
"""Spare the king of Italy,""  cried a loyal voice, and Asbad struck his lance through the body of Totila.","('Italy', 'GPE'), ('Asbad', 'PERSON'), ('Totila', 'PERSON')"
"""The eighth
 day,"" replied Totila; but early the next morning he attempted to surprise a foe, suspicious of deceit, and prepared for battle.","('The eighth\r\n day', 'DATE'), ('Totila', 'PERSON'), ('the next morning', 'TIME')"
(33),"('33', 'CARDINAL')"
(43),"('43', 'CARDINAL')"
(44),"('44', 'CARDINAL')"
"(5)
Revolt of the Goths, A.D. 540.","('Goths', 'NORP'), ('540', 'CARDINAL')"
(54),"('54', 'CARDINAL')"
(75),"('75', 'CARDINAL')"
"A
 bold assassin executed their sentence by striking off the
 head of Hildibald in the midst of a banquet; the Rugians, a
 foreign tribe, assumed the privilege of election: and
 Totila,  the nephew of the late king, was tempted, by
 revenge, to deliver himself and the garrison of Trevigo into
 the hands of the Romans.","('Hildibald', 'PERSON'), ('Rugians', 'NORP'), ('Totila', 'PERSON'), ('Trevigo', 'PERSON'), ('Romans', 'NORP')"
"A Moorish tribe encamped under the
 walls of Leptis, to renew their alliance, and receive from
 the governor the customary gifts.","('Moorish', 'NORP'), ('Leptis', 'GPE')"
"A feeble youth, the grandson of
 Clovis, reigned over the Austrasians or oriental Franks.","('Clovis', 'PERSON'), ('Austrasians', 'NORP'), ('Franks', 'PERSON')"
"A fleet and army sailed for the relief of
 Sicily, under the conduct of Liberius; but his youth  and want of experience were afterwards discovered, and before he
 touched the shores of the island he was overtaken by his
 successor.","('Sicily', 'GPE'), ('Liberius', 'PERSON')"
"A generous emulation inspired the
 Romans and their Barbarian allies; and Narses, who calmly
 viewed and directed their efforts, doubted to whom he should
 adjudge the prize of superior bravery.","('Romans', 'NORP'), ('Barbarian', 'NORP'), ('Narses', 'PERSON')"
"A hero on the banks of the
 Euphrates, a slave in the palace of Constantinople, he
 accepted with reluctance the painful task of supporting his
 own reputation, and retrieving the faults of his successors.","('Euphrates', 'LOC'), ('Constantinople', 'GPE')"
"A menace of killing their prisoners
 quickened the payment of heavy ransoms; and the departure of
 Zabergan was hastened by the report, that double-prowed
 vessels were built on the Danube to intercept his passage.","('Zabergan', 'PERSON'), ('Danube', 'LOC')"
"A personal injury, the unjust
 execution or murder of his brother, rendered Antalas the
 enemy of the Romans.","('Antalas', 'PERSON'), ('Romans', 'NORP')"
"A rapacious minister of the finances closely pursued the footsteps of Belisarius; and as the old registers of tribute had been burnt by the Vandals, he indulged his fancy in a
 liberal calculation and arbitrary assessment of the wealth
 of Africa. (1)","('Belisarius', 'PERSON'), ('Vandals', 'NORP'), ('Africa', 'LOC'), ('1', 'CARDINAL')"
"A soldier trained in the school
 of Belisarius, Paul of Cilicia, retired with four hundred
 men to the mole of Hadrian.","('Belisarius', 'GPE'), ('Paul', 'PERSON'), ('Cilicia', 'GPE'), ('four hundred', 'CARDINAL'), ('Hadrian', 'PERSON')"
"A splendid
 allowance was assigned by the emperor: the general
 contribute his private fortune: his two sons were popular
 and active and he surpassed, in the promptitude and success
 of his levies the expectation of mankind.","('two', 'CARDINAL')"
"A stranger to the schools and the camp, he
 studied in the palace to dissemble, to flatter, and to
 persuade; and as soon as he approached the person of the
 emperor, Justinian listened with surprise and pleasure to
 the manly counsels of his chamberlain and private treasurer.
 (30)","('Justinian', 'PERSON'), ('30', 'CARDINAL')"
"A.D. 526, May 20.","('A.D. 526', 'DATE'), ('May 20', 'DATE')"
"A.D. 551, July 9.","('A.D. 551', 'DATE'), ('July 9', 'DATE')"
"A.D. 565, March 13.","('A.D. 565', 'DATE'), ('March 13', 'DATE')"
"About two years after the last victory of Belisarius, the
 emperor returned from a Thracian journey of health, or
 business, or devotion.","('About two years', 'DATE'), ('Belisarius', 'PERSON'), ('Thracian', 'NORP')"
"Absolute in the exercise of his authority, more absolute in
 the affection of his troops, Narses led a numerous and
 gallant army from Philippopolis to Salona, from whence he
 coasted the eastern side of the Adriatic as far as the
 confines of Italy.","('Narses', 'PERSON'), ('Philippopolis', 'GPE'), ('Salona', 'GPE'), ('Adriatic', 'LOC'), ('Italy', 'GPE')"
"Aethiopia and Egypt have been stigmatized, in every
 age, as the original source and seminary of the plague. (87)","('Aethiopia', 'GPE'), ('Egypt', 'GPE'), ('87', 'CARDINAL')"
"After a
 long silence, Belisarius was commanded to leave a sufficient
 garrison at Rome, and to transport himself into the province
 of Lucania, whose inhabitants, inflamed by Catholic zeal,
 had cast away the yoke of their Arian conquerors.","('Belisarius', 'PERSON'), ('Rome', 'GPE'), ('Lucania', 'GPE'), ('Catholic', 'NORP'), ('Arian', 'NORP')"
"After a combat of many hours, his left arm was
 fatigued by the weight of twelve javelins which hung from
 his shield.","('many hours', 'TIME'), ('twelve', 'CARDINAL')"
"After a period of thirteen centuries, the
 institution of Romulus expired; and if the nobles of Rome
 still assumed the title of senators, few subsequent traces
 can be discovered of a public council, or constitutional
 order.","('thirteen centuries', 'DATE'), ('Romulus', 'GPE'), ('Rome', 'GPE')"
"After a reign of sixty years, the throne of the Gothic kings
 was filled by the exarchs of Ravenna, the representatives in
 peace and war of the emperor of the Romans.","('sixty years', 'DATE'), ('Gothic', 'NORP'), ('Ravenna', 'GPE'), ('Romans', 'NORP')"
