Sentence,Entities
(1),"('1', 'CARDINAL')"
"(11) The vases and statues were distributed among the 
 barbarians, with more regard to the value of the materials
 than to the elegance of the workmanship; the female captives
 submitted to the laws of war; the enjoyment of beauty was
 the reward of valour; and the Greeks could not reasonably
 complain of an abuse which was justified by the example of
 the heroic times.","('11', 'CARDINAL'), ('Greeks', 'NORP')"
(12),"('12', 'CARDINAL')"
(19),"('19', 'CARDINAL')"
(41),"('41', 'CARDINAL')"
(45),"('45', 'CARDINAL')"
"(5)
Alaric marches into Greece, A.D. 396","('5', 'CARDINAL'), ('Alaric', 'PERSON'), ('Greece', 'GPE'), ('396', 'CARDINAL')"
(54),"('54', 'CARDINAL')"
(6),"('6', 'CARDINAL')"
"(88)
Desolation of Gaul, A.D. 407","('Gaul', 'GPE'), ('407', 'CARDINAL')"
"A 
 seasonable supply of men and provisions had been introduced
 into the walls of Florence, and the famished host of
 Radagaisus was in its turn besieged.","('Florence', 'GPE'), ('Radagaisus', 'GPE')"
"A considerable part of the
 Roman forces still continued to attend his motions: and
 Stilicho, who maintained a secret correspondence with some
 of the barbarian chiefs, was punctually appraised of the
 designs that were formed in the camp and council of Alaric.","('Roman', 'NORP'), ('Stilicho', 'PERSON'), ('Alaric', 'PERSON')"
"A military
 council was assembled of the long-haired chiefs of the
 Gothic nation; of aged warriors, whose bodies were wrapped
 in furs, and whose stern countenances were marked with
 honourable wounds.","('Gothic', 'NORP')"
"A numerous fleet was 
 equipped in the ports of Italy; and the troops, after a
 short and prosperous navigation over the Ionian Sea, were
 safely disembarked on the isthmus, near the ruins of
 Corinth.","('Italy', 'GPE'), ('the Ionian Sea', 'LOC'), ('Corinth', 'GPE')"
"About four
 months after his death an edict was published, in the name
 of Honorius, to restore the free communication of the two
 empires, which had been so long interrupted by the public
 enemy.(110)","('About four\r\n months', 'DATE'), ('Honorius', 'PERSON'), ('two', 'CARDINAL'), ('110', 'CARDINAL')"
"About four years after the 
 victorious Toulun had assumed the title of Khan of the
 Geougen, another barbarian, the haughty Rhodogast, or
 Radagaisus,(67) marched from the northern extremities of 
 Germany almost to the gates of Rome, and left the remains of
 his army to achieve the destruction of the West.","('About four years', 'DATE'), ('Toulun', 'ORG'), ('Khan of the\r\n Geougen', 'PERSON'), ('Rhodogast', 'NORP'), ('Radagaisus', 'NORP'), ('67', 'DATE'), ('Germany', 'GPE'), ('Rome', 'GPE')"
"Adversity had exercised and displayed the genius
 of Alaric; and the fame of his valour invited to the Gothic
 standard the bravest of the barbarian warriors, who, from
 the Euxine to the Rhine, were agitated by the desire of
 rapine and conquest.","('Alaric', 'PERSON'), ('Gothic', 'NORP'), ('Euxine', 'NORP'), ('Rhine', 'LOC')"
"After
 these precautions Stilicho, too confident of victory,
 retired to enjoy his triumph in the theatrical games and
 lascivious dances of the Greeks; his soldiers, deserting
 their standards, spread themselves over the country of their
 allies, which they stripped of all that had been saved from
 the rapacious hands of the enemy.","('Stilicho', 'PERSON'), ('Greeks', 'NORP')"
"After 
 the praises of Stilicho became offensive and criminal,
 Claudian was exposed to the enmity of a powerful and
 unforgiving courtier whom he had provoked by the insolence
 of wit.","('Stilicho', 'PERSON'), ('Claudian', 'PERSON')"
"After an unsuccessful
 effort to maintain their ground at the head of the
 stationary troops of Lusitania, they retired to their
 estates; where they armed and levied, at their own expense,
 a considerable body of slaves and dependents, and boldly
 marched to occupy the strong posts of the Pyrenaean
 mountains.","('Lusitania', 'GPE'), ('the Pyrenaean\r\n mountains', 'LOC')"
