Sentence,Entities
"(111)
Privileges of the Romans of Gaul.","('111', 'CARDINAL'), ('Romans', 'NORP'), ('Gaul', 'PERSON')"
(115),"('115', 'CARDINAL')"
(116),"('116', 'CARDINAL')"
(117),"('117', 'CARDINAL')"
(12),"('12', 'CARDINAL')"
(13),"('13', 'CARDINAL')"
(157),"('157', 'CARDINAL')"
(16),"('16', 'CARDINAL')"
(163),"('163', 'CARDINAL')"
(18),"('18', 'CARDINAL')"
(2),"('2', 'CARDINAL')"
(53),"('53', 'CARDINAL')"
(72),"('72', 'CARDINAL')"
"A Greek historian of that age has 
 praised the private and public virtues of the Franks, with a
 partial enthusiasm which cannot be sufficiently justified by
 their domestic annals. (61)","('Greek', 'NORP'), ('Franks', 'PERSON')"
"A bloody and complete
 victory has sometimes yielded no more than the possession of
 the field; and the loss of ten thousand men has sometimes
 been sufficient to destroy, in a single day, the work of
 ages.","('ten thousand', 'CARDINAL'), ('a single day', 'DATE')"
"A crowd of impatient
 warriors, presumptuous in their strength, and disdaining to
 fly before the robbers of Germany, excited Alaric to assert
 in arms the name and blood of the conqueror of Rome.","('Germany', 'GPE'), ('Alaric', 'PERSON'), ('Rome', 'GPE')"
"A devouring host of one hundred and twenty thousand Germans
 had formerly passed the Rhine under the command of
 Ariovistus.","('one hundred and twenty thousand', 'CARDINAL'), ('Germans', 'NORP'), ('Rhine', 'LOC'), ('Ariovistus', 'PRODUCT')"
"A large portion of their lands was exacted for
 the use of the Franks: but they enjoyed the remainder exempt
 from tribute; (112) and the same irresistible violence which 
 swept away the arts and manufactures of Gaul destroyed the
 elaborate and expensive system of Imperial despotism.","('Franks', 'PERSON'), ('112', 'CARDINAL'), ('Gaul', 'PERSON'), ('Imperial', 'NORP')"
"A long siege and an artful negotiation
 admonished the king of the Franks of the danger and
 difficulty of his enterprise.","('Franks', 'PERSON')"
"A monk, who in the profound ignorance of human life has
 presumed to exercise the office of historian, strangely
 disfigures the state of Britain at the time of its
 separation from the Western empire.","('Britain', 'GPE'), ('Western', 'NORP')"
"A province, improved and adorned by the arts
 of Rome, was again reduced to a savage wilderness, and some
 vestige of the stately Vindonissa may still be discovered in
 the fertile and populous valley of the Aar. (23)","('Rome', 'GPE'), ('Vindonissa', 'GPE'), ('23', 'CARDINAL')"
"A select band of noble youths, the sons of the
 principal senators, was delivered to the conqueror as the hostages of the faith of Childebert and of their countrymen.","('Childebert', 'PERSON')"
"A sufficient number of Latin or Celtic words
 might be assumed by the Germans to express their new wants
 and ideas; (144) but those illiterate Pagans preserved and established the use of their national dialect. (145)","('Latin', 'NORP'), ('Celtic', 'NORP'), ('Germans', 'NORP'), ('144', 'CARDINAL'), ('Pagans', 'NORP'), ('145', 'CARDINAL')"
"A vain conference
 was agitated between the two factions.","('two', 'CARDINAL')"
"About forty years after the dissolution of the Roman
 government Vortigern appears to have obtained the supreme,
 though precarious, command of the princes and cities of
 Britain.","('About forty years', 'DATE'), ('Roman', 'NORP'), ('Vortigern', 'PERSON'), ('Britain', 'GPE')"
"According to the maxims of ancient war, the conqueror became
 the lawful master of the enemy whom he had subdued and
 spared: (96) and the fruitful cause of personal slavery, which 
 had been almost suppressed by the peaceful sovereignty of
 Rome, was again revived and multiplied by the perpetual
 hostilities of the independent barbarians.","('96', 'CARDINAL'), ('Rome', 'GPE')"
"According to the most rational account, he
 defeated, in twelve successive battles, the Angles of the
 North and the Saxons of the West; but the declining age of
 the hero was embittered by popular ingratitude and domestic
 misfortunes.","('twelve', 'CARDINAL'), ('the Angles of the\r\n North', 'PERSON'), ('Saxons', 'NORP'), ('West', 'LOC')"
"According to the weight of the charge this legal
 number of 'compurgators' was multiplied: seventy-two voices
 were required to absolve an incendiary or assassin; and when
 the chastity of a queen of France was suspected, three
 hundred gallant nobles swore, without hesitation, that the
 infant prince had been actually begotten by her deceased
 husband. (78)","('seventy-two', 'CARDINAL'), ('France', 'GPE'), ('three\r\n hundred', 'CARDINAL')"
"After Clovis had passed the
 ford, as it is still named, of the Hart, he advanced with
 bold and hasty steps to prevent the escape of the enemy.","('Clovis', 'PERSON'), ('Hart', 'PERSON')"
"After a painful search he was discovered in this unworthy occupation, by the emissaries of his grandfather, Gregory bishop of Langres; but his offers of ransom were sternly rejected by the avarice of the barbarian, who required an exorbitant sum of ten pounds of gold for the freedom of his noble captive.","('Gregory', 'PERSON'), ('Langres', 'PERSON'), ('ten pounds', 'QUANTITY')"
"After a war of an hundred years the independent Britons
 still occupied the whole extent of the western coast, from
 the wall of Antoninus to the extreme promontory of Cornwall;
 and the principal cities of the inland country still opposed
 the arms of the barbarians.","('an hundred years', 'DATE'), ('Britons', 'NORP'), ('Antoninus', 'GPE'), ('Cornwall', 'GPE')"
"After each successful battle or expedition the
 spoils were accumulated in one common mass; every warrior
 received his proportionable share, and the royal prerogative
 submitted to the equal regulations of military law.","('one', 'CARDINAL')"
"After his restoration
 Bafina escaped from her husband's bed to the arms of her
 lover, freely declaring that, if she had known a man wiser,
 stronger, or more beautiful than Childeric, that man should
 have been the object of her preference.","('Bafina', 'PERSON'), ('Childeric', 'PERSON')"
"After the
 conversion of Recared had removed the prejudices of the
 catholics, the coasts both of the Ocean and Mediterranean
 were still possessed by the Eastern emperors, who secretly
 excited a discontented people to reject the yoke of the
 barbarians, and to assert the name and dignity of Roman
 citizens.","('Recared', 'PERSON'), ('Ocean', 'LOC'), ('Mediterranean', 'LOC'), ('Eastern', 'NORP'), ('Roman', 'NORP')"
"After the baptism
 of Clovis, he reformed several articles that appeared
 incompatible with Christianity: the Salic law was again
 amended by his sons; and at length, under the reign of
 Dagobert, the code was revised and promulgated in its actual
 form, one hundred years after the establishment of the
 French monarchy.","('Clovis', 'PERSON'), ('Christianity', 'NORP'), ('Salic', 'PERSON'), ('Dagobert', 'PERSON'), ('one hundred years', 'DATE'), ('French', 'NORP')"
"After the conquest of Gaul they still
 delighted in the rustic simplicity of their ancestors; the
 cities were abandoned to solitude and decay; and their
 coins, their charters, and their synods, are still inscribed
 with the names of the villas or rural palaces in which they
 successively resided.","('Gaul', 'PERSON')"
"After the conquest of the
 Western provinces, the Franks alone maintained their ancient
 habitations beyond the Rhine.","('Western', 'NORP'), ('Franks', 'PERSON'), ('Rhine', 'LOC')"
"After the destruction of the principal churches, the bishops
 who had declined the crown of martyrdom retired with the
 holy relics into Wales and Armorica; the remains of their
 flocks were left destitute of any spiritual food; the
 practice, and even the remembrance, of Christianity were
 abolished; and the British clergy might obtain some comfort
 from the damnation of the idolatrous strangers.","('Wales', 'GPE'), ('Armorica', 'GPE'), ('Christianity', 'NORP'), ('British', 'NORP')"
"After the event of an unsuccessful battle, Sigismond, who
 wished to protract his life that he might prolong his
 penance, concealed himself in the desert in a religious
 habit till he was discovered and betrayed by his subjects,
 who solicited the favour of their new masters.","('Sigismond', 'PERSON')"
"After the loss of a
 battle, the captive Radiger implored the mercy of his
 victorious bride, who generously pardoned his offence,
 dismissed her rival, and compelled the king of the Varni to
 discharge with honour and fidelity the duties of a husband.","('Radiger', 'PERSON'), ('Varni', 'PERSON')"
"After the patient expectation of a whole year, he cautiously whispered his design to Attalus, and exhorted him to prepare for flight in the ensuing night.","('a whole year', 'DATE'), ('Attalus', 'PERSON'), ('the ensuing night', 'TIME')"
"After the success of the Gothic war, Clovis accepted the
 honours of the Roman consulship.","('the Gothic war', 'EVENT'), ('Clovis', 'PERSON'), ('Roman', 'NORP')"
"After their conversion from idolatry or heresy, the Franks
 and the Visigoths were disposed to embrace, with equal
 submission, the inherent evils and the accidental benefits
 of superstition.","('Franks', 'PERSON'), ('Visigoths', 'NORP')"
"After this dream of fancy, we read with
 astonishment that the name of this island is 'Brittia'; that
 it lies in the ocean, against the mouth of the Rhine, and
 less than thirty miles from the continent; that it is
 possessed by three nations, the Frisians, the Angles, and
 the Britons; and that some Angles had appeared at
 Constantinople in the train of the French ambassadors.","('Rhine', 'LOC'), ('less than thirty miles', 'QUANTITY'), ('three', 'CARDINAL'), ('Frisians', 'NORP'), ('Angles', 'NORP'), ('Britons', 'NORP'), ('Angles', 'NORP'), ('Constantinople', 'GPE'), ('French', 'NORP')"
"Alaric had left behind him an infant
 son, a bastard competitor, factious nobles and a disloyal
 people and the remaining forces of the Goths were oppressed
 by the general consternation, or opposed to each other in
 civil discord","('Alaric', 'PERSON'), ('Goths', 'NORP')"
