Sentence,Entities
(10),"('10', 'CARDINAL')"
(11),"('11', 'CARDINAL')"
(13),"('13', 'CARDINAL')"
(14),"('14', 'CARDINAL')"
(15),"('15', 'CARDINAL')"
(19),"('19', 'CARDINAL')"
"(4)
Embassy of the Avars, A.D. 566.","('4', 'CARDINAL'), ('Embassy of the Avars', 'ORG'), ('566', 'CARDINAL')"
(41),"('41', 'CARDINAL')"
(44),"('44', 'CARDINAL')"
(45),"('45', 'CARDINAL')"
"A
 faithful chieftain, and a select band, were stationed at
 Forum Julii, the modern Friuli, to guard the passes of the
 mountains.","('Forum Julii', 'ORG'), ('Friuli', 'GPE')"
"A
 pestilential disease arose from the stagnation of the
 deluge, and so rapid was the contagion, that fourscore
 persons expired in an hour in the midst of a solemn
 procession, which implored the mercy of Heaven. (59)","('an hour', 'TIME')"
"A
 society in which marriage is encouraged and industry
 prevails soon repairs the accidental losses of pestilence
 and war: but, as the far greater part of the Romans was
 condemned to hopeless indigence and celibacy, the
 depopulation was constant and visible, and the gloomy
 enthusiasts might expect the approaching failure of the
 human race. (60)","('Romans', 'NORP'), ('60', 'CARDINAL')"
"A Lombard
 was born the soldier of his king and his duke; and the civil
 assemblies of the nation displayed the banners, and assumed
 the appellation, of a regular army.","('Lombard', 'PERSON')"
"A fortunate soldier, whom he instantly promoted to the rank of tribune, encircled his neck with a military collar; four robust youths exalted him on a shield; he stood firm and erect to receive the adoration of his subjects; and their choice was sanctified by the benediction of the patriarch, Reign of Justin II, A.D. 565, Nov. 15-A.D. 574, December.","('four', 'CARDINAL'), ('Justin II', 'PERSON'), ('A.D. 565', 'DATE'), ('Nov. 15-A.D. 574', 'DATE'), ('December', 'DATE')"
"A nation, less sensible of
 danger than of fatigue and delay, soon murmured against the
 folly of their twenty commanders; and the hot vapors of an
 Italian sun infected with disease those tramontane bodies
 which had already suffered the vicissitudes of intemperance
 and famine.","('twenty', 'CARDINAL'), ('Italian', 'NORP')"
"A new exarch, Longinus, was appointed to
 supersede the conqueror of Italy, and the base motives of
 his recall were revealed in the insulting mandate of the
 empress Sophia,  is said to have been the reply  which indignation and conscious virtue extorted from the hero.","('Longinus', 'PERSON'), ('Italy', 'GPE'), ('Sophia', 'PERSON')"
"A numerous army
 constitutes but a small nation, and the powers of the
 Lombards were soon diminished by the retreat of twenty
 thousand Saxons, who scorned a dependent situation, and
 returned, after many bold and perilous adventures, to their
 native country. (39)","('Lombards', 'NORP'), ('twenty\r\n thousand', 'CARDINAL'), ('Saxons', 'NORP')"
"A vague tradition was embraced, that
 two Jewish teachers, a tent-maker and a fisherman, had
 formerly been executed in the circus of Nero, and at the end
 of five hundred years, their genuine or fictitious relics
 were adored as the Palladium of Christian Rome.","('two', 'CARDINAL'), ('Jewish', 'NORP'), ('Nero', 'PERSON'), ('the end\r\n of five hundred years', 'DATE'), ('Rome', 'GPE')"
