Sentence,Entities
(1),"('1', 'CARDINAL')"
(12),"('12', 'CARDINAL')"
(17),"('17', 'CARDINAL')"
(45),"('45', 'CARDINAL')"
"A
 chosen part of the Illyrian army encompassed them with
 levelled spears.","('Illyrian', 'NORP')"
"A magnificent feast was prepared by his order, and he amused himself till a very late hour with dice, and the performances of Pylades, a celebrated dancer.","('a very late hour', 'TIME'), ('Pylades', 'PERSON')"
"A regard to decency induced him to decline the lofty titles
 of Augustus and Emperor; and he imitated perhaps the example
 of Galba, who, on a similar occasion, had styled himself the
 Lieutenant of the senate and people.(20)","('Augustus', 'PERSON'), ('Galba', 'PERSON'), ('the\r\n Lieutenant of the senate', 'PERSON'), ('20', 'CARDINAL')"
A.D. 193.,"('A.D. 193', 'DATE')"
Advances towards Rome,"('Rome', 'GPE')"
"Advancing with a steady
 and rapid; course, he passed, without difficulty, the
 defiles of the Apennine, received into his party the troops
 and ambassadors sent to retard his progress, and made a
 short halt at Interamnia, about seventy miles from Rome.","('Apennine', 'PERSON'), ('Interamnia', 'GPE'), ('about seventy miles', 'QUANTITY'), ('Rome', 'GPE')"
"After Julian had filled the
 senate-house with armed soldiers, he expatiated on the
 freedom of his election, his own eminent virtues, and his
 full assurance of the affections of the senate.","('Julian', 'PERSON')"
"After the fall of Plautianus an eminent 
 lawyer, the celebrated Papinian, was appointed to execute
 the motley office of Praetorian Praefect.","('Plautianus', 'GPE'), ('Papinian', 'PERSON'), ('Praetorian Praefect', 'ORG')"
"Albinus braved the menaces of
 Commodus, maintained towards Pertinax a stately ambiguous
 reserve, and instantly declared against the usurpation of
 Julian.","('Albinus', 'PERSON'), ('Commodus', 'PRODUCT'), ('Pertinax', 'GPE'), ('Julian', 'PERSON')"
"Amidst the wild disorder Sulpicianus, the
 emperor's father-in-law, and governor of the city, who had
 been sent to the camp on the first alarm of mutiny, was
 endeavouring to calm the fury of the multitude, when he was
 silenced by the clamorous return of the murderers, bearing
 on a lance the head of Pertinax.","('Sulpicianus', 'PERSON'), ('first', 'ORDINAL'), ('Pertinax', 'ORG')"
Animosity of Severus against the senate.,"('Severus', 'PERSON')"
April 13th.,"('April 13th', 'DATE')"
"As Byzantium was one of
 the greatest passages from Europe into Asia, it had been
 provided with a strong garrison, and a fleet of five hundred
 vessels was anchored in the harbour.(53)","('Byzantium', 'GPE'), ('one', 'CARDINAL'), ('Europe', 'LOC'), ('Asia', 'LOC'), ('five hundred', 'CARDINAL'), ('53', 'CARDINAL')"
