Sentence,Entities
(10),"('10', 'CARDINAL')"
(18),"('18', 'CARDINAL')"
(31),"('31', 'CARDINAL')"
(44),"('44', 'CARDINAL')"
"A Byzantine vessel, which had presumed to fish at the
 mouth of the harbour, was sunk by these audacious strangers;
 the fishermen were murdered.","('Byzantine', 'NORP')"
"A base majority bowed and retired; and his trusty
 band was diminished to two thousand, and at last to five
 hundred, volunteers.","('two thousand', 'CARDINAL'), ('five\r\n hundred', 'CARDINAL')"
"A beautiful female, a matron in rank, a
 prostitute in manners, had instructed the younger Andronicus
 in the rudiments of love; but he had reason to suspect the
 nocturnal visits of a rival; and a stranger passing through
 the street was pierced by the arrows of his guards, who were
 placed in ambush at her door.","('Andronicus', 'PERSON')"
"A crowd of nobles or plebeians, whom he feared or
 hated, had been seized by his orders in the capital and the
 provinces; and the old palace of Constantine was assigned as
 the place of their confinement.","('Constantine', 'PERSON')"
"A guard of five
 hundred soldiers watched over his person and the palace; the
 funeral of the late emperor was decently performed; the
 capital was silent and submissive; and five hundred letters,
 which Cantacuzene despatched in the first month, informed
 the provinces of their loss and their duty.","('five\r\n hundred', 'CARDINAL'), ('five hundred', 'CARDINAL'), ('Cantacuzene', 'PERSON'), ('the first month', 'DATE')"
"A long contest of one hundred and thirty years was determined by the triumph of Venice; and the factions of the Genoese compelled them to seek for domestic peace under the protection of a foreign lord, the duke of Milan, or the French king.","('one hundred and thirty years', 'DATE'), ('Venice', 'GPE'), ('Genoese', 'NORP'), ('Milan', 'GPE'), ('French', 'NORP')"
"A noble Genoese espoused the cause of Palaeologus, obtained a
 promise of his sister, and achieved the revolution with two galleys and two thousand five hundred auxiliaries.","('Genoese', 'PERSON'), ('Palaeologus', 'PERSON'), ('two', 'CARDINAL'), ('two thousand five hundred', 'CARDINAL')"
"A numerous and loyal party yet adhered to the standard of Cantacuzene: but he asserts in his history (does he hope for belief?) that his tender conscience rejected the assurance of conquest; that, in free obedience to the voice of religion and philosophy, he descended from the throne and embraced with pleasure the monastic habit and profession. (36)","('Cantacuzene', 'PERSON')"
"A private treaty with the cral or
 despot of Servia was soon followed by an open revolt; and
 Cantacuzene, on the throne of the elder Andronicus, defended
 the cause of age and prerogative, which in his youth he had
 so vigorously attacked.","('Servia', 'PERSON'), ('Cantacuzene', 'PERSON'), ('Andronicus', 'PERSON')"
"A sailor threatened that they
 should soon be masters of Constantinople, and slew the Greek
 who resented this national affront; and an armed vessel,
 after refusing to salute the palace, was guilty of some acts
 of piracy in the Black Sea.","('Constantinople', 'GPE'), ('Greek', 'NORP'), ('the Black Sea', 'LOC')"
"After he had been declared a public enemy, it was his fervent wish to throw himself at the feet of the young emperor, and to receive without a murmur the stroke of the executioner: it was not without reluctance that he
 listened to the voice of reason, which inculcated the sacred duty of saving his family and friends, and proved that he could only save them by drawing the sword and assuming the Imperial title.","('Imperial', 'ORG')"
"After the conclusion of
 the peace, Palaeologus was left at Thessalonica, a royal
 residence, and a frontier station, to secure by his absence
 the peace of Constantinople, and to withdraw his youth from
 the temptations of a luxurious capital.","('Palaeologus', 'PERSON'), ('Thessalonica', 'GPE'), ('Constantinople', 'GPE')"
"After the death of this childish
 princess, Andronicus sought in marriage Jane, the sister of
 the count of Savoy; (19) and his suit was preferred to that
 of the French king. (20)","('Andronicus', 'PERSON'), ('Jane', 'PERSON'), ('Savoy', 'PERSON'), ('19', 'CARDINAL'), ('French', 'NORP'), ('20', 'CARDINAL')"
