Sentence,Entities
(111),"('111', 'CARDINAL')"
(115),"('115', 'CARDINAL')"
(13),"('13', 'CARDINAL')"
(15),"('15', 'CARDINAL')"
(51),"('51', 'CARDINAL')"
"A
 faithful picture, however, which preceded his arrival, and
 was placed by his immediate order over the altar of Victory
 in the senate-house, conveyed to the Romans the just but
 unworthy resemblance of his person and manners.","('Romans', 'NORP')"
"A
 spirit of rebellion diffused itself through all the camps
 and garrisons of Syria, successive detachments murdered
 their officers,(48) and joined the party of the rebels; and 
 the tardy restitution of military pay and privileges was
 imputed to the acknowledged weakness of Macrinus.","('Syria', 'GPE'), ('48', 'DATE'), ('Macrinus', 'ORG')"
"A capricious
 prodigality supplied the want of taste and elegance; and
 whilst Elagabalus lavished away the treasures of his people
 in the wildest extravagance, his own voice and that of his
 flatterers applauded a spirit and magnificence unknown to
 the tameness of his predecessors.","('Elagabalus', 'PERSON')"
"A crowd of inferior deities attended in  various stations the majesty of the god of Emesa; but his court was still imperfect, till a female of distinguished rank was admitted to his bed.","('Emesa', 'PERSON')"
"A murmur of indignation was
 heard, that a man whose obscure(43) extraction had never been 
 illustrated by any signal service, should dare to invest
 himself with the purple, instead of bestowing it on some
 distinguished senator, equal in birth and dignity to the
 splendour of the Imperial station.","('43', 'CARDINAL'), ('Imperial', 'ORG')"
"A numerous body of
 troops was stationed at Emesa; and, as the severe discipline
 of Macrinus had constrained them to pass the winter
 encamped, they were eager to revenge the cruelty of such
 unaccustomed hardships.","('Emesa', 'GPE'), ('Macrinus', 'GPE')"
"A short time after his accession (A.D. 217,
 March 11th ) he conferred on his son Diadumenianus, at the
 age of only ten years, the Imperial title and the popular
 name of Antoninus.","('A.D. 217', 'DATE'), ('March 11th', 'DATE'), ('Diadumenianus', 'PERSON'), ('only ten years', 'DATE'), ('Imperial', 'ORG'), ('Antoninus', 'PERSON')"
"A.D. 217, 8th March.","('A.D. 217', 'DATE'), ('8th March', 'DATE')"
