Sentence,Entities
(10),"('10', 'CARDINAL')"
"(15)
The huns invade Persia, A.D. 430-440.","('Persia', 'GPE'), ('430-440', 'CARDINAL')"
"(31) The Huns might be 
 provoked to insult the misery of their slaves, over whom
 they exercised a despotic command;(32) but their manners were 
 not susceptible of a refined system of oppression, and the
 efforts of courage and diligence were often recompensed by
 the gift of freedom","('Huns', 'NORP'), ('32', 'CARDINAL')"
(51),"('51', 'CARDINAL')"
"(7) The religious arts of Attila 
 were not less skilfully adapted to the character of his age
 and country.","('Attila', 'PERSON')"
"A
 violent tempest of wind and rain, of thunder and lightning,
 overturned their tents, immersed their baggage and furniture
 in the water, and scattered their retinue, who wandered in
 the darkness of the night, uncertain of their road and
 apprehensive of some unknown danger, till they awakened by
 their cries the inhabitants of a neighbouring village, the
 property of the widow of Bleda.","('Bleda', 'PERSON')"
"A Moorish and a
 Scythian buffoon successively excited the mirth of the rude
 spectators, by their deformed figure, ridiculous dress,
 antic gestures, absurd speeches, and the strange
 unintelligible confusion of the Latin, the Gothic, and the
 Hunnic languages; and the hall resounded with loud and
 licentious peals of laughter.","('Moorish', 'NORP'), ('Scythian', 'NORP'), ('Latin', 'LANGUAGE'), ('Gothic', 'NORP'), ('Hunnic', 'NORP')"
"A bright illumination, and,
 in a few moments, a comfortable fire of reeds, was kindled
 by their officious benevolence: the wants, and even the
 desires, of the Romans were liberally satisfied; and they
 seem to have been embarrassed by the singular politeness of
 Bleda's widow, who added to her other favours the gift, or
 at least the loan, of a sufficient number of beautiful and
 obsequious damsels.","('a few moments', 'TIME'), ('Romans', 'NORP'), ('Bleda', 'PERSON')"
"A large proportion of the
 taxes extorted from the people was detained and intercepted
 in their passage through the foulest channels to the
 treasury of Constantinople.","('Constantinople', 'GPE')"
"A personal contribution, rigorously but
 capriciously imposed on the members of the senatorian order,
 was the only expedient that could disarm without loss of
 time the impatient avarice of Attila: and the poverty of the
 nobles compelled them to adopt the scandalous resource of
 exposing to public auction the jewels of their wives and the
 hereditary ornaments of their palaces.(35) III.","('Attila', 'PERSON'), ('35', 'CARDINAL')"
"A separate house was assigned to each
 of the numerous wives of Attila; and, instead of the rigid
 and illiberal confinement imposed by Asiatic jealousy, they
 politely admitted the Roman ambassadors to their presence,
 their table, and even to the freedom of an innocent embrace.","('Attila', 'PERSON'), ('Asiatic', 'NORP'), ('Roman', 'NORP')"
"A solemn embassy, armed with full powers and magnificent gifts, was hastily sent to deprecate the wrath of Attila; and his pride was gratified by the choice of Nomius and Anatolius, two ministers of consular or patrician rank, of whom the one was great treasurer, and the other was master-general of the armies of the East.","('Attila', 'PERSON'), ('Nomius', 'PERSON'), ('Anatolius', 'PERSON'), ('two', 'CARDINAL'), ('East', 'LOC')"
"A strict though fruitless inquiry
 was allowed; but the Huns were obliged to swear that they
 did not detain any prisoners belonging to the city before
 they could recover two surviving countrymen whom the
 Azimuntines had reserved as pledges for the safety of their
 lost companions.","('Huns', 'NORP'), ('two', 'CARDINAL'), ('Azimuntines', 'PERSON')"
