Sentence,Entities
(111),"('111', 'CARDINAL')"
(113),"('113', 'CARDINAL')"
(2),"('2', 'CARDINAL')"
(33),"('33', 'CARDINAL')"
(43),"('43', 'CARDINAL')"
"1. In a monarchy, which refers every
 object to the person of the prince, the care and ceremonies
 of the palace form the most respectable department.","('1', 'CARDINAL')"
1. The deed and the guilt of Constantine Copronymus were acknowledged.,"('1', 'CARDINAL'), ('Constantine Copronymus', 'PERSON')"
"2. In the ancient system of
 Constantine, the name of Logothete, or accountant, was
 applied to the receivers of the finances: the principal
 officers were distinguished as the Logothetes of the domain,
 of the posts, the army, the private and public treasure; and
 the great Logothete, the supreme guardian of the laws and
 revenues, is compared with the chancellor of the Latin
 monarchies. (42)","('2', 'CARDINAL'), ('Constantine', 'PERSON'), ('Logothete', 'PERSON'), ('Logothetes', 'PERSON'), ('Logothete', 'PERSON'), ('Latin', 'NORP'), ('42', 'CARDINAL')"
"2. Romanus could not be alleged as a legitimate emperor; he was a plebeian usurper, ignorant of the laws, and regardless of the honour, of the monarchy.","('2', 'CARDINAL'), ('Romanus', 'PERSON')"
"3. For the marriage of his own son with the daughter of Hugo, king
 of Italy, a more honourable defence is contrived by the wise  Porphyrogenitus.","('3', 'CARDINAL'), ('Hugo', 'PERSON'), ('Italy', 'GPE'), ('Porphyrogenitus', 'PERSON')"
"3. From the humble
 style and service of guards, the Domestics insensibly rose
 to the station of generals; the military themes of the East
 and West, the legions of Europe and Asia, were often
 divided, till the great Domestic was finally invested with
 the universal and absolute command of the land forces.","('3', 'CARDINAL'), ('East', 'LOC'), ('West', 'LOC'), ('Europe', 'LOC'), ('Asia', 'LOC'), ('Domestic', 'ORG')"
"4. The
 naval powers were under the command of the great Duke; in
 his absence they obeyed the great Drungaire of the fleet;
 and, in his place, the Emir, or Admiral, a name of Saracen
 extraction, (47) but which has been naturalized in all the
 modern languages of Europe.","('4', 'CARDINAL'), ('Duke', 'PERSON'), ('Drungaire', 'PERSON'), ('Saracen', 'NORP'), ('47', 'CARDINAL'), ('Europe', 'LOC')"
"A
 particle of the treasures of his nephew was sometimes
 diverted from the indulgence of vice and folly; a school was
 opened in the palace of Magnaura; and the presence of Bardas
 excited the emulation of the masters and students.","('Magnaura', 'GPE'), ('Bardas', 'PERSON')"
"A Jewish traveller, who visited
 the East in the twelfth century, is lost in his admiration
 of the Byzantine riches.","('Jewish', 'NORP'), ('East', 'LOC'), ('the twelfth century', 'DATE'), ('Byzantine', 'NORP')"
"A Pagan of the North,
 Wolodomir, great prince of Russia, aspired to a daughter of
 the Roman purple; and his claim was enforced by the threats
 of war, the promise of conversion, and the offer of a
 powerful succour against a domestic rebel.","('Pagan', 'NORP'), ('North', 'LOC'), ('Wolodomir', 'PERSON'), ('Russia', 'GPE'), ('Roman', 'NORP')"
"A closer survey will indeed reduce the value of the gift,
 and the gratitude of posterity: in the possession of these
 Imperial treasures we may still deplore our poverty and
 ignorance; and the fading glories of their authors will be
 obliterated by indifference or contempt.","('Imperial', 'NORP')"
"A cold hand and a loquacious tongue was the
 vulgar description of the nation: the author of the tactics
 was besieged in his capital; and the last of the Barbarians,
 who trembled at the name of the Saracens, or Franks, could
 proudly exhibit the medals of gold and silver which they had
 extorted from the feeble sovereign of Constantinople.","('Barbarians', 'NORP'), ('Saracens', 'NORP'), ('Franks', 'PERSON'), ('Constantinople', 'GPE')"
"A commerce of mutual benefit exchanged
 the gold of Constantinople for the blood of Sclavonians and
 Turks, the Bulgarians and Russians: their valour contributed
 to the victories of Nicephorus and Zimisces; and if a
 hostile people pressed too closely on the frontier, they
 were recalled to the defence of their country, and the
 desire of peace, by the well-managed attack of a more
 distant tribe. (70)","('Constantinople', 'GPE'), ('Sclavonians', 'NORP'), ('Turks', 'NORP'), ('Bulgarians', 'NORP'), ('Russians', 'NORP'), ('Nicephorus', 'NORP'), ('Zimisces', 'NORP'), ('70', 'CARDINAL')"
"A domestic
 revolution dispersed the manufacturers to Florence, Bologna,
 Venice, Milan, and even the countries beyond the Alps; and
 thirteen years after this event the statutes of Modena
 enjoin the planting of mulberry-trees, and regulate the
 duties on raw silk. (26)","('Florence', 'GPE'), ('Bologna', 'GPE'), ('Venice', 'GPE'), ('Milan', 'GPE'), ('Alps', 'LOC'), ('thirteen years', 'DATE'), ('Modena', 'GPE')"
"A favourite ambassador, who
 had astonished the Abbassides themselves by his pride and
 liberality, presented on his return the model of a palace,
 which the caliph of Bagdad had recently constructed on the
 banks of the Tigris.","('Abbassides', 'NORP'), ('Bagdad', 'GPE'), ('Tigris', 'LOC')"
"A fleet of one hundred and twelve galleys, and
 seventy-five vessels of the Pamphylian style, was equipped
 in the capital, the islands of the Aegean Sea, and the
 seaports of Asia, Macedonia, and Greece.","('one hundred and twelve', 'CARDINAL'), ('seventy-five', 'CARDINAL'), ('Pamphylian', 'NORP'), ('the Aegean Sea', 'LOC'), ('Asia', 'LOC'), ('Macedonia', 'GPE'), ('Greece', 'GPE')"
"A lethargy of
 servitude had benumbed the minds of the Greeks: in the
 wildest tumults of rebellion they never aspired to the idea
 of a free constitution; and the private character of the
 prince was the only source and measure of their public
 happiness.","('Greeks', 'NORP')"
"A matron of Peloponesus, (37) who had cherished the infant fortunes of Basil the Macedonian, was excited by tenderness or vanity to visit the greatness of her adopted son.","('Peloponesus', 'NORP'), ('37', 'DATE'), ('Basil the Macedonian', 'PERSON')"
"A motive of vanity or discontent solicited one
 of his successors, Constans the Second, to abandon the
 Thracian Bosphorus, and to restore the pristine honours of
 the Tyber: an extravagant project, (exclaims the malicious
 Byzantine,) as if he had despoiled a beautiful and blooming
 virgin, to enrich, or rather to expose, the deformity of a
 wrinkled and decrepit matron. (95)","('one', 'CARDINAL'), ('Constans', 'PERSON'), ('Second', 'ORDINAL'), ('the\r\n Thracian Bosphorus', 'LOC'), ('Tyber', 'NORP'), ('Byzantine', 'NORP')"
"A name of some German tribes between the Rhine and the Weser
 had spread its victorious influence over the greatest part
 of Gaul, Germany, and Italy; and the common appellation of
FRANKS (88) was applied by the Greeks and Arabians to the Christians of the Latin church, the nations of the West, who
 stretched beyond their knowledge to the shores of the
 Atlantic Ocean.","('German', 'NORP'), ('Rhine', 'LOC'), ('Weser', 'LOC'), ('Gaul', 'GPE'), ('Germany', 'GPE'), ('Italy', 'GPE'), ('FRANKS (88', 'LAW'), ('Greeks', 'NORP'), ('Arabians', 'NORP'), ('Christians', 'NORP'), ('Latin', 'NORP'), ('West', 'LOC'), ('the\r\n Atlantic Ocean', 'LOC')"
"A new Mesopotamia was created on
 the western side of the Euphrates: the appellation and
 praetor of Sicily were transferred to a narrow slip of
 Calabria; and a fragment of the duchy of Beneventum was
 promoted to the style and title of the theme of Lombardy.","('Mesopotamia', 'LOC'), ('Euphrates', 'LOC'), ('Sicily', 'LOC'), ('Calabria', 'LOC'), ('Beneventum', 'PERSON'), ('Lombardy', 'GPE')"
A ray of historic light seems to beam from the darkness of the tenth century.,"('the tenth century', 'DATE')"
"A review of the
 themes or provinces might promise such authentic and useful
 information, as the curiosity of government only can obtain,
 instead of traditionary fables on the origin of the cities,
 and malicious epigrams on the vices of their inhabitants.
 (10)","('10', 'CARDINAL')"
"A single, or even a
 double or treble thread was thought sufficient for ordinary
 sale; but the union of six threads composed a piece of
 stronger and more costly workmanship.","('six', 'CARDINAL')"
"A stately
 edifice, in the palace of Palermo, was erected for the use
 of this industrious colony; (24) and the art was propagated
 by their children and disciples to satisfy the increasing
 demand of the western world.","('Palermo', 'GPE'), ('24', 'CARDINAL')"
"A victim of her
 religion and country, the Grecian princess was torn from the
 palace of her fathers, and condemned to a savage reign, and
 a hopeless exile on the banks of the Borysthenes, or in the
 neighbourhood of the Polar circle. (65)","('Grecian', 'NORP'), ('Borysthenes', 'LOC'), ('Polar', 'LOC'), ('65', 'CARDINAL')"
"Above a thousand years, from
 Vespasian to Alexius Comnenus, (39) the Caesar was the second person, or at least the second degree, after the supreme
 title of Augustus was more freely communicated to the sons
 and brothers of the reigning monarch.","('a thousand years', 'DATE'), ('Vespasian', 'NORP'), ('Alexius Comnenus', 'ORG'), ('39', 'CARDINAL'), ('Caesar', 'PERSON'), ('second', 'ORDINAL'), ('second', 'ORDINAL'), ('Augustus', 'PERSON')"
"After a long journey by sea
 and land, from Venice to Constantinople, the ambassador
 halted at the golden gate, till he was conducted by the
 formal officers to the hospitable palace prepared for his
 reception; but this palace was a prison, and his jealous
 keepers prohibited all social intercourse either with
 strangers or natives.","('Venice', 'GPE'), ('Constantinople', 'GPE')"
