Sentence,Entities
(1),"('1', 'CARDINAL')"
(101),"('101', 'CARDINAL')"
(112),"('112', 'CARDINAL')"
(16),"('16', 'CARDINAL')"
(17),"('17', 'CARDINAL')"
(3),"('3', 'CARDINAL')"
(33),"('33', 'CARDINAL')"
(4),"('4', 'CARDINAL')"
(5),"('5', 'CARDINAL')"
(51),"('51', 'CARDINAL')"
(54),"('54', 'CARDINAL')"
"A
 public employment was converted into the patrimony of a
 private family: the elder Pepin left a king of mature years
 under the guardianship of his own widow and her child; and
 these feeble regents were forcibly dispossessed by the most
 active of his bastards.","('Pepin', 'PERSON'), ('years', 'DATE')"
"A change was scarcely visible
 as long as the lieutenants of the caliph were content with
 their vicarious title; while they solicited for themselves
 or their sons a renewal of the Imperial grant, and still
 maintained on the coin and in the public prayers the name
 and prerogative of the commander of the faithful.","('Imperial', 'NORP')"
"A country palace, in the neighbourhood of Compiegne
 (27) was allotted for their residence or prison: but each
 year, in the month of March or May, they were conducted in a
 wagon drawn by oxen to the assembly of the Franks, to give
 audience to foreign ambassadors, and to ratify the acts of
 the mayor of the palace.","('Compiegne', 'GPE'), ('27', 'CARDINAL'), ('the month of March or May', 'DATE'), ('Franks', 'PERSON')"
"A detachment of cavalry intercepted his
 march and arrested his person; and the unhappy Ibrahim,
 snatched away from the promise of untasted royalty, expired
 in iron fetters in the dungeons of Haran.","('Ibrahim', 'PERSON'), ('Haran', 'PERSON')"
"A fleet of
 Saracens from the African coast presumed to enter the mouth
 of the Tyber, and to approach a city which even yet, in her
 fallen state, was revered as the metropolis of the Christian
 world.","('Saracens', 'NORP'), ('African', 'NORP'), ('Tyber', 'NORP'), ('Christian', 'NORP')"
"A government, half savage and half
 corrupt, was almost dissolved; and the tributary dukes, and
 provincial counts, and the territorial lords, were tempted
 to despise the weakness of the monarch, and to imitate the
 ambition of the mayor.","('half', 'CARDINAL'), ('half', 'CARDINAL')"
"A knight, who despised the swords
 and lances of the Saracens, relates, with heartfelt
 sincerity, his own fears, and those of his companions, at
 the sight and sound of the mischievous engine that
 discharged a torrent of the Greek fire, the feu Gregeois, as
 it is styled by the more early of the French writers.","('Saracens', 'NORP'), ('Greek', 'NORP'), ('Gregeois', 'PERSON'), ('French', 'NORP')"
"A mean, perhaps a foreign, extraction
 could not repress the aspiring energy of Abu Moslem.","('Abu Moslem', 'PERSON')"
"A people continually exposed to the dangers of the field must esteem
 the healing powers of medicine, or rather of surgery; but the starving physicians of Arabia murmured a complaint that
 exercise and temperance deprived them of the greatest part
 of their practice.","('Arabia', 'GPE')"
"A pious and charitable motive may sanctify the
 foundation of cisterns and caravanseras, which he
 distributed along a measured road of seven hundred miles;
 but his train of camels, laden with snow, could serve only
 to astonish the natives of Arabia, and to refresh the fruits
 and liquors of the royal banquet. (45)","('seven hundred miles', 'QUANTITY'), ('Arabia', 'LOC'), ('45', 'CARDINAL')"
"A private doctor refused the invitation of the sultan of Bochara, because the carriage of his books would have required four hundred camels.","('Bochara', 'PERSON'), ('four hundred', 'CARDINAL')"
"A rebellious faction introduced them into
 Alexandria; (81) they cut in pieces both friends and foes, pillaged the churches and the moschs, sold above six thousand Christian captives, and maintained their station in
 the capital of Egypt, till they were oppressed by the forces
 and the presence of Almamon himself.","('Alexandria', 'GPE'), ('81', 'CARDINAL'), ('six thousand', 'CARDINAL'), ('Christian', 'NORP'), ('Egypt', 'GPE'), ('Almamon', 'PERSON')"
"A report was dexterously scattered, that the Franks, the unknown nations of the Latin world, were arming by sea and land in the defence of the Christian cause, and their formidable aid was expected with far different sensations in the camp and city.","('Franks', 'NORP'), ('Latin', 'NORP'), ('Christian', 'NORP')"
"A seasonable vision (for such are the manufacture of every
 religion) revealed the holy spot at the foot of the walls
 and the bottom of the harbour; and the mosch of Ayub has been
 deservedly chosen for the simple and martial inauguration of
 the Turkish sultans.","('Ayub', 'GPE'), ('Turkish', 'NORP')"
"A series of bloody and undecisive combats
 is nothing more than an anticipation of what would have been
 effected in a few years by the course of nature; but I shall
 briefly prosecute the conquests of the two emperors from the
 hills of Cappadocia to the desert of Bagdad.","('a few years', 'DATE'), ('two', 'CARDINAL'), ('Cappadocia', 'GPE'), ('Bagdad', 'GPE')"
"A standing army was unknown under the first and second race; more than half the kingdom was now in the hands of the Saracens: according to their respective situation, the Franks of Neustria and Austrasia were too conscious or too careless of the impending danger; and the voluntary aids of the Gepidae and Germans were separated by a long interval from the standard of the Christian general.","('first', 'ORDINAL'), ('second', 'ORDINAL'), ('more than half', 'CARDINAL'), ('Saracens', 'NORP'), ('Franks', 'PERSON'), ('Neustria', 'GPE'), ('Austrasia', 'ORG'), ('Gepidae', 'NORP'), ('Germans', 'NORP'), ('Christian', 'NORP')"
"A still more fatal
 and irreparable loss was that of the caliph Soliman, who died of an indigestion, (12) in his camp near Kinnisrin or Chalcis in Syria, as he was preparing to lead against Constantinople the remaining forces of the East.","('Soliman', 'PERSON'), ('12', 'CARDINAL'), ('Kinnisrin', 'GPE'), ('Chalcis', 'PERSON'), ('Syria', 'GPE'), ('Constantinople', 'GPE'), ('East', 'LOC')"
"A superstitious reverence for the dead
 confined both the Greeks and the Arabians to the dissection
 of apes and quadrupeds; the more solid and visible parts
 were known in the time of Galen, and the finer scrutiny of
 the human frame was reserved for the microscope and the
 injections of modern artists.","('Greeks', 'NORP'), ('Arabians', 'NORP'), ('Galen', 'PERSON')"
"A victorious line of march had
 been prolonged above a thousand miles from the rock of
 Gibraltar to the banks of the Loire; the repetition of an
 equal space would have carried the Saracens to the confines
 of Poland and the Highlands of Scotland; the Rhine is not
 more impassable than the Nile or Euphrates, and the Arabian
 fleet might have sailed without a naval combat into the
 mouth of the Thames.","('a thousand miles', 'QUANTITY'), ('Gibraltar', 'GPE'), ('Loire', 'LOC'), ('Saracens', 'NORP'), ('Poland', 'GPE'), ('Highlands', 'LOC'), ('Scotland', 'GPE'), ('Rhine', 'LOC'), ('Nile', 'LOC'), ('Euphrates', 'LOC'), ('Arabian', 'NORP'), ('Thames', 'LOC')"
"After
 the death of Mohammed, the oath of allegiance was
 administered in the name of his son Ibrahim to a numerous
 band of votaries, who expected only a signal and a leader;
 and the governor of Chorasan continued to deplore his
 fruitless admonitions and the deadly slumber of the caliphs
 of Damascus, till he himself, with all his adherents, was
 driven from the city and palace of Meru, by the rebellious
 arms of Abu Moslem. (35)","('Mohammed', 'PERSON'), ('Ibrahim', 'PERSON'), ('Chorasan', 'GPE'), ('Damascus', 'GPE'), ('Meru', 'LOC'), ('Abu Moslem', 'PERSON'), ('35', 'CARDINAL')"
"After a bloody
 conflict, they prevailed in the province of Bahrein, along the Persian Gulf: far and wide, the tribes of the desert were subject to the sceptre, or rather to the sword of Abu Said and his son Abu Taher; and these rebellious imams could muster in the field a hundred and seven thousand fanatics.","('Bahrein', 'GPE'), ('the Persian Gulf', 'LOC'), ('Abu Said', 'PERSON'), ('Abu Taher', 'PERSON'), ('a hundred and seven thousand', 'CARDINAL')"
"After a bloody field, in which Abderame was slain, the Saracens, in the close of the evening, retired to their camp.","('Abderame', 'PERSON'), ('Saracens', 'NORP'), ('the close of the evening', 'TIME')"
"After a similar prayer, and
 with equal resolution, the Moslems advanced to the attack of
 the Christian galleys, which preserved their advantageous
 station along the coast.","('Moslems', 'NORP'), ('Christian', 'NORP')"
