Sentence,Entities
"(1)
Zingis Khan, first emperor of the Moguls and Tartars, A.D. 1206-1227.","('Zingis Khan', 'PERSON'), ('first', 'ORDINAL'), ('Moguls', 'GPE'), ('Tartars', 'LOC'), ('1206-1227', 'CARDINAL')"
(18),"('18', 'CARDINAL')"
(5),"('5', 'CARDINAL')"
"A body of Turkish cavalry
 attended the ambassadors, who disembarked from thirty
 vessels, before his camp of Selybria.","('Turkish', 'NORP'), ('thirty', 'CARDINAL'), ('Selybria', 'GPE')"
"A caravan of three ambassadors and one hundred and
 fifty merchants were arrested and murdered at Otrar, by the
 command of Mohammed; nor was it till after a demand and
 denial of justice, till he had prayed and fasted three
 nights on a mountain, that the Mogul emperor appealed to the
 judgment of God and his sword.","('three', 'CARDINAL'), ('one hundred and\r\n fifty', 'CARDINAL'), ('Otrar', 'PERSON'), ('Mohammed', 'PERSON'), ('three\r\n nights', 'DATE'), ('Mogul', 'PERSON')"
"A change of manners is implied in
 the removal of Octai and Mangou from a tent to a house; and
 their example was imitated by the princes of their family
 and the great officers of the empire.","('Octai', 'PERSON'), ('Mangou', 'PERSON')"
"A great number of volunteers was enrolled with
 a small stipend, but with the permission of living at home,
 unless they were summoned to the field: their rude manners,
 and seditious temper, disposed Orchan to educate his young
 captives as his soldiers and those of the prophet; but the
 Turkish peasants were still allowed to mount on horseback,
 and follow his standard, with the appellation and the hopes
 of freebooters.","('Orchan', 'PERSON'), ('Turkish', 'NORP')"
"A hundred thousand Chinese imitated his example; and the whole empire,
 from Tonkin to the great wall, submitted to the dominion of Cublai.","('A hundred thousand', 'CARDINAL'), ('Chinese', 'NORP'), ('Tonkin', 'PERSON'), ('Cublai', 'GPE')"
"A knight, whose life
 had been spared, was permitted to return to Paris, that he
 might relate the deplorable tale, and solicit the ransom of
 the noble captives.","('Paris', 'GPE')"
"A naked crowd of Christians of both sexes
 and every age, of priests and monks, of matrons and virgins,
 was exposed in the public market; the whip was frequently
 used to quicken the charity of redemption; and the indigent
 Greeks deplored the fate of their brethren, who were led
 away to the worst evils of temporal and spiritual bondage
 (50)","('Christians', 'NORP'), ('Greeks', 'NORP'), ('50', 'CARDINAL')"
"A rash and inhuman deed provoked and
 justified the Tartar arms in the invasion of the southern
 Asia.","('Tartar', 'NORP'), ('Asia', 'LOC')"
"A stately pavilion
 was erected, in which the empress Irene passed the night
 with her daughters.","('Irene', 'PERSON')"
"A truce of ten years was purchased by an annual
 tribute of thirty thousand crowns of gold; the Greeks
 deplored the public toleration of the law of Mahomet, and
 Bajazet enjoyed the glory of establishing a Turkish cadhi,
 and founding a royal mosque in the metropolis of the Eastern
 church. (67)","('ten years', 'DATE'), ('annual', 'DATE'), ('thirty thousand', 'CARDINAL'), ('Greeks', 'NORP'), ('Mahomet', 'PERSON'), ('Bajazet', 'PERSON'), ('Turkish', 'NORP'), ('Eastern', 'NORP'), ('67', 'CARDINAL')"
"According to their respective situations, they maintained
 the simplicity of the pastoral life, or assumed the luxury
 of the cities of Asia; but the princes and their hordes were
 alike disposed for the reception of a foreign worship.","('Asia', 'LOC')"
"After
 some hesitation between the Gospel and the Koran, they
 conformed to the religion of Mahomet; and while they adopted
 for their brethren the Arabs and Persians, they renounced
 all intercourse with the ancient Moguls, the idolaters of
 China.","('Gospel', 'WORK_OF_ART'), ('Koran', 'WORK_OF_ART'), ('Mahomet', 'PERSON'), ('Arabs', 'NORP'), ('Persians', 'NORP'), ('Moguls', 'NORP'), ('China', 'GPE')"
"After a festival of forty days, Batou set
 forwards on this great expedition; and such was the speed
 and ardour of his innumerable squadrons, than in less than
 six years they had measured a line of ninety degrees of
 longitude, a fourth part of the circumference of the globe.","('forty days', 'DATE'), ('Batou', 'PERSON'), ('less than\r\n six years', 'DATE'), ('ninety degrees', 'QUANTITY'), ('fourth', 'ORDINAL')"
"After a siege of two months, Bagdad was stormed and sacked by the Moguls; and their savage commander pronounced the death of the caliph Mostasem, the last of the temporal successors of Mahomet; whose noble kinsmen, of the race of Abbas, had reigned in Asia above five hundred years.","('two months', 'DATE'), ('Bagdad', 'GPE'), ('Moguls', 'PERSON'), ('Mostasem', 'PERSON'), ('Mahomet', 'PERSON'), ('Abbas', 'PERSON'), ('Asia', 'LOC'), ('five hundred years', 'DATE')"
"After brushing away the monstrous fables, of men with dogs heads and cloven feet, we shall find, that, fifteen years after the death of Zingis, the Moguls were informed of the name and manners of the Samoyedes in the neighbourhood of the polar circle, who dwelt in subterraneous huts, and derived their firs and their food from the sole occupation of hunting. (30)","('fifteen years', 'DATE'), ('Zingis', 'PERSON'), ('Moguls', 'PERSON'), ('Samoyedes', 'NORP'), ('30', 'CARDINAL')"
