Sentence,Entities
"""1. A general synod can alone
 consummate the union of the churches; nor can such a synod
 be held till the three Oriental patriarchs, and a great
 number of bishops, are enfranchised from the Mahometan yoke.","('1', 'CARDINAL'), ('three', 'CARDINAL'), ('Oriental', 'NORP'), ('Mahometan', 'NORP')"
(1),"('1', 'CARDINAL')"
(10),"('10', 'CARDINAL')"
(111),"('111', 'CARDINAL')"
(116),"('116', 'CARDINAL')"
(118),"('118', 'CARDINAL')"
(51),"('51', 'CARDINAL')"
(54),"('54', 'CARDINAL')"
(55),"('55', 'CARDINAL')"
(60),"('60', 'CARDINAL')"
(72),"('72', 'CARDINAL')"
"2. The Greeks are alienated by a long series of oppression
 and injury: they must be reconciled by some act of brotherly
 love, some effectual succour, which may fortify the authority
 and arguments of the emperor, and the friends of the union.","('2', 'CARDINAL'), ('Greeks', 'NORP')"
"3. If some difference of faith or ceremonies should be found  incurable, the Greeks, however, are the disciples of Christ;
 and the Turks are the common enemies of the Christian name.","('3', 'CARDINAL'), ('Greeks', 'NORP'), ('Christ', 'PERSON'), ('Turks', 'NORP'), ('Christian', 'NORP')"
3.The supremacy of the pope.,"('3', 'CARDINAL')"
"4. Should
 the subjects of Andronicus be treated as the worst of
 schismatics, of heretics, of pagans, a judicious policy may
 yet instruct the powers of the West to embrace a useful
 ally, to uphold a sinking empire, to guard the confines of
 Europe; and rather to join the Greeks against the Turks,
 than to expect the union of the Turkish arms with the troops
 and treasures of captive Greece.""","('4', 'CARDINAL'), ('Andronicus', 'NORP'), ('West', 'LOC'), ('Europe', 'LOC'), ('Greeks', 'NORP'), ('Turks', 'NORP'), ('Turkish', 'NORP'), ('Greece', 'GPE')"
"A general peace was secured by mutual acts of oblivion
 and indemnity: all ideas of reformation subsided; the popes
 continued to exercise and abuse their ecclesiastical
 despotism; nor has Rome been since disturbed by the
 mischiefs of a contested election. (77)","('Rome', 'GPE')"
"A just suspicion of his design prompted the fathers to hasten the promulgation of their first decree, that the representatives of the church-militant on earth were invested with a divine and spiritual jurisdiction over all Christians, without excepting the pope; and that a general council could not be dissolved, prorogued, or transferred, unless by their free deliberation and consent.","('first', 'ORDINAL'), ('Christians', 'NORP')"
"A previous trial was imposed; and,
 in the presence of four cardinals, he acknowledged, as a
 true Catholic, the supremacy of the pope, and the double
 procession of the Holy Ghost.","('four', 'CARDINAL'), ('Catholic', 'NORP'), ('the Holy Ghost', 'WORK_OF_ART')"
"A public auction was instituted
 in the court of Rome: the cardinals and favourites were
 enriched with the spoils of nations; and every country might
 complain that the most important and valuable benefices were
 accumulated on the heads of aliens and absentees.","('Rome', 'GPE')"
"A purer style of composition, a more generous and
 rational strain of sentiment, flowed from the study and
 imitation of the writers of ancient Rome; and the disciples
 of Cicero and Virgil approached, with reverence and love,
 the sanctuary of their Grecian masters.","('Rome', 'GPE'), ('Cicero', 'PERSON'), ('Virgil', 'PERSON'), ('Grecian', 'NORP')"
"A single manuscript imported from Greece is
 revived in ten thousand copies; and each copy is fairer than
 the original.","('Greece', 'GPE'), ('ten thousand', 'CARDINAL')"
"A special license was granted to negotiate with
 the outlaw, but the forces, or the spirit, of Hawkwood, were
 unequal to the enterprise: and it was for the advantage,
 perhaps, of Palaeologus to be disappointed of succour, that
 must have been costly, that could not be effectual, and
 which might have been dangerous. (12)","('Hawkwood', 'ORG'), ('Palaeologus', 'NORP')"
"A vicious
 pronunciation, (107) which they introduced, was banished from
 the schools by the reason of the succeeding age.","('107', 'CARDINAL')"
A.D. 1339.,"('A.D. 1339', 'DATE')"
A.D. 1355.,"('A.D. 1355', 'DATE')"
"A.D. 1400, December.","('A.D. 1400', 'DATE'), ('December', 'DATE')"
"A.D. 1400, June 3;  On the confines
 of France (18) the royal officers undertook the care of his person, journey, and expenses; and two thousand of the richest citizens, in arms and on horseback, came forth to meet him as far as Charenton, in the neighbourhood of the capital.","('A.D. 1400', 'DATE'), ('June 3', 'DATE'), ('France', 'GPE'), ('18', 'CARDINAL'), ('two thousand', 'CARDINAL'), ('Charenton', 'GPE')"
"A.D. 1402. and, after a residence of two years in the West, shaped his course through Germany and Italy, embarked at Venice, and patiently expected, in the Morea, the moment of his ruin or deliverance.","('A.D. 1402', 'DATE'), ('two years', 'DATE'), ('West', 'LOC'), ('Germany', 'GPE'), ('Italy', 'GPE'), ('Venice', 'GPE'), ('Morea', 'PERSON')"
A.D. 1417-1425.,"('A.D. 1417-1425', 'DATE')"
"According to the
 vicissitudes of danger and repose, the emperor advanced or
 retreated; alternately instructed and disavowed his
 ministers; and escaped from the importunate pressure by
 urging the duty of inquiry, the obligation of collecting the
 sense of his patriarchs and bishops, and the impossibility
 of convening them at a time when the Turkish arms were at
 the gates of his capital.","('Turkish', 'NORP')"
"After
 the necessary preparations, John Palaeologus, with a
 numerous train, accompanied by his brother Demetrius, and
 the most respectable persons of the church and state,
 embarked in eight vessels with sails and oars which steered
 through the Turkish Straits of Gallipoli to the Archipelago,
 the Morea, and the Adriatic Gulf. (53)","('John Palaeologus', 'PERSON'), ('Demetrius', 'PERSON'), ('eight', 'CARDINAL'), ('the Turkish Straits', 'LOC'), ('Gallipoli', 'GPE'), ('Archipelago', 'LOC'), ('Morea', 'LOC'), ('the Adriatic Gulf', 'LOC'), ('53', 'CARDINAL')"
