Sentence,Entities
(1),"('1', 'CARDINAL')"
(19),"('19', 'CARDINAL')"
(4),"('4', 'CARDINAL')"
(45),"('45', 'CARDINAL')"
(48),"('48', 'CARDINAL')"
(75),"('75', 'CARDINAL')"
"1. Of all the families now extant, the most ancient, doubtless, and the most illustrious, is the house of France, which has occupied the same throne above eight hundred years, and descends, in a clear and lineal series of males, from the middle of the ninth century.","('1', 'CARDINAL'), ('France', 'GPE'), ('eight hundred years', 'DATE'), ('the middle of the ninth century', 'DATE')"
"2. The barons of Courtenay must have stood high in their own estimation, and in that of the world, since they could impose on the son of a king the obligation of adopting for himself and all his descendants the name and arms of their daughter and his wife.","('2', 'CARDINAL'), ('Courtenay', 'PERSON')"
"3. The shame was far more permanent than the reward, and a momentary blaze was followed by a long darkness.","('3', 'CARDINAL')"
"A descendant of Reginald of Courtenay may blush for the public robber, who stripped and imprisoned several merchants, after they had satisfied the king's duties at Sens and Orleans.","('Reginald of Courtenay', 'PERSON'), ('Sens', 'ORG'), ('Orleans', 'GPE')"
"A domestic alliance (their mothers were sisters) attached him to the standard of Baldwin of Bruges, the second count of Edessa; a princely fief, which he was worthy to receive, and able to maintain, announces the number of his martial followers; and after the departure of his cousin, Joscelin himself was invested with the county of Edessa on both sides of the Euphrates.","('Baldwin of Bruges', 'ORG'), ('second', 'ORDINAL'), ('Edessa', 'PERSON'), ('Joscelin', 'PERSON'), ('Edessa', 'GPE'), ('Euphrates', 'LOC')"
"A rash youth, the new governor of the Venetian colony, had sailed away with thirty galleys, and the best of the French knights, on a wild expedition to Daphnusia, a town on the Black Sea, at the distance of forty leagues;  and the remaining Latins were without strength or suspicion.","('Venetian', 'NORP'), ('thirty', 'CARDINAL'), ('French', 'NORP'), ('Daphnusia', 'GPE'), ('the Black Sea', 'LOC'), ('forty', 'CARDINAL'), ('Latins', 'NORP')"
A repetition of complaints and protests was repeatedly disregarded; and the hopeless pursuit was terminated in the present century by the death of the last male of the family.,"('the present century', 'DATE')"
"A short
 examination before the French court detected the impostor,
 who was punished with an ignominious death; but the Flemings
 still adhered to the pleasing error; and the countess Jane
 is accused by the gravest historians of sacrificing to her
 ambition the life of an unfortunate father. (30)
Reign and character of Henry, A.D. 1206, August 20-A.D. 1216, June 11.","('French', 'NORP'), ('Flemings', 'PERSON'), ('Jane', 'PERSON'), ('Henry', 'PERSON'), ('A.D. 1206', 'DATE'), ('August 20-A.D. 1216', 'DATE'), ('June 11', 'DATE')"
A.D. 1204-1222.,"('A.D. 1204-1222', 'DATE')"
"About the eleventh century, the second tempest had subsided by the expulsion or conversion of the enemies of Christendom: the tide of civilization, which had so long ebbed, began to flow with a steady and accelerated course; and a fairer prospect was opened to the hopes and efforts of the rising generations.","('About the eleventh century', 'DATE'), ('second', 'ORDINAL'), ('Christendom', 'NORP')"
