Sentence,Entities
(11),"('11', 'CARDINAL')"
(13),"('13', 'CARDINAL')"
(14),"('14', 'CARDINAL')"
(35),"('35', 'CARDINAL')"
(54),"('54', 'CARDINAL')"
"A
 soldier of fortune, Reginald of Chatillon, had seized a
 fortress on the edge of the desert, from whence he pillaged
 the caravans, insulted Mahomet, and threatened the cities of
 Mecca and Medina.","('Reginald of Chatillon', 'PERSON'), ('Mahomet', 'PERSON'), ('Mecca', 'GPE'), ('Medina', 'GPE')"
"A grand division of the third crusade was led by the emperor Frederic Barbarossa, (10) who sympathized with his brothers of France and England in the common loss of Jerusalem.","('third', 'ORDINAL'), ('Frederic Barbarossa', 'PERSON'), ('10', 'DATE'), ('France', 'GPE'), ('England', 'GPE'), ('Jerusalem', 'GPE')"
"A just
 opinion may be formed of their knowledge and humanity; of
 their knowledge, from the design of subduing Persia and
 Chorasan in their way to Jerusalem;  of their humanity, from the massacre of the Christian people, a friendly city,
 who came out to meet them with palms and crosses in their
 hands.","('Persia', 'GPE'), ('Chorasan', 'NORP'), ('Jerusalem', 'GPE'), ('Christian', 'NORP')"
A march of one hundred miles from Acre to Ascalon was a great and perpetual battle of eleven days.,"('one hundred miles', 'QUANTITY'), ('Acre', 'GPE'), ('Ascalon', 'GPE'), ('eleven days', 'DATE')"
"A monkish historian would have been content to applaud the most despicable part of his
 character; but the noble and gallant Joinville, (94) who shared the friendship and captivity of Louis, has traced with the pencil of nature the free portrait of his virtues
 as well as of his failings.","('Joinville', 'PERSON'), ('94', 'DATE'), ('Louis', 'PERSON')"
"A personal interview
 was declined by Saladin, who alleged their mutual ignorance
 of each other's language; and the negotiation was managed
 with much art and delay by their interpreters and envoys.","('Saladin', 'PERSON')"
"A religious warrior, the great master of the hospital, encouraged him to proceed; the emperor of Constantinople either gave, or promised, a fleet
 to act with the armies of Syria; and the perfidious Christian, unsatisfied with spoil and subsidy, aspired to the conquest of Egypt.","('Constantinople', 'GPE'), ('Syria', 'GPE'), ('Christian', 'NORP'), ('Egypt', 'GPE')"
"A shower of Greek fire was incessantly poured on the
 invaders; the Nile was commanded by the Egyptian galleys, the open country by the Arabs; all provisions were intercepted; each day aggravated the sickness and famine; and about the same time a retreat was found to be necessary and impracticable.","('Greek', 'NORP'), ('Nile', 'LOC'), ('Egyptian', 'NORP'), ('Arabs', 'NORP')"
"A treaty of peace (5) suspended
 the fears of the Greeks; and they were finally delivered by
 the death of an adversary, whom neither oaths could bind,
 nor dangers could appal, nor prosperity could satiate.","('5', 'CARDINAL'), ('Greeks', 'NORP')"
A.D. 1198-1216.,"('A.D. 1198-1216', 'DATE')"
"About eight years before the first conquest of Jerusalem, he was born of a noble family in Burgundy; at the age of three-and-twenty he buried himself in the monastery  of Citeaux, then in the primitive fervour of the institution; at the end of two years he led forth her third colony, or daughter, to the valley of Clairvaux (29) in Champagne; and was content, till the hour of his death, with the humble station of abbot of his own community.","('About eight years', 'DATE'), ('first', 'ORDINAL'), ('Jerusalem', 'GPE'), ('Burgundy', 'GPE'), ('three-and-twenty', 'DATE'), ('Citeaux', 'PERSON'), ('the end of two years', 'DATE'), ('third', 'ORDINAL'), ('Clairvaux', 'GPE'), ('29', 'CARDINAL'), ('Champagne', 'GPE'), ('the hour', 'TIME')"
"Above all the princes of the
 middle ages, Louis the Ninth successfully labored to restore the prerogatives of the crown; but it was at home and not in the East, that he acquired for himself and his posterity: his vow was the result of enthusiasm and sickness; and if he were the promoter, he was likewise the victim, of his holy madness.","('Louis', 'PERSON'), ('Ninth', 'ORDINAL'), ('East', 'LOC')"
"After Jerusalem had been delivered from the presence of the strangers, the sultan made his triumphal entry, his banners
 waving in the wind, and to the harmony of martial music.","('Jerusalem', 'GPE')"
"After a ruinous delay, which introduced into the camp the seeds of an epidemic disease, the Franks advanced from the sea-coast towards the capital of Egypt, and strove to surmount the unseasonable inundation of the Nile, which opposed their progress.","('Franks', 'PERSON'), ('Egypt', 'GPE'), ('Nile', 'LOC')"
"After a siege of thirty
 three days, the double wall was forced by the Moslems; the
 principal tower yielded to their engines; the Mamalukes made
 a general assault; the city was stormed; and death or
 slavery was the lot of sixty thousand Christians.","('thirty\r\n three days', 'DATE'), ('Moslems', 'NORP'), ('Mamalukes', 'PRODUCT'), ('sixty thousand', 'CARDINAL'), ('Christians', 'NORP')"
"After every resource had been tried, and every hope was
 exhausted, the defenders of Acre submitted to their fate; a
 capitulation was granted, but their lives and liberties were
 taxed at the hard conditions of a ransom of two hundred
 thousand pieces of gold, the deliverance of one hundred
 nobles, and fifteen hundred inferior captives, and the
 restoration of the wood of the holy cross.","('Acre', 'GPE'), ('two hundred\r\n thousand', 'CARDINAL'), ('one hundred', 'CARDINAL'), ('fifteen hundred', 'CARDINAL')"
