Sentence,Entities
(11),"('11', 'CARDINAL')"
(12),"('12', 'CARDINAL')"
(14),"('14', 'CARDINAL')"
(3),"('3', 'CARDINAL')"
(43),"('43', 'CARDINAL')"
(55),"('55', 'CARDINAL')"
(75),"('75', 'CARDINAL')"
"A chapel of a circular form, thirty feet in diameter, is crowned by a dome of one entire piece of granite: from the centre of the dome four columns arose, which supported, in a vase of porphyry, the remains of the Gothic king, surrounded by the brazen statues of the twelve apostles. (107)","('thirty feet', 'QUANTITY'), ('one', 'CARDINAL'), ('four', 'CARDINAL'), ('Gothic', 'NORP'), ('twelve', 'CARDINAL'), ('107', 'CARDINAL')"
"A country possessed of so many
 valuable objects of exchange soon attracted the merchants of
 the world, whose beneficial traffic was encouraged and
 protected by the liberal spirit of Theodoric.","('Theodoric', 'PERSON')"
"A devout and dutiful attachment to the senate was condemned as criminal by the trembling voices of the senators themselves; and their ingratitude deserved
 the wish or prediction of Boethius, that, after him, none should be found guilty of the same offence.","('Boethius', 'PERSON')"
"A difference of religion is always pernicious, and often
 fatal, to the harmony of the prince and people: the Gothic
 conqueror had been educated in the profession of Arianism,
 and Italy was devoutly attached to the Nicene faith.","('Gothic', 'NORP'), ('Arianism', 'NORP'), ('Italy', 'GPE'), ('Nicene', 'NORP')"
"A firm though
 gentle discipline imposed the habits of modesty, obedience,
 and temperance; and the Goths were instructed to spare the
 people, to reverence the laws, to understand the duties of
 civil society, and to disclaim the barbarous license of
 judicial combat and private revenge. (32)
Foreign policy of Theodoric.","('Goths', 'NORP'), ('Foreign policy of Theodoric', 'LAW')"
"A hero, descended from a race of kings, must have despised
 the base Isaurian who was invested with the Roman purple,
 without any endowment of mind or body, without any
 advantages of royal birth, or superior qualifications.","('Isaurian', 'NORP'), ('Roman', 'NORP')"
"A language so well suited to the temper of the Goths excited clamor and discontent; and the son of Theodemir, apprehensive of being left alone, was compelled to embrace his brethren, and to imitate the example of Roman
 perfidy.","('Goths', 'NORP'), ('Theodemir', 'PERSON'), ('Roman', 'NORP')"
"A recent victory had restored the independence of the Ostrogoths; and the three brothers, Walamir, Theodemir, and Widimir, who ruled that warlike nation with united counsels, had separately pitched their habitations in the fertile though desolate province of Pannonia.","('Ostrogoths', 'NORP'), ('three', 'CARDINAL'), ('Walamir', 'PERSON'), ('Theodemir', 'PERSON'), ('Widimir', 'PERSON'), ('Pannonia', 'GPE')"
"A reign of three and
 thirty years was consecrated to the duties of civil
 government, and the hostilities, in which he was sometimes
 involved, were speedily terminated by the conduct of his
 lieutenants, the discipline of his troops, the arms of his
 allies, and even by the terror of his name.","('three and\r\n thirty years', 'DATE')"
"A rigorous law, which was published at Constantinople, to reduce the Arians by the dread of
 punishment within the pale of the church, awakened the just resentment of Theodoric, who claimed for his distressed brethren of the East the same indulgence which he had so long granted to the Catholics of his dominions.","('Constantinople', 'GPE'), ('Arians', 'NORP'), ('Theodoric', 'PERSON'), ('East', 'LOC'), ('Catholics', 'NORP')"
"A strong cord was fastened round the head of Boethius, and forcibly tightened, till his eyes almost started from their sockets; and some mercy may be discovered
 in the milder torture of beating him with clubs till he expired. (98)","('Boethius', 'GPE')"
"A treaty of peace was negotiated by the bishop of Ravenna; the Ostrogoths were admitted into the city, and the hostile kings consented, under the sanction of an oath, to rule with equal and undivided authority the provinces of Italy.","('Ravenna', 'GPE'), ('Ostrogoths', 'NORP'), ('Italy', 'GPE')"
"A visible diminution of their numbers may be
 found even in the measure of liberality; (59) yet Apulia,
 Calabria, and Sicily, poured their tribute of corn into the
 granaries of Rome an allowance of bread and meat was
 distributed to the indigent citizens; and every office was
 deemed honorable which was consecrated to the care of their
 health and happiness.","('59', 'CARDINAL'), ('Apulia', 'GPE'), ('Calabria', 'GPE'), ('Sicily', 'GPE'), ('Rome', 'GPE')"
A.D. 489.,"('A.D. 489', 'DATE')"
"After
 the failure of the Theodosian life, the choice of Pulcheria
 and of the senate might be justified in some measure by the
 characters of Martin and Leo, but the latter of these
 princes confirmed and dishonored his reign by the perfidious
 murder of Aspar and his sons, who too rigorously exacted the
 debt of gratitude and obedience.","('Theodosian', 'NORP'), ('Pulcheria', 'PERSON'), ('Martin', 'PERSON'), ('Leo', 'PERSON'), ('Aspar', 'PERSON')"
"After a life of virtue and glory, Theodoric was now descending with shame and guilt into the grave; his mind was humbled by the contrast of the past, and justly alarmed by the invisible terrors of futurity.","('Theodoric', 'PERSON')"
"After his example, they
 strove to excel in the use, not only of the lance and sword,
 the instruments of their victories, but of the missile
 weapons, which they were too much inclined to neglect; and
 the lively image of war was displayed in the daily exercise
 and annual reviews of the Gothic cavalry.","('annual', 'DATE'), ('Gothic', 'NORP')"
