Sentence,Entities
(11),"('11', 'CARDINAL')"
(113),"('113', 'CARDINAL')"
(115),"('115', 'CARDINAL')"
"(15)
Situation and extent of Scythia, or Tartary.","('15', 'CARDINAL'), ('Scythia', 'ORG'), ('Tartary', 'ORG')"
(2),"('2', 'CARDINAL')"
(3),"('3', 'CARDINAL')"
(54),"('54', 'CARDINAL')"
"A
 Gothic chief was heard to declare, with insolent moderation,
 that, for his own part, he was fatigued with slaughter; but
 that he was astonished how a people who fled before him like
 a flock of sheep could still presume to dispute the
 possession of their treasures and provinces.","('Gothic', 'NORP')"
"A
 Tartar sovereign enjoys the tenth part of the wealth of his
 people; and as his own domestic riches of flocks and herds
 increase in a much larger proportion, he is able plentifully
 to maintain the rustic splendour of his court, to reward the
 most deserving or the most favoured of his followers, and to
 obtain from the gentle influence of corruption the obedience
 which might be sometimes refused to the stern mandates of
 authority.","('Tartar', 'NORP'), ('tenth', 'ORDINAL')"
"A 
 magnificent palace was prepared for his reception; his place
 was assigned above all the princes of the royal family; and
 the patience of the barbarian king was exhausted by the
 ceremonies of a banquet, which consisted of eight courses of
 meat; and of nine solemn pieces of music.","('eight', 'CARDINAL'), ('nine', 'CARDINAL')"
"A Gothic soldier was slain by the dagger of an
 Arab, and the hairy, naked savage, applying his lips to the
 wound, expressed a horrid delight while he sucked the blood
 of his vanquished enemy. (97)","('Gothic', 'NORP'), ('Arab', 'NORP')"
"A blow was
 imprudently given; a sword was hastily drawn, and the first
 blood that was spilt in this accidental quarrel became the
 signal of a long and destructive war.","('first', 'ORDINAL')"
"A circle is drawn, of many miles in circumference,
 to encompass the game of an extensive district; and the
 troops that form the circle regularly advance towards a
 common centre, where the captive animals, surrounded on
 every side, are abandoned to the darts of the hunters.","('many miles', 'QUANTITY')"
"A different mode of vindication or apology was opposed 
 to the complaints of the people, who loudly censured these
 shameful and dangerous concessions. (131)","('131', 'CARDINAL')"
"A fabulous origin was 
 assigned worthy of their form and manners that the witches
 of Scythia, who, for their foul and deadly practices, had
 been driven from society, had copulated in the desert with
 infernal spirits, and that the Huns were the offspring of
 this execrable conjunction. (58)","('Scythia', 'PERSON'), ('Huns', 'NORP'), ('58', 'CARDINAL')"
"A formidable tempest of the barbarians of
 Germany seemed ready to burst over the provinces of Gaul,
 and the mind of Gratian was oppressed and distracted by the
 administration of the Western empire.","('Germany', 'GPE'), ('Gaul', 'PERSON'), ('Gratian', 'PERSON'), ('Western', 'NORP')"
"A great number of brave and distinguished officers perished in the battle of Hadrianople, which equalled in the actual loss, and far surpassed in the fatal consequences, the misfortune which Rome had formerly sustained in the fields of Cannae. (93)","('Hadrianople', 'GPE'), ('Rome', 'GPE'), ('Cannae', 'GPE'), ('93', 'CARDINAL')"
"A large fleet of vessels,
 of boats, and of canoes, was provided; many days and nights
 they passed and repassed with indefatigable toil; and the
 most strenuous diligence was exerted by the officers of
 Valens that not a single barbarian, of those who were
 reserved to subvert the foundations of Rome, should be left
 on the opposite shore.","('Valens', 'PERSON'), ('Rome', 'GPE')"
"A numerous colony of the Visigoths was
 seated in Thrace; the remains of the Ostrogoths were planted
 in Phrygia and Lydia; their immediate wants were supplied by
 a distribution of corn and cattle; and their future industry
 was encouraged by an exemption from tribute during a certain
 term of years.","('Visigoths', 'PRODUCT'), ('Thrace', 'LOC'), ('Ostrogoths', 'PRODUCT'), ('Phrygia', 'GPE'), ('Lydia', 'GPE'), ('years', 'DATE')"
"A probable testimony has fixed the number of the
 Gothic warriors at two hundred thousand men; and if we can
 venture to add the just proportion of women, of children,
 and of slaves, the whole mass of people which composed this
 formidable emigration must have amounted to near a million
 of persons, of both sexes and of al!","('Gothic', 'NORP'), ('two hundred thousand', 'CARDINAL'), ('near a million', 'CARDINAL')"
"A select band of the fairest maidens of
 China was annually devoted to the rude embraces of the Huns;
 (36) and the alliance of the haughty Tanjous was secured by 
 their marriage with the genuine, or adopted, daughters of
 the Imperial family, which vainly attempted to escape the
 sacrilegious pollution.","('China', 'GPE'), ('Huns', 'NORP'), ('36', 'CARDINAL'), ('Tanjous', 'PERSON'), ('Imperial', 'NORP')"
"A soldier of the lifeguards of
 Gratian was of the nation of the Alemanni, and of the tribe
 of the Lentienses, who dwelt beyond the lake of Constance.","('Gratian', 'PERSON'), ('Alemanni', 'NORP'), ('Lentienses', 'NORP'), ('Constance', 'PERSON')"
"A subject invested with such ample command would
 not long have preserved his fidelity to a distant
 benefactor; and the Imperial council embraced the wise and
 manly resolution of conferring an obligation rather than of
 yielding to an insult.","('Imperial', 'ORG')"
A.D. 377,"('A.D. 377', 'DATE')"
A.D. 48.,"('A.D. 48', 'DATE')"
"About the same time, Count
 Richomer returned from the West to announce the defeat and
 submission of the Alemanni; to inform Valens that his nephew
 advanced by rapid marches at the head of the veteran and
 victorious legions of Gaul; and to request, in the name of
 Gratian and of the republic, that every dangerous and
 decisive measure might be suspended till the junction of the
 two emperors should ensure the success of the Gothic war.","('Richomer', 'PERSON'), ('West', 'LOC'), ('Alemanni', 'PERSON'), ('Valens', 'PERSON'), ('Gaul', 'PERSON'), ('Gratian', 'PERSON'), ('two', 'CARDINAL'), ('the Gothic war', 'EVENT')"
"Above one 
 hundred thousand persons, the poorest, indeed, and the most
 pusillanimous of the people, were contented to remain in
 their native country, to renounce their peculiar name and
 origin, and to mingle with the victorious nation of the
 Sienpi.","('one \r\n hundred thousand', 'CARDINAL'), ('Sienpi', 'NORP')"
