Sentence,Entities
(15),"('15', 'CARDINAL')"
(16),"('16', 'CARDINAL')"
(17),"('17', 'CARDINAL')"
(19),"('19', 'CARDINAL')"
(33),"('33', 'CARDINAL')"
(34),"('34', 'CARDINAL')"
(5),"('5', 'CARDINAL')"
(53),"('53', 'CARDINAL')"
"A conspiracy prevented A short time afterwards Sosius Falco, one of the consuls of the year, a rash youth,(54) but of an ancient and opulent family, listened to the voice of ambition; and a
 conspiracy was formed during a short absence of Pertinax,
 which was crushed by his sudden return to Rome, and his
 resolute behaviour.","('Sosius Falco', 'PERSON'), ('one', 'CARDINAL'), ('the year', 'DATE'), ('54', 'DATE'), ('Pertinax', 'PERSON'), ('Rome', 'GPE')"
"A hasty zeal to reform the corrupted state,
 accompanied with less prudence than might have been expected
 from the years and experience of Pertinax, proved fatal to
 himself and to his country.","('the years', 'DATE'), ('Pertinax', 'PERSON')"
"After the
 fall of Perennis, the terrors of Commodus had, for a short
 time, assumed the appearance of a return to virtue.","('Perennis', 'PERSON'), ('Commodus', 'EVENT')"
"All the instruments of luxury, Pertinax exposed to public auction, (51) gold and silver plate, chariots of a singular  construction, a superfluous wardrobe of silk and embroidery,
 and a great number of beautiful slaves of both sexes; excepting only, with attentive humanity, those who were born in a state of freedom, and hat been ravished from the arms of their weeping parents.","('Pertinax', 'FAC'), ('51', 'CARDINAL')"
"Among these consolations, one
 of the most grateful was the punishment of the Delators; the
 common enemies of their master, of virtue, and of their
 country.","('one', 'CARDINAL'), ('Delators', 'NORP')"
"An equitable sentence pronounced by
 the latter, when Proconsul of Asia, against a worthless
 creature of the favourite, proved fatal to him. (24)","('Proconsul of Asia', 'ORG')"
And by the senate A.D. 193 1st January,"('A.D. 193', 'DATE'), ('1st January', 'DATE')"
"As a Roman, he
 declared, that his own life was in the emperor's hands, but that he would never behold the son of Marcus prostituting his person and dignity.","('Roman', 'NORP'), ('Marcus', 'PERSON')"
"As a slave he entered the Imperial palace, rendered
 himself useful to his master's passions, and rapidly
 ascended to the most exalted station which a subject could
 enjoy.","('Imperial', 'NORP')"
"Bathed in tears, and with
 dishevelled hair they threw themselves at his feet; and with
 all the pressing eloquence of fear, discovered to the
 affrighted emperor, the crimes of the minister, the rage of
 the people, and the impending ruin, which, in a few minutes,
 would burst over his palace and person.","('a few minutes', 'TIME')"
"But Commodus, from his earliest
 infancy, discovered an aversion to whatever was rational or
 liberal, and a fond attachment to the amusements of the
 populace; the sports of the circus and amphitheatre, the
 combats of gladiators, and the hunting of wild beasts.","('Commodus', 'PERSON')"
"But Pertinax could
 not refuse those last rites to the memory of Marcus, and the
 tears of his first protector Claudius Pompeianus, who
 lamented the cruel fate of his brother-in-law, and lamented
 still more that he had deserved it.(47)","('Pertinax', 'ORG'), ('Marcus', 'PERSON'), ('first', 'ORDINAL'), ('Claudius Pompeianus', 'PERSON')"
"But every sentiment of virtue and humanity was extinct in
 the mind of Commodus.","('Commodus', 'WORK_OF_ART')"
"But his repentance lasted only thirty
 days; and, under Cleander's tyranny, the administration of
 Perennis was often regretted.","('only thirty\r\n days', 'DATE'), ('Cleander', 'PERSON'), ('Perennis', 'PERSON')"
"But the meanest of the populace were affected with shame and
 indignation when they beheld their sovereign enter the lists
 as a gladiator, and glory in a profession which the laws and
 manners of the Romans had branded with the justest note of
 infamy.(36)","('Romans', 'NORP')"
"But the words of the assassin sunk deep into the mind of
 Commodus, and left an indelible impression of fear and
 hatred against the whole body of the senate.","('Commodus', 'NORP')"
