Sentence,Entities
(110),"('110', 'CARDINAL')"
(116),"('116', 'CARDINAL')"
(118),"('118', 'CARDINAL')"
(13),"('13', 'CARDINAL')"
(14),"('14', 'CARDINAL')"
(31),"('31', 'CARDINAL')"
(35),"('35', 'CARDINAL')"
(38),"('38', 'CARDINAL')"
(42),"('42', 'CARDINAL')"
(43),"('43', 'CARDINAL')"
(44),"('44', 'CARDINAL')"
(51),"('51', 'CARDINAL')"
(55),"('55', 'CARDINAL')"
(6),"('6', 'CARDINAL')"
"A blind submission to 
 the commands of the abbot, however absurd, or even criminal,
 they might seem, was the ruling principle, the first virtue
 of the Egyptian monks; and their patience was frequently
 exercised by the most extravagant trials.","('first', 'ORDINAL'), ('Egyptian', 'NORP')"
"A cruel, unfeeling
 temper has distinguished the monks of every age and country:
 their stern indifference, which is seldom mollified by
 personal friendship, is inflamed by religious hatred; and
 their merciless zeal has strenuously administered the holy
 office of the Inquisition.","('Inquisition', 'ORG')"
A general view of the persecution in Africa.,"('Africa', 'LOC')"
"A great number of Roman provincials had been led
 away into captivity by the Gothic bands who ravaged Asia in
 the time of Gallienus; and of these captives many were
 Christians, and several belonged to the ecclesiastical
 order.","('Roman', 'NORP'), ('Gothic', 'NORP'), ('Asia', 'LOC'), ('Gallienus', 'GPE'), ('Christians', 'NORP')"
"A military count was
 despatched from Carthage to Tipasa: he collected the
 catholics in the Forum, and, in the presence of the whole
 province, deprived the guilty of their right hands and their
 tongues.","('Carthage', 'GPE'), ('Tipasa', 'GPE'), ('Forum', 'ORG')"
"A more ample latitude of sea and river fish was 
 gradually allowed or assumed; but the use of flesh was long
 confined to the sick or travellers: and when it gradually
 prevailed in the less rigid monasteries of Europe, a
 singular distinction was introduced; as if birds, whether
 wild or domestic, had been less profane than the grosser
 animals of the field.","('Europe', 'LOC')"
"A nation, the secret or professed
 enemies of Christianity, still multiplied in servitude and
 distress; and the intrigues of the Jews promoted the rapid
 success of the Arabian conquerors. (140)
Conclusion.","('Christianity', 'NORP'), ('Jews', 'NORP'), ('Arabian', 'NORP'), ('140', 'CARDINAL')"
"A new mode of conversion, which might subdue the feeble and alarm the timorous, was employed by the Arian ministers.","('Arian', 'NORP')"
"A patriarch (107) might seat himself on the throne of Carthage; some bishops, in the principal cities, might usurp the place of their rivals; but the smallness of their numbers, and their ignorance of the Latin language, (108) disqualified the barbarians for the ecclesiastical ministry of a great church; and the Africans, after the loss of their orthodox pastors, were deprived of the public exercise of Christianity.","('107', 'DATE'), ('Carthage', 'GPE'), ('Latin', 'LANGUAGE'), ('108', 'CARDINAL'), ('Africans', 'NORP'), ('Christianity', 'NORP')"
"A superstitious age was
 prepared to reverence, as the testimony of Heaven, the
 preternatural cures which were performed by the skill or
 virtue of the catholic clergy; the baptismal fonts of Osset
 in Baetica (130) which were spontaneously replenished each 
 year on the vigil of Easter; (131) and the miraculous shrine 
 of St. Martin of Tours, which had already converted the
 Suevic prince and people of Gallicia. (132)","('Osset\r\n in Baetica', 'WORK_OF_ART'), ('130', 'CARDINAL'), ('Easter', 'DATE'), ('131', 'CARDINAL'), ('St. Martin of Tours', 'FAC'), ('Suevic', 'NORP'), ('Gallicia', 'NORP'), ('132', 'CARDINAL')"
"A venerable train of bishops, presbyters, and deacons, with a faithful crowd of four thousand and ninety-six persons, whose guilt is not precisely ascertained, were torn from their native homes by the command of Hunneric.","('four thousand and ninety-six', 'CARDINAL'), ('Hunneric', 'ORG')"
"A waggon, bearing aloft the shapeless image of
 Thor, perhaps, or of Woden, was conducted in solemn
 procession through the streets of the camp, and the rebels
 who refused to worship the god of their fathers were
 immediately burnt with their tents and families.","('Thor', 'PERSON'), ('Woden', 'PERSON')"
A.D. 251-356.,"('251-356', 'CARDINAL')"
"According to their faith and zeal, they might employ the
 day, which they passed in their cells, either in vocal or
 mental prayer: they assembled in the evening, and they were
 awakened in the night, for the public worship of the
 monastery.","('the\r\n day', 'DATE')"
"Aeneas of Gaza, a Platonic philosopher, has accurately described his own observations on these African sufferers.","('Aeneas', 'PERSON'), ('Gaza', 'GPE'), ('Platonic', 'NORP'), ('African', 'NORP')"
"After a long and
 painful novitiate, in which Simeon was repeatedly saved from
 pious suicide, he established his residence on a mountain,
 about thirty or forty miles to the east of Antioch.","('Simeon', 'PERSON'), ('about thirty or forty miles', 'QUANTITY'), ('Antioch', 'GPE')"
"After a long and painful novitiate among the
 tombs and in a ruined tower, he boldly advanced into the
 desert three days' journey to the eastward of the Nile;
 discovered a lonely spot, which possessed the advantages of
 shade and water; and fixed his last residence on Mount
 Colzim, near the Red Sea, where an ancient monastery still
 preserves the name and memory of the saint. (10)","(""three days'"", 'DATE'), ('Nile', 'LOC'), ('Mount\r\n Colzim', 'LOC'), ('the Red Sea', 'LOC')"
"After the 
 invention of printing, (119) the editors of the Greek 
 Testament yielded to their own prejudices, or those of the
 times; (120) and the pious fraud, which was embraced with 
 equal zeal at Rome and at Geneva, has been infinitely
 multiplied in every country and every language of modern
 Europe.","('119', 'CARDINAL'), ('the Greek \r\n Testament', 'ORG'), ('120', 'CARDINAL'), ('Rome', 'GPE'), ('Geneva', 'GPE'), ('Europe', 'LOC')"
"Among these heroes of the monastic life, the name and genius
 of Simeon Stylites (70) have been immortalised by the singular 
 invention of an aerial penance.","('Simeon Stylites', 'PERSON'), ('70', 'CARDINAL')"
"An allegorical 
 interpretation, in the form perhaps of a marginal note,
 invaded the text of the Latin Bibles which were renewed and
 corrected in a dark period of ten centuries.","('Latin', 'LANGUAGE'), ('ten centuries', 'DATE')"
