Sentence,Entities
(10),"('10', 'CARDINAL')"
(16),"('16', 'CARDINAL')"
(18),"('18', 'CARDINAL')"
(3),"('3', 'CARDINAL')"
(45),"('45', 'CARDINAL')"
(54),"('54', 'CARDINAL')"
(55),"('55', 'CARDINAL')"
"A cool
 head, an unfeeling heart, and a cowardly disposition,
 prompted him, at the age of nineteen, to assume the mask of
 hypocrisy, which he never afterwards laid aside.","('nineteen', 'DATE')"
"A feeble senate and
 enervated people cheerfully acquiesced in the pleasing
 illusion, as long as it was supported by the virtue, or even
 by the prudence, of the successors of Augustus.","('Augustus', 'PERSON')"
"A law was passed that wherever the
 emperor was present, his extraordinary commission should
 supersede the ordinary jurisdiction of the governor; a
 custom was introduced, that the new conquest belonged to the
 Imperial portion; and it was soon discovered that the
 authority of the Prince, the favourite epithet of Augustus,
 was the same in every part of the empire.","('Imperial', 'NORP'), ('Augustus', 'PERSON')"
"Above two hundred and fifty years
 after the death of Trajan, the senate, in pouring out the
 customary acclamations on the accession of a new emperor,
 wished that he might surpass the felicity of Augustus, and
 the virtue of Trajan.  (37)","('two hundred and fifty years', 'DATE'), ('Trajan', 'PERSON'), ('Augustus', 'PERSON'), ('Trajan', 'PERSON'), ('37', 'CARDINAL')"
Adoption and character of Trajan.,"('Trajan', 'PERSON')"
Adoption of the elder and younger Verus.,"('Verus', 'PERSON')"
Adoption of the two Antonines.,"('two', 'CARDINAL'), ('Antonines', 'PRODUCT')"
"After a decent resistance,
 the crafty tyrant submitted to the orders of the senate; and
 consented to receive the government of the provinces, and
 the general command of the Roman armies, under the
 well-known names of PROCONSUL and IMPERATOR.  (5)","('Roman', 'NORP'), ('PROCONSUL', 'ORG'), ('5', 'CARDINAL')"
"After revolving in his mind several men of distinguished
 merit, whom he esteemed and hated, he adopted Aelius Verus,
 a gay and voluptuous nobleman, recommended by uncommon
 beauty to the lover of Antinous.  (40)","('Aelius Verus', 'PERSON'), ('Antinous', 'PERSON'), ('40', 'CARDINAL')"
"After the
 victory of Actium, the fate of the Roman world depended on
 the will of Octavianus, surnamed Caesar, by his uncle's
 adoption, and afterwards Augustus, by the flattery of the
 senate.","('Actium', 'EVENT'), ('Roman', 'NORP'), ('Octavianus', 'PERSON'), ('Caesar', 'PERSON'), ('Augustus', 'PERSON')"
"Although
 Pius had two sons,  (42) he preferred the welfare of Rome to 
 the interest of his family, gave his daughter Faustina in
 marriage to young Marcus, obtained from the senate the
 tribunitian and proconsular powers, and with a noble
 disdain, or rather ignorance of jealousy, associated him to
 all the labours of government.","('Pius', 'PERSON'), ('two', 'CARDINAL'), ('42', 'DATE'), ('Rome', 'GPE'), ('Faustina', 'PERSON'), ('Marcus', 'PERSON')"
"Although Augustus considered a military force as the firmest
 foundation, he wisely rejected it, as a very odious
 instrument of government.","('Augustus', 'PERSON')"
"Among the
 many vices of this younger Verus he possessed one virtue; a
 dutiful reverence for his wiser colleague, to whom he
 willingly abandoned the ruder cares of empire.","('Verus', 'PERSON'), ('one', 'CARDINAL')"
"As soon as Hadrian's passion was either gratified or
 disappointed, he resolved to deserve the thanks of
 posterity, by placing the most exalted merit on the Roman
 throne.","('Hadrian', 'PERSON'), ('Roman', 'NORP')"
"As they prevailed, and as they were attracted by different
 objects, Hadrian was, by turns, an excellent prince, a
 ridiculous sophist, and a jealous tyrant.","('Hadrian', 'PERSON')"
"At the age of twelve years he
 embraced the rigid system of the Stoics, which taught him to
 submit his body to his mind, his passions to his reason; to
 consider virtue as the only good, vice as the only evil, all
 things external as things indifferent.  (46)","('the age of twelve years', 'DATE'), ('Stoics', 'PRODUCT'), ('46', 'CARDINAL')"
Attempt of the senate after the death of Caligula.,"('Caligula', 'PERSON')"
"Augustus or Trajan would have blushed at 
 employing the meanest of the Romans in those menial offices,
 which, in the household and bedchamber of a limited monarch,
 are so eagerly solicited by the proudest nobles of Britain.","('Augustus', 'PERSON'), ('Trajan', 'PERSON'), ('Romans', 'NORP'), ('Britain', 'GPE')"
"Augustus permitted indeed
 some of the provincial cities to erect temples to his
 honour, on condition that they should associate the worship
 of Rome with that of the sovereign; he tolerated private
 superstition, of which he might be the object;  (23) but he 
 contented himself with being revered by the senate and
 people in his human character, and wisely left to his
 successor the care of his public deification.","('Augustus', 'PERSON'), ('Rome', 'GPE'), ('23', 'CARDINAL')"
"Augustus summoned to his aid whatever remained in those
 fierce minds of Roman prejudices; enforced the rigour of
 discipline by the sanction of law; and interposing the
 majesty of the senate between the emperor and the army,
 boldly claimed their allegiance, as the first magistrate of
 the republic.  (29)","('Augustus', 'PERSON'), ('Roman', 'NORP'), ('first', 'ORDINAL'), ('29', 'CARDINAL')"
"Augustus was sensible that mankind
 is governed by names; nor was he deceived in his
 expectation, that the senate and people would submit to
 slavery, provided they were respectfully assured that they
 still enjoyed their ancient freedom.","('Augustus', 'PERSON')"
"Augustus was therefore a personal, Caesar a 
 family distinction.","('Augustus', 'PERSON'), ('Caesar', 'PERSON')"
"Before an assembly thus modelled and prepared, Augustus
 pronounced a studied oration, which displayed his
 patriotism, and disguised his ambition.","('Augustus', 'PERSON')"
"But
 as it was impossible that he could personally command the
 legions of so many distant frontiers, he was indulged by the
 senate, as Pompey had already been, in the permission of
 devolving the execution of his great office on a sufficient
 number of lieutenants.","('Pompey', 'PERSON')"
"But
 the empire of the Romans filled the world, and when that
 empire fell into the hands of a single person, the world
 became a safe and dreary prison for his enemies.","('Romans', 'NORP')"
But Nero involved the whole empire in his ruin.,"('Nero', 'PERSON')"
"But as soon as the senate had been humbled and disarmed,
 such an assembly, consisting of five or six hundred persons,
 was found a much more tractable and useful instrument of
 dominion.","('five or six hundred', 'CARDINAL')"
"But he would 
 receive them only for ten years.","('ten years', 'DATE')"
"But his life was 
 the noblest commentary on the precepts of Zeno.","('Zeno', 'PERSON')"
"But the conquerors soon imitated the vanquished
 nations in the arts of flattery; and the imperious spirit of
 the first Caesar too easily consented to assume, during his
 lifetime, a place among the tutelar deities of Rome.","('first', 'ORDINAL'), ('Caesar', 'PERSON'), ('Rome', 'GPE')"
"But we may venture to ascribe to his councils, 
 the first measure of the succeeding reign, by which the
 elections were transferred to the senate.","('first', 'ORDINAL')"
"But when the arms of the legions were carried
 to a great distance from Italy, the generals assumed the
 liberty of directing them against whatever people, and in
 whatever manner, they judged most advantageous for the
 public service.","('Italy', 'GPE')"
"But when the consular and tribunitian powers
 were united, when they were vested for life in a single
 person, when the general of the army was, at the same time,
 the minister of the senate, and the representative of the
 Roman people, it was impossible to resist the exercise, nor
 was it easy to define the limits, of his Imperial
 prerogative.","('Roman', 'NORP'), ('Imperial', 'ORG')"
"But while Hadrian was 
 delighting himself with his own applause, and the
 acclamations of the soldiers, whose consent had been secured
 by an immense donative, the new Caesar  (41) was ravished from 
 his embraces by an untimely death.","('Hadrian', 'PERSON'), ('Caesar', 'PERSON')"
"But while they deliberated, the
 Praetorian Guards had resolved.","('the\r\n Praetorian Guards', 'ORG')"
"But, at the time of his
 death, the practice of a century had inseparably connected
 those appellations with the Imperial dignity, and they have
 been preserved by a long succession of emperors, Romans,
 Greeks, Franks, and Germans, from the fall of the republic
 to the present time.","('a century', 'DATE'), ('Imperial', 'NORP'), ('Romans', 'NORP'), ('Greeks', 'NORP'), ('Franks', 'PERSON'), ('Germans', 'NORP')"
"By declaring themselves the protectors of the people, Marius
 and Caesar had subverted the constitution of their country.","('Marius', 'PERSON'), ('Caesar', 'PERSON')"
"By the former he acquired the
 management of the religion, and by the latter a legal
 inspection over the manners and fortunes, of the Roman
 people.","('Roman', 'NORP')"
"By this assembly the last of the Romans were
 condemned for imaginary crimes and real virtues.","('Romans', 'NORP')"
"Caesar 
 had provoked his fate, as much by the ostentation of his
 power as by his power itself.","('Caesar', 'PERSON')"
"Caligula and Domitian were assassinated in their palace by
 their own domestics; the convulsions which agitated Rome on
 the death of the former, were confined to the walls of the
 city.","('Caligula', 'PERSON'), ('Domitian', 'PERSON'), ('Rome', 'GPE')"
Character and policy of Augustus.,"('Augustus', 'PERSON')"
Character and reign of Pius.,"('Pius', 'PERSON')"
"Deserted
 by the people, and threatened by a military force, that
 feeble assembly was compelled to ratify the choice of the
 Praetorians, and to embrace the benefit of an amnesty, which
 Claudius had the prudence to offer, and the generosity to
 observe  (28).","('Praetorians', 'NORP'), ('Claudius', 'PERSON'), ('28', 'CARDINAL')"
"During
 four-score years (excepting only the short and doubtful
 respite of Vespasian's reign  (51))","('four-score years', 'DATE'), ('Vespasian', 'ORG'), ('51', 'DATE')"
