Sentence,Entities
(101),"('101', 'CARDINAL')"
"(13) In the East and in the West he had seen the 
 different effects of severity and indulgence; and as the
 former was rendered still more odious by the example of
 Galerius, his implacable enemy, the latter was recommended
 to his imitation by the authority and advice of a dying
 father.","('East', 'LOC'), ('West', 'LOC'), ('Galerius', 'PERSON')"
"(15) The wisdom of the emperors provided for the restitution of
 all the civil and religious rights of which the Christians
 had been so unjustly deprived.","('Christians', 'NORP')"
(3),"('3', 'CARDINAL')"
"(31) The same symbol sanctified the arms of the 
 soldiers of Constantine, the cross glittered on their
 helmet, was engraved on their shields, was interwoven into
 their banners; and the consecrated emblems which adorned the
 person of the emperor himself were distinguished only by
 richer materials and more exquisite workmanship.(32) But the 
 principal standard which displayed the triumph of the cross
 was styled the Labarum,(33) an obscure, though celebrated, 
 name, which has been vainly derived from almost all the
 languages of the world.","('Constantine', 'PERSON'), ('Labarum', 'NORP'), ('33', 'CARDINAL')"
(4),"('4', 'CARDINAL')"
(44),"('44', 'CARDINAL')"
(6),"('6', 'CARDINAL')"
(72),"('72', 'CARDINAL')"
(75),"('75', 'CARDINAL')"
"2. The domestic
 jurisdiction of the bishops was at once a privilege and a
 restraint of the ecclesiastical order, whose civil causes
 were decently withdrawn from the cognisance of a secular
 judge.","('2', 'CARDINAL')"
"3. The arbitration of the
 bishops was ratified by a positive law and the judges were
 instructed to execute, without appeal or delay, the
 episcopal decrees, whose validity had hitherto depended on
 the consent of the parties.","('3', 'CARDINAL')"
"4. The ancient
 privilege of sanctuary was transferred to the Christian
 temples, and extended, by the liberal piety of the younger
 Theodosius, to the precincts of consecrated ground.(113)","('4', 'CARDINAL'), ('Christian', 'NORP'), ('Theodosius', 'PERSON'), ('113', 'CARDINAL')"
"A Christian diocese might be spread 
 over a province, or reduced to a village; but all the
 bishops possessed an equal and indelible character; they all
 derived the same powers and privileges from the apostles,
 from the people, and from the laws.","('Christian', 'NORP')"
"A conclusion so harsh and so absolute is not,
 however, warranted by our knowledge of human nature, of
 Constantine, or of Christianity.","('Constantine', 'PERSON'), ('Christianity', 'NORP')"
"A secret
 disaffection was diffused among the Christian subjects of
 Maxentius and Licinius; and the resentment which the latter
 did not attempt to conceal served only to engage them still
 more deeply in the interest of his competitor.","('Christian', 'NORP'), ('Maxentius', 'PERSON'), ('Licinius', 'PERSON')"
"A sect of unwarlike
 plebeians, without leaders, without arms, without
 fortifications, must have encountered inevitable destruction
 in a rash and fruitless resistance to the master of the
 Roman legions.","('Roman', 'NORP')"
A.D. 306,"('A.D. 306', 'DATE')"
A.D. 306-312.,"('A.D. 306-312', 'DATE')"
"A.D. 313, March.","('A.D. 313', 'DATE'), ('March', 'DATE')"
"About five months after the conquest of Italy, the emperor
 made a solemn and authentic declaration of his sentiments by
 the celebrated edict of Milan, which restored peace to the
 catholic church.","('About five months', 'DATE'), ('Italy', 'GPE'), ('Milan', 'GPE')"
"According to
 the loose and complying notions of Polytheism, he might
 acknowledge the God of the Christians as one of the many
 deities who compose the hierarchy of heaven.","('Polytheism', 'PERSON'), ('Christians', 'NORP'), ('one', 'CARDINAL')"
"According to the strictness of ecclesiastical language, the first of the Christian emperors was unworthy of that name till the moment
 of his death; since it was only during his last illness that
 he A.D. 337.","('first', 'ORDINAL'), ('Christian', 'NORP'), ('A.D. 337', 'DATE')"
"After a fruitless attempt to reclaim the haughty magistrate
 by mild and religious admonition, Synesius proceeds to
 inflict the last sentence of ecclesiastical justice,(120) 
 which devotes Andronicus, with his associates and their
 families, to the abhorrence of earth and heaven.","('Synesius', 'PERSON'), ('Andronicus', 'PERSON')"
"Among the proselytes of
 Christianity there were many who judged it imprudent to
 precipitate a salutary rite which could not be repeated; to
 throw away an inestimable privilege which could never be
 recovered.","('Christianity', 'NORP')"
"An absolute monarch, who is rich
 without patrimony, may be charitable without merit; and
 Constantine too easily believed that he should purchase the
 favour of Heaven if he maintained the idle at the expense of
 the industrious, and distributed among the saints the wealth
 of the republic.","('Constantine', 'PERSON')"
"An annual income of six hundred pounds sterling
 may be reasonably assigned to the bishops, who were placed
 at an equal distance between riches and poverty,(105) but the 
 standard of their wealth insensibly rose with the dignity
 and opulence of the cities which they governed.","('six hundred pounds', 'QUANTITY'), ('105', 'CARDINAL')"
"An authentic
 but imperfect(106) rent-roll specifies some houses, shops, 
 gardens, and farms, which belonged to the three Basilicue of
 Rome — St. Peter, St. Paul, and St. John Lateran — in the
 provinces of Italy, Africa, and the East.","('106', 'CARDINAL'), ('three', 'CARDINAL'), ('Basilicue', 'GPE'), ('Rome', 'GPE'), ('St. Peter', 'GPE'), ('St. Paul', 'GPE'), ('St. John Lateran', 'GPE'), ('Italy', 'GPE'), ('Africa', 'LOC'), ('East', 'LOC')"
"As he
 gradually advanced in the knowledge of truth, he
 proportionably declined in the practice of virtue; and the
 same year of his reign in which he convened the council of
 Nice was polluted by the execution, or rather murder, of his
 eldest son.","('the\r\n same year', 'DATE'), ('Nice', 'GPE')"
"As long as Constantine exercised a limited sovereignty over
 the provinces of Gaul, his Christian subjects were protected
 by the authority, and perhaps by the laws, of a prince who
 wisely left to the gods the care of vindicating their own
 honour.","('Constantine', 'PERSON'), ('Gaul', 'PERSON'), ('Christian', 'NORP')"
"As readily might a consummate statesman indulge himself in the use of one of those military stratagems, one of those pious frauds, which Philip and Sertorius had employed with
 such art and effect.(42)","('one', 'CARDINAL'), ('one', 'CARDINAL'), ('Philip', 'PERSON'), ('Sertorius', 'PERSON')"
"As real virtue is sometimes excited by
 undeserved applause, the specious piety of Constantine, if
 at first it was only specious, might gradually, by the
 influence of praise, of habit, and of example, be matured
 into serious faith and fervent devotion.","('Constantine', 'PERSON')"
"As soon as Christianity
 became the religion of the emperor and the empire, the
 national clergy might claim a decent and honourable
 maintenance: and the payment of an annual tax might have
 delivered the people from the more oppressive tribute which
 superstition imposes on her votaries.","('Christianity', 'NORP')"
"As soon as a bishop had closed his eyes, the
 metropolitan issued a commission to one of his suffragans to
 administer the vacant see, and prepare, within a limited
 time, the future election.","('one', 'CARDINAL')"
"At
 the time of the death of Crispus the emperor could no longer
 hesitate in the choice of a religion; he could no longer be
 ignorant that the church was possessed of an infallible
 remedy, though he chose to defer the application of it till
 the approach of death had removed the temptation and danger
 of a relapse.","('Crispus', 'PERSON')"
"At an early period, when
 Constantine was the protector rather than the proselyte of
 Christianity, he referred the African controversy to the
 council of Arles; in which the bishops of York, of Treves,
 of Milan, and of Carthage, met as friends and brethren, to
 debate in their native tongue on the common interest of the
 Latin A.D. 325.or Western church.(126)","('Constantine', 'PERSON'), ('Christianity', 'NORP'), ('African', 'NORP'), ('the\r\n council of Arles', 'ORG'), ('York', 'GPE'), ('Treves', 'GPE'), ('Milan', 'GPE'), ('Carthage', 'GPE'), ('Western', 'NORP'), ('126', 'CARDINAL')"
"But
 if the parallel is confined to the extent and number of
 their evangelic victories, the success of Constantine might
 perhaps equal that of the Apostles themselves.","('Constantine', 'PERSON'), ('Apostles', 'PERSON')"
"But every principle which had once
 maintained the vigour and purity of Rome and Sparta was long
 since extinguished in a declining and despotic empire.","('Rome', 'GPE'), ('Sparta', 'GPE')"
"But if the clergy were guilty of any crime which
 could not be sufficiently expiated by their degradation from
 an honourable and beneficial profession, the Roman
 magistrate drew the sword of justice, without any regard to
 ecclesiastical immunities.","('Roman', 'NORP')"
"But in the Christian church, which intrusts
 the service of the altar to a perpetual succession of
 consecrated ministers, the monarch, whose spiritual rank is
 less honourable than that of the meanest deacon, was seated
 below the rails of the sanctuary, and confounded with the
 rest of the faithful multitude. (83)","('Christian', 'NORP'), ('83', 'CARDINAL')"
"But the
 Christian sanctuary was open to every ambitious candidate
 who aspired to its heavenly promises or temporal
 possessions.","('Christian', 'NORP')"
"But the Catholic church, both 
 of the East and of the West, has adopted a prodigy which
 favours, or seems to favour, the popular worship of the
 cross.","('Catholic', 'NORP'), ('East', 'LOC'), ('West', 'LOC')"
"But the Christians, when they deprecated the
 wrath of Diocletian, or solicited the favour of Constantine,
 could allege, with truth and confidence, that they held the
 principle of passive obedience, and that, in the space of
 three centuries, their conduct had always been conformable
 to their principles.","('Christians', 'NORP'), ('Diocletian', 'PERSON'), ('Constantine', 'PERSON'), ('the space of\r\n three centuries', 'DATE')"
"But the distinction of the spiritual and temporal powers,(81) 
 which had never been imposed on the free spirit of Greece
 and Rome, was introduced and confirmed by the legal
 establishment of Christianity.","('81', 'CARDINAL'), ('Greece', 'GPE'), ('Rome', 'GPE'), ('Christianity', 'NORP')"
"But the liberality of the Christian emperors had
 actually endowed them with some legal prerogatives which
 secured and dignified the sacerdotal character.(111) 1. Under 
 a despotic government, the bishops alone enjoyed and
 asserted the inestimable privilege of being tried only by
 their peers; and even in a capital accusation, a synod of
 their brethren were the sole judges of their guilt or
 innocence.","('Christian', 'NORP'), ('111', 'CARDINAL'), ('1', 'CARDINAL')"
