Sentence,Entities
"""What reward may we expect
 for delivering Rome from a monster?""  was the question asked
 by Maximus, in a moment of freedom and confidence.","('Rome', 'GPE'), ('Maximus', 'PERSON')"
(10),"('10', 'CARDINAL')"
(14),"('14', 'CARDINAL')"
(15),"('15', 'CARDINAL')"
(16),"('16', 'CARDINAL')"
(19),"('19', 'CARDINAL')"
(2),"('2', 'CARDINAL')"
(31),"('31', 'CARDINAL')"
(41),"('41', 'CARDINAL')"
(44),"('44', 'CARDINAL')"
(45),"('45', 'CARDINAL')"
(5),"('5', 'CARDINAL')"
9th July,"('9th July', 'DATE')"
"A
 boy, only thirteen years of age, the grandson of the elder,
 and nephew of the younger, Gordian, was produced to the
 people, invested with the ornaments and title of Caesar.","('thirteen years of age', 'DATE'), ('Gordian', 'PERSON'), ('Caesar', 'PERSON')"
"A chorus of twenty-seven youths, and as many virgins, of noble families, and whose parents were both alive, implored the propitious gods in favour of the
 present, and for the hope of the rising generation; requesting, in religious hymns, that, according to the faith of their ancient oracles, they would still maintain the virtue, the felicity, and the empire of the Roman people. (58)","('twenty-seven', 'CARDINAL'), ('Roman', 'NORP'), ('58', 'CARDINAL')"
"A conspiracy against his life was either
 discovered or imagined, and Magnus, a consular senator, was
 named as the principal author of it.","('Magnus', 'PERSON')"
"A great army was at that time assembled on the banks
 of the Rhine, under the command of the emperor himself, who,
 almost immediately after his return from the Persian war,
 had been obliged to march against the barbarians of Germany.","('Rhine', 'LOC'), ('the Persian war', 'EVENT'), ('Germany', 'GPE')"
"A number
 of deputies, chosen from the most illustrious of the
 senatorian and equestrian orders, were dispatched at the
 same time to the governors of the several provinces,
 earnestly conjuring them to fly to the assistance of their
 country, and to remind the nations of their ancient ties of
 friendship with the Roman senate and people.","('Roman', 'NORP')"
"A party of
 Praetorian guards, who trembled for their wives and children
 in the camp of Alba, near Rome, executed the sentence of the
 senate.","('Praetorian', 'NORP'), ('Alba', 'GPE'), ('Rome', 'GPE')"
"A respite of three days, obtained
 with difficulty from the rapacious treasurer, was employed
 in collecting from their estates a great number of slaves
 and peasants, blindly devoted to the commands of their
 lords, and armed with the rustic weapons of clubs and axes.","('three days', 'DATE')"
"A silent
 consternation prevailed on the assembly, till a senator, of
 the name and family of Trajan, awakened his brethren from
 their fatal lethargy.","('Trajan', 'PERSON')"
"A spirit of
 despair and disaffection began to diffuse itself among the
 troops; and as they were cut off from all intelligence, they
 easily believed that the whole empire had embraced the cause
 of the senate, and that they were left as devoted victims to
 perish under the impregnable walls of Aquileia.","('Aquileia', 'GPE')"
A.D. 238 April,"('A.D. 238', 'DATE'), ('April', 'DATE')"
A.D. 238 February,"('A.D. 238', 'DATE'), ('February', 'DATE')"
"A.D. 243 Arts of Philip Philip, his successor in the praefecture, was an Arab by birth, and consequently, in the earlier part of his life, a robber by profession.","('Philip Philip', 'PERSON'), ('Arab', 'NORP')"
"About thirty-two years before that event, the emperor
 Severus, returning from an eastern expedition, halted in
 Thrace, to celebrate, with military games, the birthday of
 his younger son, Geta.","('About thirty-two years', 'DATE'), ('Severus', 'PERSON'), ('Thrace', 'LOC'), ('Geta', 'PERSON')"
"According to the historian, whose doubtful narrative the president De Montesquieu has adopted,
Philip, who, during the whole transaction, had preserved a sullen silence, was inclined to spare the innocent life of his benefactor; till, recollecting that his innocence might excite a dangerous compassion in the Roman world; he commanded, without regard to his suppliant cries, that he should be seized, stript, and led away to instant death.","('De Montesquieu', 'PERSON'), ('Philip', 'PERSON'), ('Roman', 'NORP')"
Administration of Misitheus,"('Misitheus', 'GPE')"
"After a moment's pause the inhuman sentence was executed. (55)
Reign of Philip.","('Philip', 'PERSON')"
"After the murder of
 Alexander Severus, and the elevation of Maximin, no emperor
 could think himself safe upon the throne and every barbarian
 peasant of the frontier might aspire to that august, but
 dangerous station.","('Alexander Severus', 'PERSON'), ('Maximin', 'PERSON')"
"After the tyrant's death, his formidable army had
 acknowledged, from necessity rather than from choice, the
 authority of Maximus, who transported himself without delay
 to the camp before Aquileia.","('Maximus', 'PERSON'), ('Aquileia', 'PERSON')"
"Alexander had sufficient time to awaken a faint
 sense of loyalty among his troops; but their reluctant
 professions of fidelity quickly vanished on the appearance
 of Maximin, who declared himself the friend and advocate of
 the military order, and was unanimously acknowledged emperor
 of the Romans by the applauding legions.","('Alexander', 'PERSON'), ('Maximin', 'PERSON'), ('Romans', 'NORP')"
"Among the consular senators recommended by
 their merit and services to the favour of the emperor
 Alexander, it was easy to select twenty, not unequal to the
 command of an army, and the conduct of a war.","('Alexander', 'PERSON'), ('twenty', 'CARDINAL')"
"An iniquitous sentence had been (A.D. 237, April)
 pronounced against some opulent youths of that country, the
 execution of which would have stripped them of far the
 greater part of their patrimony.","('A.D. 237', 'DATE'), ('April', 'DATE')"
"As
 the pride of discipline would have been disgraced in the
 overthrow of a Roman soldier by a Thracian peasant, he was
 matched with the stoutest followers of the camp, sixteen of
 whom he successively laid on the ground.","('Roman', 'NORP'), ('Thracian', 'NORP'), ('sixteen', 'CARDINAL')"
"As long as that emperor lived,
 Africa was happy under the administration of his worthy
 representative; after the barbarous Maximin had usurped the
 throne, Gordianus alleviated the miseries which he was
 unable to prevent.","('Africa', 'LOC'), ('Maximin', 'PERSON'), ('Gordianus', 'PERSON')"
"As long as the cruelty of Maximin was confined to the
 illustrious senators, or even to the bold adventurers, who
 in the court or army expose themselves to the caprice of
 fortune, the body of the people viewed their sufferings with
 indifference, or perhaps with pleasure.","('Maximin', 'PERSON')"
"As soon as
 their resolution was decided, they convoked in the temple of
 Castor the whole body of the senate, according to an ancient
 form of secrecy,  (22) calculated to awaken their attention, and to conceal their decrees.","('Castor', 'PERSON'), ('22', 'CARDINAL')"
"As soon as the Gordians had appeased the first tumult of a
 popular election, they removed their court to Carthage.","('Gordians', 'PERSON'), ('first', 'ORDINAL'), ('Carthage', 'GPE')"
"As the third Gordian was only nineteen years of age at the
 time of his death, the history of his life, were it known to
 us with greater accuracy than it really is, would contain
 little more than the account of his education, and the
 conduct of the ministers, who by turns abused or guided the
 simplicity of his inexperienced youth.","('third', 'ORDINAL'), ('Gordian', 'PERSON'), ('nineteen years of age', 'DATE')"
"Assumes the command of Rome and Italy
 During the emperor's absence, a detachment of the Praetorian
 guards remained at Rome, to protect, or rather to command,
 the capital.","('Rome', 'GPE'), ('Italy', 'GPE'), ('Praetorian', 'NORP'), ('Rome', 'GPE')"
"At length, on a singular bridge, constructed with art and difficulty of large hogsheads, he transported his army to
 the opposite bank, rooted up the beautiful vineyards in the
 neighbourhood of Aquileia, demolished the suburbs, and
 employed the timber of the buildings in the engines and
 towers, with which on every side he attacked the city.","('Aquileia', 'GPE')"
"At the head of the city-guards, and the youth of
 the equestrian order, Maximus and Balbinus attempted to cut
 their way through the seditious multitude.","('Maximus', 'PERSON'), ('Balbinus', 'PERSON')"
"Balbinus
 answered it without hesitation.","('Balbinus', 'PERSON')"
"Balbinus was an admired orator, a poet of
 distinguished fame, and a wise magistrate, who had exercised
 with innocence and applause the civil jurisdiction in almost
 all the interior provinces of the empire.","('Balbinus', 'PERSON')"
Birth and fortune of Maximin.,"('Maximin', 'PERSON')"
"But 
 nothing could reconcile the haughty spirit of the
 Praetorians.","('Praetorians', 'NORP')"
"But 
 the prosperity of Gordian expired with Misitheus, who died
 of a flux, not without very strong suspicions of poison.","('Gordian', 'PERSON'), ('Misitheus', 'PERSON')"
"But the Roman empire, after the authority
 of the senate had sunk into contempt, was a vast scene of
 confusion.","('Roman', 'NORP')"
"But these
 vain acclamations neither strengthened nor confirmed the
 title of the Gordians.","('Gordians', 'PERSON')"
"But those who had spurned, and
 those who had protected the Thracian, were guilty of the
 same crime, the knowledge of his original obscurity.","('Thracian', 'PERSON')"
"By a single
 act of authority, the whole mass of wealth was at once
 confiscated for the use of the Imperial treasury.","('Imperial', 'ORG')"
"By an unanimous decree the election of the Gordians was ratified, Maximin, his son, and his adherents, were pronounced enemies of their country, and liberal rewards were offered to whomsoever had the courage
 and good fortune to destroy them.","('Gordians', 'PERSON'), ('Maximin', 'PERSON')"
"By his valour and abilities he had raised
 himself from the meanest origin to the first employments of
 the state and army.","('first', 'ORDINAL')"
"By the artful
 conspiracy of these wretches, an impenetrable veil was drawn
 between an innocent prince and his oppressed subjects, the
 virtuous disposition of Gordian was deceived, and the
 honours of the empire sold without his knowledge, though in
 a very public manner, to the most worthless of mankind.","('Gordian', 'PERSON')"
"By the persuasion of
 his father-in-law, the young emperor quitted the luxury of
 Rome, opened, for the last time recorded in history, the
 temple of Janus, and marched in person into the East.","('Rome', 'GPE'), ('Janus', 'PERSON'), ('East', 'LOC')"
"By their tumultuary election, a Syrian, a Goth, or an Arab, was exalted to the throne of Rome, and invested with despotic power over the conquests and over the country of the Scipios.","('Syrian', 'NORP'), ('Goth', 'NORP'), ('Arab', 'NORP'), ('Rome', 'GPE'), ('Scipios', 'NORP')"
"Carthage, destitute of
 defence, opened her gates to the conqueror, and Africa was
 exposed to the rapacious cruelty of a slave, obliged to
 satisfy his unrelenting master with a large account of blood
 and treasure. (26)
Election of Maximus and Balbinus by the senate.","('Carthage', 'GPE'), ('Africa', 'LOC'), ('Election of Maximus', 'WORK_OF_ART'), ('Balbinus', 'PERSON')"
Character and elevation of the two Gordians,"('two', 'CARDINAL'), ('Gordians', 'PERSON')"
Decline of the Roman empire.,"('Roman', 'NORP')"
Defeat and death of the two Gordians.,"('two', 'CARDINAL'), ('Gordians', 'NORP')"
Discontent of the Praetorian guards.,"('Praetorian', 'NORP')"
"During
 the whole expedition, Misitheus watched over the safety and
 discipline of the army; whilst he prevented their dangerous
 murmurs by maintaining a regular plenty in the camp, and by
 establishing ample magazines of vinegar, bacon, straw,
 barley, and wheat, in all the cities of the frontier. (49)","('Misitheus', 'PERSON'), ('49', 'CARDINAL')"
"During the
 three years of his reign, he disdained to visit either Rome
 or Italy.","('the\r\n three years', 'DATE'), ('Rome', 'GPE'), ('Italy', 'GPE')"
"During the first four ages, the Romans, in the laborious school of poverty, had acquired the virtues of war and government; by the vigorous exertion of
 those virtues, and by the assistance of fortune, they had obtained, in the course of the three succeeding centuries, an absolute empire over many countries of Europe, Asia, and Africa.","('the first four ages', 'DATE'), ('Romans', 'NORP'), ('the three succeeding centuries', 'DATE'), ('Europe', 'LOC'), ('Asia', 'LOC'), ('Africa', 'LOC')"
"Each was appointed to act in
 his respective department authorised to enrol and discipline
 the Italian youth; and instructed to fortify the ports and
 highways against the impending invasion of Maximin.","('Italian', 'NORP'), ('Maximin', 'GPE')"
"For
 this crime many were put to death; and by the execution of
 several of his benefactors, Maximin published, in characters
 of blood, the indelible history of his baseness and
 ingratitude.","('Maximin', 'PERSON')"
"For while the cause of the Gordians was embraced with such
 diffusive ardour, the Gordians themselves were no more (A.D.
 237, 3rd July) were no more.","('Gordians', 'PERSON'), ('Gordians', 'NORP'), ('3rd July', 'DATE')"
"From the prudent conduct
 of Maximin, we may learn that the savage features of his
 character have been exaggerated by the pencil of party, that
 his passions, however impetuous, submitted to the force of
 reason, and that the barbarian possessed something of the
 generous spirit of Sylla, who subdued the enemies of Rome
 before he suffered himself to revenge his private injuries.
  (33)
Marches into Italy.","('Maximin', 'PERSON'), ('Sylla', 'PERSON'), ('Rome', 'GPE'), ('Italy', 'GPE')"
"Gallicanus, a consular, and Maecenas, a Praetorian senator,
 viewed with indignation their insolent intrusion: drawing
 their daggers, they laid the spies, for such they deemed
 them, dead at the foot of the altar, and then advancing to
 the door of the senate, imprudently exhorted the multitude
 to massacre the Praetorians, as the secret adherents of the
 tyrant.","('Gallicanus', 'PERSON'), ('Maecenas', 'PERSON'), ('Praetorian', 'NORP'), ('Praetorians', 'NORP')"
"Gordian enjoyed
 the pleasure of announcing to the senate the first success
 of his arms, which he ascribed with a becoming modesty and
 gratitude to the wisdom of his father and Praefect.","('Gordian', 'PERSON'), ('first', 'ORDINAL'), ('Praefect', 'PERSON')"
"Gordian, who had already received the title of
 Caesar, was the only person that occurred to the soldiers as
 proper to fill the vacant throne.","('Gordian', 'PERSON'), ('Caesar', 'PERSON')"
"Gordianus, their proconsul, and the object of their choice,
 refused, with unfeigned reluctance, the dangerous honour,
 and begged with tears that they would suffer him to
 terminate in peace a long and innocent life, without
 staining his feeble age with civil blood.","('Gordianus', 'PERSON')"
"Gratitude forbade Maximin to serve under the assassin of
 Caracalla.","('Maximin', 'PERSON'), ('Caracalla', 'PERSON')"
"Had he lived in a less
 enlightened age, tradition and poetry might well have
 described him as one of those monstrous giants, whose
 supernatural power was constantly exerted for the
 destruction of mankind.","('one', 'CARDINAL')"
"He is said to have received
 the news of the rebellion of the Gordians, and of the decree
 of the senate against him, not with the temper of a man, but
 the rage of a wild beast; which, as it could not discharge
 itself on the distant senate, threatened the life of his
 son, of his friends, and of all who ventured to approach his
 person.","('Gordians', 'PERSON')"
"He remembered that, in his humbler
 fortune, he had often waited before the door of the haughty
 nobles of Rome, and had been denied admittance by the
 insolence of their slaves.","('Rome', 'GPE')"
"He represented to them, that the
 choice of cautious dilatory measures had been long since out
 of their power; that Maximin, implacable by nature, and
 exasperated by injuries, was advancing towards Italy, at the
 head of the military force of the empire; and that their
 only remaining alternative was either to meet him bravely in
 the field, or tamely to expect the tortures and ignominious
 death reserved for unsuccessful rebellion.","('Maximin', 'PERSON'), ('Italy', 'GPE')"
"He was
 twice elevated to the last-mentioned dignity, by Caracalla
 and by Alexander; for he possessed the uncommon talent of
 acquiring the esteem of virtuous princes, without alarming
 the jealousy of tyrants.","('Caracalla', 'PERSON'), ('Alexander', 'PERSON')"
"He was too sensible
 that a single town could not resist the persevering efforts
 of a great army; and he dreaded lest the enemy, tired with
 the obstinate resistance of Aquileia, should on a sudden
 relinquish the fruitless siege, and march directly towards
 Rome.","('Aquileia', 'PERSON'), ('Rome', 'GPE')"
"His
 name was dear to the senate and people; his tender age
 promised a long impunity of military licence; and the
 submission of Rome and the provinces to the choice of the
 Praetorian guards, saved the republic, at the expense indeed
 of its freedom and dignity, from the horrors of a new civil
 war in the heart of the capital. (46)","('Rome', 'GPE'), ('Praetorian', 'NORP'), ('46', 'CARDINAL')"
"His aged father, whose reign
 had not exceeded thirty-six days, put an end to his life on
 the first news of the defeat.","('thirty-six days', 'DATE'), ('first', 'ORDINAL')"
"His birth was
 noble (28) his fortune affluent, his manners liberal and
 affable.","('28', 'DATE')"
"His camp, occasionally removed from the banks of
 the Rhine to those of the Danube, was the seat of his stern
 despotism, which trampled on every principle of law and
 justice, and was supported by the avowed power of the sword.","('Rhine', 'LOC'), ('Danube', 'LOC')"
"His father was a Goth, and his mother of the
 nation of the Alani.","('Goth', 'NORP'), ('Alani', 'PERSON')"
"His long life was innocently spent
 in the study of letters and the peaceful honours of Rome;
 and, till he was named proconsul of Africa by the voice of
 the senate and the approbation of Alexander, (18) he appears
 prudently to have declined the command of armies and the
 government of provinces.","('Rome', 'GPE'), ('Africa', 'LOC'), ('Alexander', 'PERSON'), ('18', 'DATE')"
"His mother Mamaea, whose pride and avarice he loudly accused
 as the causes, of his ruin, perished with her son.","('Mamaea', 'PERSON')"
"His rise from so obscure a station to the first dignities of the empire, seems to prove that he was a bold and able leader.","('first', 'ORDINAL')"
"His victories over the Sarmatians and
 the Germans, the austerity of his life, and the rigid
 impartiality of his justice, whilst he was Praefect of the
 city, commanded the esteem of a people, whose affections
 were engaged in favour of the more amiable Balbinus.","('Sarmatians', 'NORP'), ('Germans', 'NORP'), ('Praefect', 'PERSON'), ('Balbinus', 'NORP')"
"His villa on the road to Praeneste was celebrated for baths
 of singular beauty and extent, for three stately rooms of an
 hundred feet in length, and for a magnificent portico,
 supported by two hundred columns of the four most curious
 and costly sorts of marble.","('Praeneste', 'GPE'), ('three', 'CARDINAL'), ('an\r\n hundred feet', 'QUANTITY'), ('two hundred', 'CARDINAL'), ('four', 'CARDINAL')"
"Honour taught him to decline the effeminate
 insults of Elagabalus.","('Elagabalus', 'PERSON')"
"If we credit another, and indeed a
 more probable account, Maximin was invested with the purple
 by a numerous detachment, at the distance of several miles
 from the headquarters; and he trusted for success rather to
 the secret wishes than to the public declarations of the
 great army.","('Maximin', 'PERSON'), ('several miles', 'QUANTITY')"
"Immediately after his
 accession, he fell into the hands of his mother's eunuchs,
 that pernicious vermin of the East, who, since the days of
 Elagabalus, had infested the Roman palace.","('East', 'LOC'), ('Elagabalus', 'GPE'), ('Roman', 'NORP')"
"In the midst of their deliberations, two
 veterans of the guards, actuated either by curiosity or a
 sinister motive, audaciously thrust themselves into the
 house, and advanced by degrees beyond the altar of Victory.","('two', 'CARDINAL')"
"In the midst of these just alarms, the stroke of
 domestic conspiracy punished the crimes of Maximin, and
 delivered Rome and the senate from the calamities that would
 surely have attended the victory of an enraged barbarian.","('Maximin', 'PERSON'), ('Rome', 'GPE')"
"In the space of a few months, six princes had been cut off
 by the sword.","('the space of a few months', 'DATE'), ('six', 'CARDINAL')"
Innocence and virtues of Gordian.,"('Gordian', 'PERSON')"
"Instead of securing his fidelity, these favours served only
 to inflame the ambition of the Thracian peasant, who deemed
 his fortune inadequate to his merit, as long as he was
 constrained to acknowledge a superior.","('Thracian', 'NORP')"
"It is easier to conceive than to describe the universal joy
 of the Roman world on the fall of the tyrant, the news of
 which is said to have been carried in four days from
 Aquileia to Rome.","('Roman', 'NORP'), ('four days', 'DATE'), ('Aquileia', 'GPE'), ('Rome', 'GPE')"
"It is not in our power to trace the successive steps of the secret conspiracy and open sedition, which were at length fatal to Gordian.","('Gordian', 'PERSON')"
"It might naturally be expected
 that a prince of such a character, instead of suffering the
 rebellion to gain stability by delay, should immediately
 have marched from the banks of the Danube to those of the
 Tiber, and that his victorious army, instigated by contempt
 for the senate, and eager to gather the spoils of Italy,
 should have burned with impatience to finish the easy and
 lucrative conquest.","('Danube', 'LOC'), ('Tiber', 'LOC'), ('Italy', 'GPE')"
It should seem that (A.D. 240) love and learning introduced Misitheus to the favour of Gordian.,"('A.D. 240', 'DATE'), ('Misitheus', 'PERSON'), ('Gordian', 'PERSON')"
"Italy and the whole empire were infested with
 innumerable spies and informers.","('Italy', 'GPE')"
Joy of the Roman world.,"('Roman', 'NORP')"
Massacre of Maximus and Balbinus,"('Maximus', 'PERSON'), ('Balbinus', 'PERSON')"
"Maximin prepares to attack the senate and the emperors
 Whilst in Rome and Africa revolutions succeeded each other
 with such amazing rapidity, the mind of Maximin was agitated
 by the most furious passions.","('Maximin', 'PERSON'), ('Rome', 'GPE'), ('Africa', 'LOC'), ('Maximin', 'PERSON')"
"Maximin, abandoned by his guards, was (A.D. 238,
 April) slain in his tent, with his son (whom he had
 associated to the honours of the purple), Anulinus the
 praefect, and the principal ministers of his tyranny. (36)","('Maximin', 'PERSON'), ('A.D. 238', 'DATE'), ('April', 'DATE'), ('Anulinus', 'PERSON')"
"Maximin, for that was his name, though born on the
 territories of the empire descended from a mixed race of
 barbarians.","('Maximin', 'PERSON')"
"Maximus despised Balbinus as a luxurious noble,
 and was in his turn disdained by his colleague as an obscure
 soldier.","('Maximus', 'PERSON'), ('Balbinus', 'PERSON')"
"Maximus enforced his
 exhortations by a liberal donative, purified the camp by a
 solemn sacrifice of expiation, and then dismissed the
 legions to their several provinces, impressed, as he hoped,
 with a lively sense of gratitude and obedience.","('Maximus', 'PERSON')"
"Most willingly,
 Sir, replied the unwearied youth, and, almost in a breath,
 overthrew seven of the strongest soldiers in the army.","('seven', 'CARDINAL')"
Murder of Alexander Severus,"('Alexander Severus', 'PERSON')"
"Murder of Gordian A.D. 244, March  A sepulchral monument was erected to his memory on the spot (50) where he was killed, near the conflux of the Euphrates with the little river Aboras. (51)","('Gordian A.D. 244', 'PERSON'), ('March', 'DATE'), ('50', 'CARDINAL'), ('Euphrates', 'LOC'), ('51', 'CARDINAL')"
Murder of Maximin and his son.,"('Maximin', 'PERSON')"
"No man of noble birth, elegant accomplishments, or
 knowledge of civil business, was suffered near his person;
 and the court of a Roman emperor revived the idea of those
 ancient chiefs of slaves and gladiators, whose savage power
 had left a deep impression of terror and detestation .  (11)
Oppression of the provinces","('Roman', 'NORP')"
"On his
 approach with a great army, the Persians withdrew their
 garrisons from the cities which they had already taken, and
 retired from the Euphrates to the Tigris.","('Persians', 'NORP'), ('Euphrates', 'LOC'), ('Tigris', 'LOC')"
"On his return from the East to Rome, Philip, desirous of
 obliterating the memory of his crimes, and of captivating
 the affections of the people, solemnised the secular games with infinite pomp and magnificence.","('East', 'LOC'), ('Rome', 'GPE'), ('Philip', 'PERSON')"
