Sentence,Entities
(13),"('13', 'CARDINAL')"
(33),"('33', 'CARDINAL')"
(34),"('34', 'CARDINAL')"
(55),"('55', 'CARDINAL')"
"A
 wise prince should have rewarded the crime of Taurus: the
 faithful minister, when he was no longer able to oppose the
 progress of a rebel, had taken refuge in the court of his
 benefactor and his lawful sovereign.","('Taurus', 'PERSON')"
"A 
 legal fiction was introduced and gradually established, that
 one half of the national council had migrated into the East,
 and the despotic successors of Julian, accepting the title
 of Senators, acknowledged themselves the members of a
 respectable body which was permitted to represent the
 majesty of the Roman name.","('one half', 'CARDINAL'), ('East', 'LOC'), ('Julian', 'PERSON'), ('Roman', 'NORP')"
"A chosen detachment was 
 despatched away in post-waggons, to secure, if it were yet
 possible, the pass of Succi; the recruits; the horses, the
 arms, and the magazines, which had been prepared against
 Sapor, were appropriated to the service of the civil war;
 and the domestic victories of Constantius inspired his
 partisans with the most sanguine assurances of success.","('Succi', 'ORG'), ('Sapor', 'PERSON'), ('the civil war', 'EVENT'), ('Constantius', 'PERSON')"
"A citizen of Ancyra had prepared for his
 own use a purple garment, and this indiscreet action, which,
 under the reign of Constantius, would have been considered
 as a capital offence, (68) was reported to Julian by the 
 officious importunity of a private enemy.","('Ancyra', 'PERSON'), ('Constantius', 'PERSON'), ('Julian', 'PERSON')"
"A more dangerous conspiracy was formed by
 ten of the domestic guards, who had resolved to assassinate
 Julian in the field of exercise near Antioch.","('ten', 'CARDINAL'), ('Julian', 'PERSON'), ('Antioch', 'GPE')"
"A motive of superstition prevented the
 execution of the design which Julian had frequently
 meditated, of relieving his head from the weight of a costly
 diadem;(72) but he absolutely refused the title of Dominus
 or Lord ,(73) a word which was grown so familiar to the ears of the Romans, that they no longer remembered its servile
 and humiliating origin.","('Julian', 'PERSON'), ('Dominus', 'PERSON'), ('73', 'CARDINAL'), ('Romans', 'NORP')"
"A part of the letter was afterwards read, in which the emperor arraigned the ingratitude of Julian, whom he had invested with the
 honours of the purple; whom he had educated with so much care and tenderness; whom he had preserved in his infancy, when he was left a helpless orphan.","('Julian', 'PERSON')"
"A similar
 division of troops, under the orders of Jovius and Jovinus,
 prepared to follow the oblique course of the highways
 through the Alps and the northern confines of Italy.","('Jovius', 'GPE'), ('Jovinus', 'GPE'), ('Alps', 'LOC'), ('Italy', 'GPE')"
"A slight fever, which was
 perhaps occasioned by the agitation of his spirits, was
 increased by the fatigues of the journey, and Constantius
 was obliged to halt at the little town of Mopsucrene, twelve
 miles beyond Tarsus, where he expired, after a short
 illness, in the forty-fifth year of his age, and the
 twenty-fourth of his reign.(42)","('Constantius', 'PERSON'), ('Mopsucrene', 'GPE'), ('twelve\r\n miles', 'QUANTITY'), ('Tarsus', 'GPE'), ('forty-fifth year', 'DATE'), ('twenty-fourth', 'CARDINAL'), ('42', 'CARDINAL')"
"A thousand barbers, a thousand cupbearers, a thousand cooks, were distributed in the several offices of luxury; and the number of eunuchs could be compared only with the insects of a summer's day.","('A thousand', 'CARDINAL'), ('a thousand', 'CARDINAL'), ('a thousand', 'CARDINAL'), (""a summer's day"", 'DATE')"
"A.D. 360,361.","('360,361', 'CARDINAL')"
"Adorned with the designs of
 military and imperial pomp, Julian showed himself in the
 field of Mars to the soldiers, who glowed with ardent
 enthusiasm in the cause of their pupil, their leader, and
 their friend.","('Julian', 'PERSON'), ('Mars', 'LOC')"
